TransactionID,ProductID,ReferenceOrderID,ReferenceOrderLineID,TransactionDate,TransactionType,Quantity,ActualCost,ModifiedDate
23573,398,13680,0,00:00.0,W,13,0,00:00.0
23574,399,13681,0,00:00.0,W,13,0,00:00.0
23575,400,13682,0,00:00.0,W,4,0,00:00.0
23576,401,13683,0,00:00.0,W,22,0,00:00.0
23577,529,13684,0,00:00.0,W,13,0,00:00.0
23578,532,13685,0,00:00.0,W,52,0,00:00.0
23579,533,13686,0,00:00.0,W,13,0,00:00.0
23580,534,13687,0,00:00.0,W,13,0,00:00.0
23581,802,13688,0,00:00.0,W,2,0,00:00.0
23582,804,13689,0,00:00.0,W,11,0,00:00.0
23583,316,13690,0,00:00.0,W,26,0,00:00.0
23584,331,13691,0,00:00.0,W,26,0,00:00.0
23585,350,13692,0,00:00.0,W,13,0,00:00.0
23586,531,13693,0,00:00.0,W,13,0,00:00.0
23587,752,46218,1,00:00.0,S,1,3578.27,00:00.0
23588,752,46219,1,00:00.0,S,1,3578.27,00:00.0
23589,752,46220,1,00:00.0,S,1,3578.27,00:00.0
23590,753,46221,1,00:00.0,S,1,3578.27,00:00.0
23591,767,46222,1,00:00.0,S,1,699.0982,00:00.0
23592,762,46223,1,00:00.0,S,1,699.0982,00:00.0
23593,763,46224,1,00:00.0,S,1,699.0982,00:00.0
23594,752,46225,1,00:00.0,S,1,3578.27,00:00.0
23595,752,46226,1,00:00.0,S,1,3578.27,00:00.0
23596,778,46227,1,00:00.0,S,1,3374.99,00:00.0
23597,776,46228,1,00:00.0,S,1,3374.99,00:00.0
23598,750,13694,0,00:00.0,W,1,0,00:00.0
23599,751,13695,0,00:00.0,W,1,0,00:00.0
23600,752,13696,0,00:00.0,W,2,0,00:00.0
23601,775,13697,0,00:00.0,W,2,0,00:00.0
23602,516,13698,0,00:00.0,W,2,0,00:00.0
23603,519,13699,0,00:00.0,W,4,0,00:00.0
23604,718,13700,0,00:00.0,W,1,0,00:00.0
23605,719,13701,0,00:00.0,W,1,0,00:00.0
23606,720,13702,0,00:00.0,W,2,0,00:00.0
23607,747,13703,0,00:00.0,W,2,0,00:00.0
23608,807,13704,0,00:00.0,W,6,0,00:00.0
23609,810,13705,0,00:00.0,W,2,0,00:00.0
23610,813,13706,0,00:00.0,W,4,0,00:00.0
23611,817,13707,0,00:00.0,W,2,0,00:00.0
23612,820,13708,0,00:00.0,W,4,0,00:00.0
23613,825,13709,0,00:00.0,W,2,0,00:00.0
23614,828,13710,0,00:00.0,W,4,0,00:00.0
23615,894,13711,0,00:00.0,W,6,0,00:00.0
23616,945,13712,0,00:00.0,W,6,0,00:00.0
23617,951,13713,0,00:00.0,W,6,0,00:00.0
23618,996,13714,0,00:00.0,W,6,0,00:00.0
23619,3,13715,0,00:00.0,W,60,0,00:00.0
23620,324,13716,0,00:00.0,W,12,0,00:00.0
23621,327,13717,0,00:00.0,W,6,0,00:00.0
23622,328,13718,0,00:00.0,W,4,0,00:00.0
23623,329,13719,0,00:00.0,W,8,0,00:00.0
23624,398,13720,0,00:00.0,W,6,0,00:00.0
23625,399,13721,0,00:00.0,W,6,0,00:00.0
23626,401,13722,0,00:00.0,W,12,0,00:00.0
23627,529,13723,0,00:00.0,W,6,0,00:00.0
23628,532,13724,0,00:00.0,W,24,0,00:00.0
23629,533,13725,0,00:00.0,W,6,0,00:00.0
23630,534,13726,0,00:00.0,W,6,0,00:00.0
23631,804,13727,0,00:00.0,W,6,0,00:00.0
23632,316,13728,0,00:00.0,W,12,0,00:00.0
23633,331,13729,0,00:00.0,W,12,0,00:00.0
23634,350,13730,0,00:00.0,W,6,0,00:00.0
23635,531,13731,0,00:00.0,W,6,0,00:00.0
23636,771,46229,1,00:00.0,S,1,3399.99,00:00.0
23637,771,46230,1,00:00.0,S,1,3399.99,00:00.0
23638,749,46231,1,00:00.0,S,1,3578.27,00:00.0
23639,750,46232,1,00:00.0,S,1,3578.27,00:00.0
23640,753,46233,1,00:00.0,S,1,3578.27,00:00.0
23641,751,46234,1,00:00.0,S,1,3578.27,00:00.0
23642,751,46235,1,00:00.0,S,1,3578.27,00:00.0
23643,777,46236,1,00:00.0,S,1,3374.99,00:00.0
23644,751,46237,1,00:00.0,S,1,3578.27,00:00.0
23645,749,13732,0,00:00.0,W,1,0,00:00.0
23646,750,13733,0,00:00.0,W,1,0,00:00.0
23647,751,13734,0,00:00.0,W,1,0,00:00.0
23648,753,13735,0,00:00.0,W,3,0,00:00.0
23649,763,13736,0,00:00.0,W,1,0,00:00.0
23650,517,13737,0,00:00.0,W,1,0,00:00.0
23651,519,13738,0,00:00.0,W,6,0,00:00.0
23652,717,13739,0,00:00.0,W,1,0,00:00.0
23653,718,13740,0,00:00.0,W,1,0,00:00.0
23654,719,13741,0,00:00.0,W,1,0,00:00.0
23655,721,13742,0,00:00.0,W,3,0,00:00.0
23656,726,13743,0,00:00.0,W,1,0,00:00.0
23657,806,13744,0,00:00.0,W,1,0,00:00.0
23658,807,13745,0,00:00.0,W,6,0,00:00.0
23659,811,13746,0,00:00.0,W,1,0,00:00.0
23660,813,13747,0,00:00.0,W,6,0,00:00.0
23661,818,13748,0,00:00.0,W,1,0,00:00.0
23662,820,13749,0,00:00.0,W,6,0,00:00.0
23663,826,13750,0,00:00.0,W,1,0,00:00.0
23664,828,13751,0,00:00.0,W,6,0,00:00.0
23665,894,13752,0,00:00.0,W,7,0,00:00.0
23666,945,13753,0,00:00.0,W,7,0,00:00.0
23667,950,13754,0,00:00.0,W,1,0,00:00.0
23668,951,13755,0,00:00.0,W,6,0,00:00.0
23669,994,13756,0,00:00.0,W,1,0,00:00.0
23670,996,13757,0,00:00.0,W,6,0,00:00.0
23671,3,13758,0,00:00.0,W,70,0,00:00.0
23672,324,13759,0,00:00.0,W,14,0,00:00.0
23673,327,13760,0,00:00.0,W,7,0,00:00.0
23674,329,13761,0,00:00.0,W,14,0,00:00.0
23675,398,13762,0,00:00.0,W,7,0,00:00.0
23676,399,13763,0,00:00.0,W,7,0,00:00.0
23677,400,13764,0,00:00.0,W,2,0,00:00.0
23678,401,13765,0,00:00.0,W,12,0,00:00.0
23679,529,13766,0,00:00.0,W,7,0,00:00.0
23680,532,13767,0,00:00.0,W,28,0,00:00.0
23681,533,13768,0,00:00.0,W,7,0,00:00.0
23682,534,13769,0,00:00.0,W,7,0,00:00.0
23683,802,13770,0,00:00.0,W,1,0,00:00.0
23684,804,13771,0,00:00.0,W,6,0,00:00.0
23685,316,13772,0,00:00.0,W,14,0,00:00.0
23686,331,13773,0,00:00.0,W,14,0,00:00.0
23687,350,13774,0,00:00.0,W,7,0,00:00.0
23688,531,13775,0,00:00.0,W,7,0,00:00.0
23689,750,46238,1,00:00.0,S,1,3578.27,00:00.0
23690,751,46239,1,00:00.0,S,1,3578.27,00:00.0
23691,753,46240,1,00:00.0,S,1,3578.27,00:00.0
23692,772,46241,1,00:00.0,S,1,3399.99,00:00.0
23693,753,46242,1,00:00.0,S,1,3578.27,00:00.0
23694,750,46243,1,00:00.0,S,1,3578.27,00:00.0
23695,749,46244,1,00:00.0,S,1,3578.27,00:00.0
23696,753,46245,1,00:00.0,S,1,3578.27,00:00.0
23697,752,13776,0,00:00.0,W,5,0,00:00.0
23698,753,13777,0,00:00.0,W,1,0,00:00.0
23699,762,13778,0,00:00.0,W,1,0,00:00.0
23700,763,13779,0,00:00.0,W,1,0,00:00.0
23701,767,13780,0,00:00.0,W,1,0,00:00.0
23702,776,13781,0,00:00.0,W,1,0,00:00.0
23703,778,13782,0,00:00.0,W,1,0,00:00.0
23704,516,13783,0,00:00.0,W,2,0,00:00.0
23705,517,13784,0,00:00.0,W,3,0,00:00.0
23706,519,13785,0,00:00.0,W,6,0,00:00.0
23707,720,13786,0,00:00.0,W,5,0,00:00.0
23708,721,13787,0,00:00.0,W,1,0,00:00.0
23709,724,13788,0,00:00.0,W,1,0,00:00.0
23710,725,13789,0,00:00.0,W,1,0,00:00.0
23711,726,13790,0,00:00.0,W,1,0,00:00.0
23712,743,13791,0,00:00.0,W,1,0,00:00.0
23713,745,13792,0,00:00.0,W,1,0,00:00.0
23714,806,13793,0,00:00.0,W,3,0,00:00.0
23715,807,13794,0,00:00.0,W,8,0,00:00.0
23716,810,13795,0,00:00.0,W,2,0,00:00.0
23717,811,13796,0,00:00.0,W,3,0,00:00.0
23718,813,13797,0,00:00.0,W,6,0,00:00.0
23719,817,13798,0,00:00.0,W,2,0,00:00.0
23720,818,13799,0,00:00.0,W,3,0,00:00.0
23721,820,13800,0,00:00.0,W,6,0,00:00.0
23722,825,13801,0,00:00.0,W,2,0,00:00.0
23723,826,13802,0,00:00.0,W,3,0,00:00.0
23724,828,13803,0,00:00.0,W,6,0,00:00.0
23725,894,13804,0,00:00.0,W,11,0,00:00.0
23726,945,13805,0,00:00.0,W,11,0,00:00.0
23727,950,13806,0,00:00.0,W,3,0,00:00.0
23728,951,13807,0,00:00.0,W,8,0,00:00.0
23729,994,13808,0,00:00.0,W,3,0,00:00.0
23730,996,13809,0,00:00.0,W,8,0,00:00.0
23731,3,13810,0,00:00.0,W,110,0,00:00.0
23732,324,13811,0,00:00.0,W,22,0,00:00.0
23733,327,13812,0,00:00.0,W,11,0,00:00.0
23734,328,13813,0,00:00.0,W,4,0,00:00.0
23735,329,13814,0,00:00.0,W,18,0,00:00.0
23736,398,13815,0,00:00.0,W,11,0,00:00.0
23737,399,13816,0,00:00.0,W,11,0,00:00.0
23738,400,13817,0,00:00.0,W,6,0,00:00.0
23739,401,13818,0,00:00.0,W,16,0,00:00.0
23740,529,13819,0,00:00.0,W,11,0,00:00.0
23741,532,13820,0,00:00.0,W,44,0,00:00.0
23742,533,13821,0,00:00.0,W,11,0,00:00.0
23743,534,13822,0,00:00.0,W,11,0,00:00.0
23744,802,13823,0,00:00.0,W,3,0,00:00.0
23745,804,13824,0,00:00.0,W,8,0,00:00.0
23746,316,13825,0,00:00.0,W,22,0,00:00.0
23747,331,13826,0,00:00.0,W,22,0,00:00.0
23748,350,13827,0,00:00.0,W,11,0,00:00.0
23749,531,13828,0,00:00.0,W,11,0,00:00.0
23750,753,46246,1,00:00.0,S,1,3578.27,00:00.0
23751,766,46247,1,00:00.0,S,1,699.0982,00:00.0
23752,761,46248,1,00:00.0,S,1,699.0982,00:00.0
23753,774,46249,1,00:00.0,S,1,3399.99,00:00.0
23754,752,46250,1,00:00.0,S,1,3578.27,00:00.0
23755,777,46251,1,00:00.0,S,1,3374.99,00:00.0
23756,749,13829,0,00:00.0,W,1,0,00:00.0
23757,750,13830,0,00:00.0,W,1,0,00:00.0
23758,751,13831,0,00:00.0,W,3,0,00:00.0
23759,753,13832,0,00:00.0,W,1,0,00:00.0
23760,771,13833,0,00:00.0,W,2,0,00:00.0
23761,777,13834,0,00:00.0,W,1,0,00:00.0
23762,516,13835,0,00:00.0,W,3,0,00:00.0
23763,519,13836,0,00:00.0,W,6,0,00:00.0
23764,717,13837,0,00:00.0,W,1,0,00:00.0
23765,718,13838,0,00:00.0,W,1,0,00:00.0
23766,719,13839,0,00:00.0,W,3,0,00:00.0
23767,721,13840,0,00:00.0,W,1,0,00:00.0
23768,744,13841,0,00:00.0,W,1,0,00:00.0
23769,748,13842,0,00:00.0,W,2,0,00:00.0
23770,807,13843,0,00:00.0,W,9,0,00:00.0
23771,810,13844,0,00:00.0,W,3,0,00:00.0
23772,813,13845,0,00:00.0,W,6,0,00:00.0
23773,817,13846,0,00:00.0,W,3,0,00:00.0
23774,820,13847,0,00:00.0,W,6,0,00:00.0
23775,825,13848,0,00:00.0,W,3,0,00:00.0
23776,828,13849,0,00:00.0,W,6,0,00:00.0
23777,894,13850,0,00:00.0,W,9,0,00:00.0
23778,945,13851,0,00:00.0,W,9,0,00:00.0
23779,951,13852,0,00:00.0,W,9,0,00:00.0
23780,996,13853,0,00:00.0,W,9,0,00:00.0
23781,3,13854,0,00:00.0,W,90,0,00:00.0
23782,324,13855,0,00:00.0,W,18,0,00:00.0
23783,327,13856,0,00:00.0,W,9,0,00:00.0
23784,328,13857,0,00:00.0,W,6,0,00:00.0
23785,329,13858,0,00:00.0,W,12,0,00:00.0
23786,398,13859,0,00:00.0,W,9,0,00:00.0
23787,399,13860,0,00:00.0,W,9,0,00:00.0
23788,401,13861,0,00:00.0,W,18,0,00:00.0
23789,529,13862,0,00:00.0,W,9,0,00:00.0
23790,532,13863,0,00:00.0,W,36,0,00:00.0
23791,533,13864,0,00:00.0,W,9,0,00:00.0
23792,534,13865,0,00:00.0,W,9,0,00:00.0
23793,804,13866,0,00:00.0,W,9,0,00:00.0
23794,316,13867,0,00:00.0,W,18,0,00:00.0
23795,331,13868,0,00:00.0,W,18,0,00:00.0
23796,350,13869,0,00:00.0,W,9,0,00:00.0
23797,531,13870,0,00:00.0,W,9,0,00:00.0
23798,752,46252,1,00:00.0,S,1,3578.27,00:00.0
23799,750,46253,1,00:00.0,S,1,3578.27,00:00.0
23800,749,46254,1,00:00.0,S,1,3578.27,00:00.0
23801,751,46255,1,00:00.0,S,1,3578.27,00:00.0
23802,753,46256,1,00:00.0,S,1,3578.27,00:00.0
23803,773,46257,1,00:00.0,S,1,3399.99,00:00.0
23804,749,13871,0,00:00.0,W,1,0,00:00.0
23805,750,13872,0,00:00.0,W,2,0,00:00.0
23806,751,13873,0,00:00.0,W,1,0,00:00.0
23807,753,13874,0,00:00.0,W,3,0,00:00.0
23808,772,13875,0,00:00.0,W,1,0,00:00.0
23809,516,13876,0,00:00.0,W,1,0,00:00.0
23810,519,13877,0,00:00.0,W,7,0,00:00.0
23811,717,13878,0,00:00.0,W,1,0,00:00.0
23812,718,13879,0,00:00.0,W,2,0,00:00.0
23813,719,13880,0,00:00.0,W,1,0,00:00.0
23814,721,13881,0,00:00.0,W,3,0,00:00.0
23815,739,13882,0,00:00.0,W,1,0,00:00.0
23816,807,13883,0,00:00.0,W,8,0,00:00.0
23817,810,13884,0,00:00.0,W,1,0,00:00.0
23818,813,13885,0,00:00.0,W,7,0,00:00.0
23819,817,13886,0,00:00.0,W,1,0,00:00.0
23820,820,13887,0,00:00.0,W,7,0,00:00.0
23821,825,13888,0,00:00.0,W,1,0,00:00.0
23822,828,13889,0,00:00.0,W,7,0,00:00.0
23823,894,13890,0,00:00.0,W,8,0,00:00.0
23824,945,13891,0,00:00.0,W,8,0,00:00.0
23825,951,13892,0,00:00.0,W,8,0,00:00.0
23826,996,13893,0,00:00.0,W,8,0,00:00.0
23827,3,13894,0,00:00.0,W,80,0,00:00.0
23828,324,13895,0,00:00.0,W,16,0,00:00.0
23829,327,13896,0,00:00.0,W,8,0,00:00.0
23830,328,13897,0,00:00.0,W,2,0,00:00.0
23831,329,13898,0,00:00.0,W,14,0,00:00.0
23832,398,13899,0,00:00.0,W,8,0,00:00.0
23833,399,13900,0,00:00.0,W,8,0,00:00.0
23834,401,13901,0,00:00.0,W,16,0,00:00.0
23835,529,13902,0,00:00.0,W,8,0,00:00.0
23836,532,13903,0,00:00.0,W,32,0,00:00.0
23837,533,13904,0,00:00.0,W,8,0,00:00.0
23838,534,13905,0,00:00.0,W,8,0,00:00.0
23839,804,13906,0,00:00.0,W,8,0,00:00.0
23840,316,13907,0,00:00.0,W,16,0,00:00.0
23841,331,13908,0,00:00.0,W,16,0,00:00.0
23842,350,13909,0,00:00.0,W,8,0,00:00.0
23843,531,13910,0,00:00.0,W,8,0,00:00.0
23844,752,46258,1,00:00.0,S,1,3578.27,00:00.0
23845,752,46259,1,00:00.0,S,1,3578.27,00:00.0
23846,749,46260,1,00:00.0,S,1,3578.27,00:00.0
23847,775,46261,1,00:00.0,S,1,3374.99,00:00.0
23848,752,46262,1,00:00.0,S,1,3578.27,00:00.0
23849,749,46263,1,00:00.0,S,1,3578.27,00:00.0
23850,752,13911,0,00:00.0,W,1,0,00:00.0
23851,753,13912,0,00:00.0,W,1,0,00:00.0
23852,761,13913,0,00:00.0,W,1,0,00:00.0
23853,766,13914,0,00:00.0,W,1,0,00:00.0
23854,774,13915,0,00:00.0,W,1,0,00:00.0
23855,777,13916,0,00:00.0,W,1,0,00:00.0
23856,516,13917,0,00:00.0,W,2,0,00:00.0
23857,517,13918,0,00:00.0,W,2,0,00:00.0
23858,519,13919,0,00:00.0,W,2,0,00:00.0
23859,720,13920,0,00:00.0,W,1,0,00:00.0
23860,721,13921,0,00:00.0,W,1,0,00:00.0
23861,723,13922,0,00:00.0,W,1,0,00:00.0
23862,730,13923,0,00:00.0,W,1,0,00:00.0
23863,741,13924,0,00:00.0,W,1,0,00:00.0
23864,744,13925,0,00:00.0,W,1,0,00:00.0
23865,806,13926,0,00:00.0,W,2,0,00:00.0
23866,807,13927,0,00:00.0,W,4,0,00:00.0
23867,810,13928,0,00:00.0,W,2,0,00:00.0
23868,811,13929,0,00:00.0,W,2,0,00:00.0
23869,813,13930,0,00:00.0,W,2,0,00:00.0
23870,817,13931,0,00:00.0,W,2,0,00:00.0
23871,818,13932,0,00:00.0,W,2,0,00:00.0
23872,820,13933,0,00:00.0,W,2,0,00:00.0
23873,825,13934,0,00:00.0,W,2,0,00:00.0
23874,826,13935,0,00:00.0,W,2,0,00:00.0
23875,828,13936,0,00:00.0,W,2,0,00:00.0
23876,894,13937,0,00:00.0,W,6,0,00:00.0
23877,945,13938,0,00:00.0,W,6,0,00:00.0
23878,950,13939,0,00:00.0,W,2,0,00:00.0
23879,951,13940,0,00:00.0,W,4,0,00:00.0
23880,994,13941,0,00:00.0,W,2,0,00:00.0
23881,996,13942,0,00:00.0,W,4,0,00:00.0
23882,3,13943,0,00:00.0,W,60,0,00:00.0
23883,324,13944,0,00:00.0,W,12,0,00:00.0
23884,327,13945,0,00:00.0,W,6,0,00:00.0
23885,328,13946,0,00:00.0,W,4,0,00:00.0
23886,329,13947,0,00:00.0,W,8,0,00:00.0
23887,398,13948,0,00:00.0,W,6,0,00:00.0
23888,399,13949,0,00:00.0,W,6,0,00:00.0
23889,400,13950,0,00:00.0,W,4,0,00:00.0
23890,401,13951,0,00:00.0,W,8,0,00:00.0
23891,529,13952,0,00:00.0,W,6,0,00:00.0
23892,532,13953,0,00:00.0,W,24,0,00:00.0
23893,533,13954,0,00:00.0,W,6,0,00:00.0
23894,534,13955,0,00:00.0,W,6,0,00:00.0
23895,802,13956,0,00:00.0,W,2,0,00:00.0
23896,804,13957,0,00:00.0,W,4,0,00:00.0
23897,316,13958,0,00:00.0,W,12,0,00:00.0
23898,331,13959,0,00:00.0,W,12,0,00:00.0
23899,350,13960,0,00:00.0,W,6,0,00:00.0
23900,531,13961,0,00:00.0,W,6,0,00:00.0
23901,777,46264,1,00:00.0,S,1,3374.99,00:00.0
23902,751,46265,1,00:00.0,S,1,3578.27,00:00.0
23903,753,46266,1,00:00.0,S,1,3578.27,00:00.0
23904,753,46267,1,00:00.0,S,1,3578.27,00:00.0
23905,750,46268,1,00:00.0,S,1,3578.27,00:00.0
23906,751,46269,1,00:00.0,S,1,3578.27,00:00.0
23907,749,13962,0,00:00.0,W,1,0,00:00.0
23908,750,13963,0,00:00.0,W,1,0,00:00.0
23909,751,13964,0,00:00.0,W,1,0,00:00.0
23910,752,13965,0,00:00.0,W,1,0,00:00.0
23911,753,13966,0,00:00.0,W,1,0,00:00.0
23912,773,13967,0,00:00.0,W,1,0,00:00.0
23913,516,13968,0,00:00.0,W,1,0,00:00.0
23914,519,13969,0,00:00.0,W,5,0,00:00.0
23915,717,13970,0,00:00.0,W,1,0,00:00.0
23916,718,13971,0,00:00.0,W,1,0,00:00.0
23917,719,13972,0,00:00.0,W,1,0,00:00.0
23918,720,13973,0,00:00.0,W,1,0,00:00.0
23919,721,13974,0,00:00.0,W,1,0,00:00.0
23920,740,13975,0,00:00.0,W,1,0,00:00.0
23921,807,13976,0,00:00.0,W,6,0,00:00.0
23922,810,13977,0,00:00.0,W,1,0,00:00.0
23923,813,13978,0,00:00.0,W,5,0,00:00.0
23924,817,13979,0,00:00.0,W,1,0,00:00.0
23925,820,13980,0,00:00.0,W,5,0,00:00.0
23926,825,13981,0,00:00.0,W,1,0,00:00.0
23927,828,13982,0,00:00.0,W,5,0,00:00.0
23928,894,13983,0,00:00.0,W,6,0,00:00.0
23929,945,13984,0,00:00.0,W,6,0,00:00.0
23930,951,13985,0,00:00.0,W,6,0,00:00.0
23931,996,13986,0,00:00.0,W,6,0,00:00.0
23932,3,13987,0,00:00.0,W,60,0,00:00.0
23933,324,13988,0,00:00.0,W,12,0,00:00.0
23934,327,13989,0,00:00.0,W,6,0,00:00.0
23935,328,13990,0,00:00.0,W,2,0,00:00.0
23936,329,13991,0,00:00.0,W,10,0,00:00.0
23937,398,13992,0,00:00.0,W,6,0,00:00.0
23938,399,13993,0,00:00.0,W,6,0,00:00.0
23939,401,13994,0,00:00.0,W,12,0,00:00.0
23940,529,13995,0,00:00.0,W,6,0,00:00.0
23941,532,13996,0,00:00.0,W,24,0,00:00.0
23942,533,13997,0,00:00.0,W,6,0,00:00.0
23943,534,13998,0,00:00.0,W,6,0,00:00.0
23944,804,13999,0,00:00.0,W,6,0,00:00.0
23945,316,14000,0,00:00.0,W,12,0,00:00.0
23946,331,14001,0,00:00.0,W,12,0,00:00.0
23947,350,14002,0,00:00.0,W,6,0,00:00.0
23948,531,14003,0,00:00.0,W,6,0,00:00.0
23949,751,46270,1,00:00.0,S,1,3578.27,00:00.0
23950,752,46271,1,00:00.0,S,1,3578.27,00:00.0
23951,750,46272,1,00:00.0,S,1,3578.27,00:00.0
23952,778,46273,1,00:00.0,S,1,3374.99,00:00.0
23953,777,46274,1,00:00.0,S,1,3374.99,00:00.0
23954,752,46275,1,00:00.0,S,1,3578.27,00:00.0
23955,750,46276,1,00:00.0,S,1,3578.27,00:00.0
23956,749,14004,0,00:00.0,W,2,0,00:00.0
23957,752,14005,0,00:00.0,W,3,0,00:00.0
23958,775,14006,0,00:00.0,W,1,0,00:00.0
23959,516,14007,0,00:00.0,W,1,0,00:00.0
23960,519,14008,0,00:00.0,W,5,0,00:00.0
23961,717,14009,0,00:00.0,W,2,0,00:00.0
23962,720,14010,0,00:00.0,W,3,0,00:00.0
23963,747,14011,0,00:00.0,W,1,0,00:00.0
23964,807,14012,0,00:00.0,W,6,0,00:00.0
23965,810,14013,0,00:00.0,W,1,0,00:00.0
23966,813,14014,0,00:00.0,W,5,0,00:00.0
23967,817,14015,0,00:00.0,W,1,0,00:00.0
23968,820,14016,0,00:00.0,W,5,0,00:00.0
23969,825,14017,0,00:00.0,W,1,0,00:00.0
23970,828,14018,0,00:00.0,W,5,0,00:00.0
23971,894,14019,0,00:00.0,W,6,0,00:00.0
23972,945,14020,0,00:00.0,W,6,0,00:00.0
23973,951,14021,0,00:00.0,W,6,0,00:00.0
23974,996,14022,0,00:00.0,W,6,0,00:00.0
23975,3,14023,0,00:00.0,W,60,0,00:00.0
23976,324,14024,0,00:00.0,W,12,0,00:00.0
23977,327,14025,0,00:00.0,W,6,0,00:00.0
23978,328,14026,0,00:00.0,W,2,0,00:00.0
23979,329,14027,0,00:00.0,W,10,0,00:00.0
23980,398,14028,0,00:00.0,W,6,0,00:00.0
23981,399,14029,0,00:00.0,W,6,0,00:00.0
23982,401,14030,0,00:00.0,W,12,0,00:00.0
23983,529,14031,0,00:00.0,W,6,0,00:00.0
23984,532,14032,0,00:00.0,W,24,0,00:00.0
23985,533,14033,0,00:00.0,W,6,0,00:00.0
23986,534,14034,0,00:00.0,W,6,0,00:00.0
23987,804,14035,0,00:00.0,W,6,0,00:00.0
23988,316,14036,0,00:00.0,W,12,0,00:00.0
23989,331,14037,0,00:00.0,W,12,0,00:00.0
23990,350,14038,0,00:00.0,W,6,0,00:00.0
23991,531,14039,0,00:00.0,W,6,0,00:00.0
23992,760,46277,1,00:00.0,S,1,699.0982,00:00.0
23993,762,46278,1,00:00.0,S,1,699.0982,00:00.0
23994,751,46279,1,00:00.0,S,1,3578.27,00:00.0
23995,750,46280,1,00:00.0,S,1,3578.27,00:00.0
23996,774,46281,1,00:00.0,S,1,3399.99,00:00.0
23997,772,46282,1,00:00.0,S,1,3399.99,00:00.0
23998,778,46283,1,00:00.0,S,1,3374.99,00:00.0
23999,763,46284,1,00:00.0,S,1,699.0982,00:00.0
24000,773,46285,1,00:00.0,S,1,3399.99,00:00.0
24001,750,14040,0,00:00.0,W,1,0,00:00.0
24002,751,14041,0,00:00.0,W,2,0,00:00.0
24003,753,14042,0,00:00.0,W,2,0,00:00.0
24004,777,14043,0,00:00.0,W,1,0,00:00.0
24005,516,14044,0,00:00.0,W,1,0,00:00.0
24006,519,14045,0,00:00.0,W,5,0,00:00.0
24007,718,14046,0,00:00.0,W,1,0,00:00.0
24008,719,14047,0,00:00.0,W,2,0,00:00.0
24009,721,14048,0,00:00.0,W,2,0,00:00.0
24010,744,14049,0,00:00.0,W,1,0,00:00.0
24011,807,14050,0,00:00.0,W,6,0,00:00.0
24012,810,14051,0,00:00.0,W,1,0,00:00.0
24013,813,14052,0,00:00.0,W,5,0,00:00.0
24014,817,14053,0,00:00.0,W,1,0,00:00.0
24015,820,14054,0,00:00.0,W,5,0,00:00.0
24016,825,14055,0,00:00.0,W,1,0,00:00.0
24017,828,14056,0,00:00.0,W,5,0,00:00.0
24018,894,14057,0,00:00.0,W,6,0,00:00.0
24019,945,14058,0,00:00.0,W,6,0,00:00.0
24020,951,14059,0,00:00.0,W,6,0,00:00.0
24021,996,14060,0,00:00.0,W,6,0,00:00.0
24022,3,14061,0,00:00.0,W,60,0,00:00.0
24023,324,14062,0,00:00.0,W,12,0,00:00.0
24024,327,14063,0,00:00.0,W,6,0,00:00.0
24025,328,14064,0,00:00.0,W,2,0,00:00.0
24026,329,14065,0,00:00.0,W,10,0,00:00.0
24027,398,14066,0,00:00.0,W,6,0,00:00.0
24028,399,14067,0,00:00.0,W,6,0,00:00.0
24029,401,14068,0,00:00.0,W,12,0,00:00.0
24030,529,14069,0,00:00.0,W,6,0,00:00.0
24031,532,14070,0,00:00.0,W,24,0,00:00.0
24032,533,14071,0,00:00.0,W,6,0,00:00.0
24033,534,14072,0,00:00.0,W,6,0,00:00.0
24034,804,14073,0,00:00.0,W,6,0,00:00.0
24035,316,14074,0,00:00.0,W,12,0,00:00.0
24036,331,14075,0,00:00.0,W,12,0,00:00.0
24037,350,14076,0,00:00.0,W,6,0,00:00.0
24038,531,14077,0,00:00.0,W,6,0,00:00.0
24039,768,46286,1,00:00.0,S,1,699.0982,00:00.0
24040,751,46287,1,00:00.0,S,1,3578.27,00:00.0
24041,750,46288,1,00:00.0,S,1,3578.27,00:00.0
24042,752,46289,1,00:00.0,S,1,3578.27,00:00.0
24043,778,46290,1,00:00.0,S,1,3374.99,00:00.0
24044,752,46291,1,00:00.0,S,1,3578.27,00:00.0
24045,752,46292,1,00:00.0,S,1,3578.27,00:00.0
24046,750,46293,1,00:00.0,S,1,3578.27,00:00.0
24047,772,46294,1,00:00.0,S,1,3399.99,00:00.0
24048,750,14078,0,00:00.0,W,2,0,00:00.0
24049,751,14079,0,00:00.0,W,1,0,00:00.0
24050,752,14080,0,00:00.0,W,2,0,00:00.0
24051,777,14081,0,00:00.0,W,1,0,00:00.0
24052,778,14082,0,00:00.0,W,1,0,00:00.0
24053,516,14083,0,00:00.0,W,2,0,00:00.0
24054,519,14084,0,00:00.0,W,5,0,00:00.0
24055,718,14085,0,00:00.0,W,2,0,00:00.0
24056,719,14086,0,00:00.0,W,1,0,00:00.0
24057,720,14087,0,00:00.0,W,2,0,00:00.0
24058,744,14088,0,00:00.0,W,1,0,00:00.0
24059,745,14089,0,00:00.0,W,1,0,00:00.0
24060,807,14090,0,00:00.0,W,7,0,00:00.0
24061,810,14091,0,00:00.0,W,2,0,00:00.0
