WorkOrderID,ProductID,OrderQty,StockedQty,ScrappedQty,StartDate,EndDate,DueDate,ScrapReasonID,ModifiedDate
15994,805,10,10,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
15995,806,23,23,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
15996,807,13,13,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
15997,808,47,47,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
15998,809,65,65,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
15999,810,31,31,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16000,811,17,17,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16001,813,44,44,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16002,814,37,37,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16003,815,57,57,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16004,816,34,34,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16005,817,30,30,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16006,819,70,70,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16007,820,67,67,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16008,822,56,56,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16009,823,48,48,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16010,824,62,62,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16011,825,69,69,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16012,826,57,57,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16013,827,10,10,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16014,828,17,17,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16015,830,17,17,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16016,831,49,49,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16017,832,89,87,2,00:00.0,00:00.0,00:00.0,3,00:00.0
16018,833,17,17,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16019,835,95,95,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16020,836,41,41,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16021,838,36,36,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16022,839,14,14,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16023,515,248,248,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16024,516,452,452,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16025,517,1056,1056,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16026,518,251,251,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16027,519,364,364,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16028,680,19,19,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16029,706,21,21,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16030,718,70,70,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16031,719,62,62,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16032,720,37,37,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16033,722,114,114,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16034,723,65,65,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16035,724,25,25,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16036,725,135,135,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16037,726,130,130,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16038,727,70,70,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16039,728,32,32,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16040,729,130,127,3,00:00.0,00:00.0,00:00.0,6,00:00.0
16041,730,103,103,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16042,736,69,69,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16043,737,33,33,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16044,738,150,150,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16045,739,72,72,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16046,742,68,68,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16047,743,82,82,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16048,746,72,72,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16049,747,84,84,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16050,748,74,74,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16051,806,2371,2371,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16052,809,248,248,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16053,810,452,452,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16054,811,1056,1056,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16055,812,251,251,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16056,813,364,354,10,00:00.0,00:00.0,00:00.0,9,00:00.0
16057,814,67,67,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16058,816,700,700,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16059,818,1056,1056,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16060,819,251,245,6,00:00.0,00:00.0,00:00.0,10,00:00.0
16061,820,364,364,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16062,822,71,71,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16063,824,700,700,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16064,826,1056,1056,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16065,827,251,251,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16066,828,364,364,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16067,830,56,56,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16068,831,58,57,1,00:00.0,00:00.0,00:00.0,11,00:00.0
16069,832,67,67,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16070,833,49,49,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16071,834,40,40,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16072,835,15,15,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16073,836,76,74,2,00:00.0,00:00.0,00:00.0,12,00:00.0
16074,838,66,66,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16075,839,51,51,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16076,840,38,38,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16077,894,2371,2371,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16078,945,2371,2371,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16079,950,2371,2298,73,00:00.0,00:00.0,00:00.0,13,00:00.0
16080,994,1307,1307,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16081,995,700,700,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16082,996,364,364,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16083,3,23710,23710,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16084,324,7048,7048,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16085,327,3524,3524,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16086,328,1686,1686,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16087,329,3464,3464,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16088,398,2575,2575,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16089,399,3524,3524,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16090,400,2274,2274,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16091,401,2989,2989,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16092,529,2575,2575,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16093,532,14096,14096,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16094,533,3524,3524,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16095,534,3524,3454,70,00:00.0,00:00.0,00:00.0,16,00:00.0
16096,802,1509,1509,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16097,803,900,900,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16098,804,1115,1115,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16099,316,7126,7126,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16100,331,7126,7126,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16101,350,3563,3563,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16102,531,3563,3563,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16103,761,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16104,795,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16105,797,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16106,517,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16107,518,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16108,519,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16109,730,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16110,806,3,3,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16111,811,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16112,812,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16113,813,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16114,818,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16115,819,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16116,820,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16117,822,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16118,826,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16119,827,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16120,828,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16121,840,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16122,894,3,3,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16123,945,3,3,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16124,950,3,3,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16125,994,2,2,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16126,996,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16127,3,30,30,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16128,324,6,6,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16129,327,3,3,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16130,329,6,6,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16131,398,3,3,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16132,399,3,3,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16133,400,2,2,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16134,401,4,4,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16135,529,3,3,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16136,532,12,12,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16137,533,3,3,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16138,534,3,3,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16139,802,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16140,803,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16141,804,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16142,316,6,6,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16143,331,6,6,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16144,350,3,3,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16145,531,3,3,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16146,763,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16147,782,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16148,789,2,2,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16149,790,3,3,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16150,791,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16151,792,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16152,793,2,2,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16153,795,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16154,796,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16155,516,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16156,517,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16157,519,11,11,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16158,680,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16159,706,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16160,718,2,2,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16161,719,3,3,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16162,720,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16163,726,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16164,747,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16165,806,13,13,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16166,810,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16167,811,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16168,813,11,11,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16169,816,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16170,818,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16171,820,11,11,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16172,824,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16173,826,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16174,828,11,11,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16175,838,2,2,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16176,840,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16177,894,13,13,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16178,945,13,13,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16179,950,13,13,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16180,994,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16181,995,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16182,996,11,11,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16183,3,130,130,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16184,324,26,26,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16185,327,13,13,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16186,328,2,2,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16187,329,24,24,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16188,398,13,13,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16189,399,13,13,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16190,400,2,2,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16191,401,24,24,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16192,529,13,13,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16193,532,52,52,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16194,533,13,13,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16195,534,13,13,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16196,802,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16197,804,12,12,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16198,316,26,26,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16199,331,26,26,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16200,350,13,13,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16201,531,13,13,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16202,767,2,2,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16203,779,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16204,790,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16205,791,2,2,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16206,794,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16207,795,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16208,797,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16209,516,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16210,517,2,2,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16211,518,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16212,519,5,5,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16213,719,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16214,720,2,2,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16215,724,2,2,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16216,748,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16217,806,9,9,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16218,810,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16219,811,2,2,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16220,812,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16221,813,5,5,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16222,816,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16223,818,2,2,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16224,819,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16225,820,5,5,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16226,822,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16227,824,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16228,826,2,2,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16229,827,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16230,828,5,5,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16231,839,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16232,840,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16233,894,9,9,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16234,945,9,9,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16235,950,9,9,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16236,994,3,3,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16237,995,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16238,996,5,5,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16239,3,90,90,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16240,324,18,18,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16241,327,9,9,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16242,328,2,2,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16243,329,16,16,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16244,398,9,9,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16245,399,9,9,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16246,400,4,4,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16247,401,14,14,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16248,529,9,9,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16249,532,36,36,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16250,533,9,9,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16251,534,9,9,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16252,802,2,2,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16253,803,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16254,804,6,6,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16255,316,18,18,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16256,331,18,18,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16257,350,9,9,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16258,531,9,9,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16259,781,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16260,783,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16261,789,2,2,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16262,790,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16263,792,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16264,793,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16265,794,2,2,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16266,800,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16267,516,2,2,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16268,518,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16269,519,7,7,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16270,706,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16271,718,2,2,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16272,719,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16273,742,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16274,743,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16275,806,10,10,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16276,810,2,2,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16277,812,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16278,813,7,7,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16279,816,2,2,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16280,819,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16281,820,7,7,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16282,824,2,2,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16283,827,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16284,828,7,7,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16285,835,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16286,838,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16287,839,2,2,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16288,894,10,10,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16289,945,10,10,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16290,950,10,10,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16291,994,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16292,995,2,2,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16293,996,7,7,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16294,3,100,100,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16295,324,20,20,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16296,327,10,10,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16297,328,4,4,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16298,329,16,16,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16299,398,10,10,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16300,399,10,10,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16301,401,20,20,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16302,529,10,10,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16303,532,40,40,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16304,533,10,10,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16305,534,10,10,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16306,803,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16307,804,9,9,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16308,316,20,20,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16309,331,20,20,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16310,350,10,10,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16311,531,10,10,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16312,759,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16313,782,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16314,784,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16315,789,2,2,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16316,790,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16317,791,2,2,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16318,792,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16319,793,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16320,799,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16321,516,2,2,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16322,517,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16323,518,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16324,519,7,7,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16325,706,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16326,718,2,2,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16327,719,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16328,720,2,2,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16329,728,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16330,746,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16331,747,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16332,806,11,11,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16333,810,2,2,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16334,811,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16335,812,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16336,813,7,7,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16337,816,2,2,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16338,818,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16339,819,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16340,820,7,7,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16341,824,2,2,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16342,826,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16343,827,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16344,828,7,7,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16345,834,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16346,838,1,1,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16347,894,11,11,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16348,945,11,11,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
16349,950,11,11,0,00:00.0,00:00.0,00:00.0,NULL,00:00.0
