BillOfMaterialsID,ProductAssemblyID,ComponentID,StartDate,EndDate,UnitMeasureCode,BOMLevel,PerAssemblyQty,ModifiedDate
184,740,494,00:00.0,NULL,OZ ,2,8,00:00.0
579,740,532,00:00.0,NULL,EA ,2,4,00:00.0
960,740,533,00:00.0,NULL,EA ,2,1,00:00.0
185,740,534,00:00.0,NULL,EA ,2,1,00:00.0
183,740,804,00:00.0,NULL,EA ,2,1,00:00.0
1596,741,324,00:00.0,00:00.0,EA ,1,3,00:00.0
1398,741,324,00:00.0,NULL,EA ,2,2,00:00.0
1855,741,325,00:00.0,NULL,EA ,2,2,00:00.0
3427,741,326,00:00.0,NULL,EA ,2,1,00:00.0
2515,741,327,00:00.0,NULL,EA ,2,1,00:00.0
3164,741,399,00:00.0,NULL,EA ,2,1,00:00.0
187,741,494,00:00.0,NULL,OZ ,2,8,00:00.0
580,741,532,00:00.0,NULL,EA ,2,4,00:00.0
961,741,533,00:00.0,NULL,EA ,2,1,00:00.0
188,741,534,00:00.0,NULL,EA ,2,1,00:00.0
186,741,804,00:00.0,NULL,EA ,2,1,00:00.0
1399,742,324,00:00.0,NULL,EA ,2,2,00:00.0
1856,742,325,00:00.0,NULL,EA ,2,2,00:00.0
3428,742,326,00:00.0,NULL,EA ,2,1,00:00.0
2670,742,327,00:00.0,00:00.0,EA ,1,2,00:00.0
2516,742,327,00:00.0,NULL,EA ,2,1,00:00.0
3165,742,399,00:00.0,NULL,EA ,2,1,00:00.0
190,742,494,00:00.0,NULL,OZ ,2,8,00:00.0
581,742,532,00:00.0,NULL,EA ,2,4,00:00.0
962,742,533,00:00.0,NULL,EA ,2,1,00:00.0
191,742,534,00:00.0,NULL,EA ,2,1,00:00.0
189,742,804,00:00.0,NULL,EA ,2,1,00:00.0
1388,743,324,00:00.0,NULL,EA ,2,2,00:00.0
1849,743,325,00:00.0,NULL,EA ,2,2,00:00.0
3421,743,326,00:00.0,NULL,EA ,2,1,00:00.0
2509,743,327,00:00.0,NULL,EA ,2,1,00:00.0
3158,743,399,00:00.0,NULL,EA ,2,1,00:00.0
1389,743,492,00:00.0,NULL,OZ ,2,8,00:00.0
574,743,532,00:00.0,NULL,EA ,2,4,00:00.0
955,743,533,00:00.0,NULL,EA ,2,1,00:00.0
173,743,534,00:00.0,NULL,EA ,2,1,00:00.0
172,743,804,00:00.0,NULL,EA ,2,1,00:00.0
1592,744,324,00:00.0,00:00.0,EA ,1,3,00:00.0
1390,744,324,00:00.0,NULL,EA ,2,2,00:00.0
1850,744,325,00:00.0,NULL,EA ,2,2,00:00.0
3422,744,326,00:00.0,NULL,EA ,2,1,00:00.0
2510,744,327,00:00.0,NULL,EA ,2,1,00:00.0
3159,744,399,00:00.0,NULL,EA ,2,1,00:00.0
1391,744,492,00:00.0,NULL,OZ ,2,8,00:00.0
575,744,532,00:00.0,NULL,EA ,2,4,00:00.0
956,744,533,00:00.0,NULL,EA ,2,1,00:00.0
175,744,534,00:00.0,NULL,EA ,2,1,00:00.0
174,744,804,00:00.0,NULL,EA ,2,1,00:00.0
1392,745,324,00:00.0,NULL,EA ,2,2,00:00.0
1851,745,325,00:00.0,NULL,EA ,2,2,00:00.0
3423,745,326,00:00.0,NULL,EA ,2,1,00:00.0
2667,745,327,00:00.0,00:00.0,EA ,1,2,00:00.0
2511,745,327,00:00.0,NULL,EA ,2,1,00:00.0
3160,745,399,00:00.0,NULL,EA ,2,1,00:00.0
1393,745,492,00:00.0,NULL,OZ ,2,8,00:00.0
576,745,532,00:00.0,NULL,EA ,2,4,00:00.0
957,745,533,00:00.0,NULL,EA ,2,1,00:00.0
177,745,534,00:00.0,NULL,EA ,2,1,00:00.0
176,745,804,00:00.0,NULL,EA ,2,1,00:00.0
1394,746,324,00:00.0,NULL,EA ,2,2,00:00.0
1852,746,325,00:00.0,NULL,EA ,2,2,00:00.0
3424,746,326,00:00.0,NULL,EA ,2,1,00:00.0
2512,746,327,00:00.0,NULL,EA ,2,1,00:00.0
3161,746,399,00:00.0,NULL,EA ,2,1,00:00.0
1593,746,492,00:00.0,00:00.0,OZ ,1,9,00:00.0
1395,746,492,00:00.0,NULL,OZ ,2,8,00:00.0
577,746,532,00:00.0,NULL,EA ,2,4,00:00.0
958,746,533,00:00.0,NULL,EA ,2,1,00:00.0
179,746,534,00:00.0,NULL,EA ,2,1,00:00.0
178,746,804,00:00.0,NULL,EA ,2,1,00:00.0
2305,747,324,00:00.0,NULL,EA ,2,2,00:00.0
2720,747,325,00:00.0,NULL,EA ,2,2,00:00.0
2307,747,326,00:00.0,NULL,EA ,2,1,00:00.0
1202,747,327,00:00.0,NULL,EA ,2,1,00:00.0
3236,747,399,00:00.0,NULL,EA ,2,1,00:00.0
3011,747,492,00:00.0,NULL,OZ ,2,8,00:00.0
2653,747,532,00:00.0,00:00.0,EA ,1,5,00:00.0
2493,747,532,00:00.0,NULL,EA ,2,4,00:00.0
1364,747,533,00:00.0,NULL,EA ,2,1,00:00.0
1838,747,534,00:00.0,NULL,EA ,2,1,00:00.0
18,747,804,00:00.0,NULL,EA ,2,1,00:00.0
368,748,324,00:00.0,NULL,EA ,2,2,00:00.0
1200,748,325,00:00.0,NULL,EA ,2,2,00:00.0
371,748,326,00:00.0,NULL,EA ,2,1,00:00.0
262,748,327,00:00.0,00:00.0,EA ,1,2,00:00.0
11,748,327,00:00.0,NULL,EA ,2,1,00:00.0
2323,748,399,00:00.0,NULL,EA ,2,1,00:00.0
2203,748,494,00:00.0,00:00.0,OZ ,1,9,00:00.0
2020,748,494,00:00.0,NULL,OZ ,2,8,00:00.0
550,748,532,00:00.0,NULL,EA ,2,4,00:00.0
148,748,533,00:00.0,NULL,EA ,2,1,00:00.0
3409,748,534,00:00.0,NULL,EA ,2,1,00:00.0
2012,748,804,00:00.0,NULL,EA ,2,1,00:00.0
2989,749,519,00:00.0,00:00.0,EA ,1,2,00:00.0
2857,749,519,00:00.0,NULL,EA ,1,1,00:00.0
1793,749,717,00:00.0,NULL,EA ,1,1,00:00.0
3108,749,807,00:00.0,NULL,EA ,1,1,00:00.0
3363,749,813,00:00.0,NULL,EA ,1,1,00:00.0
511,749,820,00:00.0,NULL,EA ,1,1,00:00.0
752,749,828,00:00.0,00:00.0,EA ,1,2,00:00.0
531,749,828,00:00.0,NULL,EA ,1,1,00:00.0
2464,749,894,00:00.0,NULL,EA ,1,1,00:00.0
3110,749,907,00:00.0,NULL,EA ,1,1,00:00.0
3364,749,940,00:00.0,NULL,EA ,1,1,00:00.0
1319,749,945,00:00.0,NULL,EA ,1,1,00:00.0
111,749,948,00:00.0,NULL,EA ,1,1,00:00.0
1317,749,951,00:00.0,NULL,EA ,1,1,00:00.0
2823,749,952,00:00.0,NULL,EA ,1,1,00:00.0
1316,749,996,00:00.0,NULL,EA ,1,1,00:00.0
2980,750,519,00:00.0,00:00.0,EA ,1,2,00:00.0
2852,750,519,00:00.0,NULL,EA ,1,1,00:00.0
2036,750,718,00:00.0,NULL,EA ,1,1,00:00.0
411,750,807,00:00.0,NULL,EA ,1,1,00:00.0
44,750,813,00:00.0,NULL,EA ,1,1,00:00.0
3025,750,820,00:00.0,NULL,EA ,1,1,00:00.0
746,750,828,00:00.0,00:00.0,EA ,1,2,00:00.0
526,750,828,00:00.0,NULL,EA ,1,1,00:00.0
2456,750,894,00:00.0,NULL,EA ,1,1,00:00.0
416,750,907,00:00.0,NULL,EA ,1,1,00:00.0
46,750,940,00:00.0,NULL,EA ,1,1,00:00.0
1674,750,945,00:00.0,NULL,EA ,1,1,00:00.0
3256,750,948,00:00.0,NULL,EA ,1,1,00:00.0
1671,750,951,00:00.0,NULL,EA ,1,1,00:00.0
1037,750,952,00:00.0,00:00.0,EA ,1,2,00:00.0
811,750,952,00:00.0,NULL,EA ,1,1,00:00.0
1667,750,996,00:00.0,NULL,EA ,1,1,00:00.0
1116,751,519,00:00.0,00:00.0,EA ,1,2,00:00.0
928,751,519,00:00.0,NULL,EA ,1,1,00:00.0
1710,751,719,00:00.0,NULL,EA ,1,1,00:00.0
441,751,807,00:00.0,NULL,EA ,1,1,00:00.0
64,751,813,00:00.0,NULL,EA ,1,1,00:00.0
3047,751,820,00:00.0,NULL,EA ,1,1,00:00.0
3124,751,828,00:00.0,NULL,EA ,1,1,00:00.0
2125,751,894,00:00.0,NULL,EA ,1,1,00:00.0
447,751,907,00:00.0,NULL,EA ,1,1,00:00.0
68,751,940,00:00.0,NULL,EA ,1,1,00:00.0
1707,751,945,00:00.0,NULL,EA ,1,1,00:00.0
3290,751,948,00:00.0,NULL,EA ,1,1,00:00.0
1932,751,951,00:00.0,00:00.0,EA ,1,2,00:00.0
1703,751,951,00:00.0,NULL,EA ,1,1,00:00.0
832,751,952,00:00.0,NULL,EA ,1,1,00:00.0
1697,751,996,00:00.0,NULL,EA ,1,1,00:00.0
2983,752,519,00:00.0,00:00.0,EA ,1,2,00:00.0
2855,752,519,00:00.0,NULL,EA ,1,1,00:00.0
3067,752,720,00:00.0,NULL,EA ,1,1,00:00.0
472,752,807,00:00.0,NULL,EA ,1,1,00:00.0
85,752,813,00:00.0,NULL,EA ,1,1,00:00.0
3069,752,820,00:00.0,NULL,EA ,1,1,00:00.0
748,752,828,00:00.0,00:00.0,EA ,1,2,00:00.0
530,752,828,00:00.0,NULL,EA ,1,1,00:00.0
2461,752,894,00:00.0,NULL,EA ,1,1,00:00.0
703,752,907,00:00.0,00:00.0,EA ,1,2,00:00.0
478,752,907,00:00.0,NULL,EA ,1,1,00:00.0
291,752,940,00:00.0,00:00.0,EA ,1,2,00:00.0
89,752,940,00:00.0,NULL,EA ,1,1,00:00.0
1738,752,945,00:00.0,NULL,EA ,1,1,00:00.0
3313,752,948,00:00.0,NULL,EA ,1,1,00:00.0
1734,752,951,00:00.0,NULL,EA ,1,1,00:00.0
852,752,952,00:00.0,NULL,EA ,1,1,00:00.0
1730,752,996,00:00.0,NULL,EA ,1,1,00:00.0
1119,753,519,00:00.0,00:00.0,EA ,1,2,00:00.0
931,753,519,00:00.0,NULL,EA ,1,1,00:00.0
3334,753,721,00:00.0,NULL,EA ,1,1,00:00.0
490,753,807,00:00.0,NULL,EA ,1,1,00:00.0
97,753,813,00:00.0,NULL,EA ,1,1,00:00.0
3080,753,820,00:00.0,NULL,EA ,1,1,00:00.0
3126,753,828,00:00.0,NULL,EA ,1,1,00:00.0
2129,753,894,00:00.0,NULL,EA ,1,1,00:00.0
3086,753,907,00:00.0,NULL,EA ,1,1,00:00.0
3339,753,940,00:00.0,NULL,EA ,1,1,00:00.0
1765,753,945,00:00.0,NULL,EA ,1,1,00:00.0
3331,753,948,00:00.0,NULL,EA ,1,1,00:00.0
1763,753,951,00:00.0,NULL,EA ,1,1,00:00.0
868,753,952,00:00.0,NULL,EA ,1,1,00:00.0
1760,753,996,00:00.0,NULL,EA ,1,1,00:00.0
139,754,518,00:00.0,NULL,EA ,1,1,00:00.0
3347,754,734,00:00.0,NULL,EA ,1,1,00:00.0
1298,754,806,00:00.0,NULL,EA ,1,1,00:00.0
496,754,812,00:00.0,NULL,EA ,1,1,00:00.0
1776,754,819,00:00.0,NULL,EA ,1,1,00:00.0
1818,754,827,00:00.0,NULL,EA ,1,1,00:00.0
2131,754,894,00:00.0,NULL,EA ,1,1,00:00.0
499,754,907,00:00.0,NULL,EA ,1,1,00:00.0
497,754,939,00:00.0,NULL,EA ,1,1,00:00.0
1774,754,945,00:00.0,NULL,EA ,1,1,00:00.0
3345,754,948,00:00.0,NULL,EA ,1,1,00:00.0
2098,754,950,00:00.0,NULL,EA ,1,1,00:00.0
881,754,952,00:00.0,NULL,EA ,1,1,00:00.0
2238,754,995,00:00.0,00:00.0,EA ,1,2,00:00.0
2096,754,995,00:00.0,NULL,EA ,1,1,00:00.0
3395,755,518,00:00.0,NULL,EA ,1,1,00:00.0
2818,755,735,00:00.0,NULL,EA ,1,1,00:00.0
1311,755,806,00:00.0,NULL,EA ,1,1,00:00.0
502,755,812,00:00.0,NULL,EA ,1,1,00:00.0
1785,755,819,00:00.0,NULL,EA ,1,1,00:00.0
1348,755,827,00:00.0,NULL,EA ,1,1,00:00.0
2463,755,894,00:00.0,NULL,EA ,1,1,00:00.0
507,755,907,00:00.0,NULL,EA ,1,1,00:00.0
505,755,939,00:00.0,NULL,EA ,1,1,00:00.0
1784,755,945,00:00.0,NULL,EA ,1,1,00:00.0
3354,755,948,00:00.0,NULL,EA ,1,1,00:00.0
2109,755,950,00:00.0,NULL,EA ,1,1,00:00.0
887,755,952,00:00.0,NULL,EA ,1,1,00:00.0
2106,755,995,00:00.0,NULL,EA ,1,1,00:00.0
130,756,518,00:00.0,NULL,EA ,1,1,00:00.0
2750,756,731,00:00.0,NULL,EA ,1,1,00:00.0
1685,756,806,00:00.0,NULL,EA ,1,1,00:00.0
3026,756,812,00:00.0,NULL,EA ,1,1,00:00.0
1505,756,819,00:00.0,00:00.0,EA ,1,2,00:00.0
1231,756,819,00:00.0,NULL,EA ,1,1,00:00.0
1808,756,827,00:00.0,NULL,EA ,1,1,00:00.0
2122,756,894,00:00.0,NULL,EA ,1,1,00:00.0
3032,756,907,00:00.0,NULL,EA ,1,1,00:00.0
3029,756,939,00:00.0,NULL,EA ,1,1,00:00.0
1227,756,945,00:00.0,NULL,EA ,1,1,00:00.0
39,756,948,00:00.0,NULL,EA ,1,1,00:00.0
2338,756,950,00:00.0,NULL,EA ,1,1,00:00.0
2741,756,952,00:00.0,NULL,EA ,1,1,00:00.0
2331,756,995,00:00.0,NULL,EA ,1,1,00:00.0
3386,757,518,00:00.0,NULL,EA ,1,1,00:00.0
2379,757,732,00:00.0,NULL,EA ,1,1,00:00.0
1719,757,806,00:00.0,NULL,EA ,1,1,00:00.0
3048,757,812,00:00.0,NULL,EA ,1,1,00:00.0
1252,757,819,00:00.0,NULL,EA ,1,1,00:00.0
1340,757,827,00:00.0,NULL,EA ,1,1,00:00.0
2458,757,894,00:00.0,NULL,EA ,1,1,00:00.0
3055,757,907,00:00.0,NULL,EA ,1,1,00:00.0
3052,757,939,00:00.0,NULL,EA ,1,1,00:00.0
1246,757,945,00:00.0,NULL,EA ,1,1,00:00.0
279,757,948,00:00.0,00:00.0,EA ,1,2,00:00.0
58,757,948,00:00.0,NULL,EA ,1,1,00:00.0
2369,757,950,00:00.0,NULL,EA ,1,1,00:00.0
2763,757,952,00:00.0,NULL,EA ,1,1,00:00.0
2587,757,995,00:00.0,00:00.0,EA ,1,2,00:00.0
2358,757,995,00:00.0,NULL,EA ,1,1,00:00.0
135,758,518,00:00.0,NULL,EA ,1,1,00:00.0
1273,758,733,00:00.0,NULL,EA ,1,1,00:00.0
1945,758,806,00:00.0,00:00.0,EA ,1,2,00:00.0
1748,758,806,00:00.0,NULL,EA ,1,1,00:00.0
3070,758,812,00:00.0,NULL,EA ,1,1,00:00.0
1275,758,819,00:00.0,NULL,EA ,1,1,00:00.0
1814,758,827,00:00.0,NULL,EA ,1,1,00:00.0
2127,758,894,00:00.0,NULL,EA ,1,1,00:00.0
3076,758,907,00:00.0,NULL,EA ,1,1,00:00.0
3073,758,939,00:00.0,NULL,EA ,1,1,00:00.0
1270,758,945,00:00.0,NULL,EA ,1,1,00:00.0
78,758,948,00:00.0,NULL,EA ,1,1,00:00.0
2401,758,950,00:00.0,NULL,EA ,1,1,00:00.0
2785,758,952,00:00.0,NULL,EA ,1,1,00:00.0
2392,758,995,00:00.0,NULL,EA ,1,1,00:00.0
540,759,517,00:00.0,NULL,EA ,1,1,00:00.0
2438,759,728,00:00.0,NULL,EA ,1,1,00:00.0
1297,759,806,00:00.0,NULL,EA ,1,1,00:00.0
1296,759,811,00:00.0,NULL,EA ,1,1,00:00.0
2243,759,818,00:00.0,00:00.0,EA ,1,2,00:00.0
2102,759,818,00:00.0,NULL,EA ,1,1,00:00.0
2146,759,826,00:00.0,NULL,EA ,1,1,00:00.0
2130,759,894,00:00.0,NULL,EA ,1,1,00:00.0
498,759,907,00:00.0,NULL,EA ,1,1,00:00.0
1300,759,938,00:00.0,NULL,EA ,1,1,00:00.0
1773,759,945,00:00.0,NULL,EA ,1,1,00:00.0
3344,759,948,00:00.0,NULL,EA ,1,1,00:00.0
2097,759,950,00:00.0,NULL,EA ,1,1,00:00.0
1079,759,952,00:00.0,00:00.0,EA ,1,2,00:00.0
880,759,952,00:00.0,NULL,EA ,1,1,00:00.0
2809,759,994,00:00.0,NULL,EA ,1,1,00:00.0
3133,760,517,00:00.0,NULL,EA ,1,1,00:00.0
1307,760,729,00:00.0,NULL,EA ,1,1,00:00.0
1310,760,806,00:00.0,NULL,EA ,1,1,00:00.0
1309,760,811,00:00.0,NULL,EA ,1,1,00:00.0
2112,760,818,00:00.0,NULL,EA ,1,1,00:00.0
2475,760,826,00:00.0,NULL,EA ,1,1,00:00.0
2462,760,894,00:00.0,NULL,EA ,1,1,00:00.0
506,760,907,00:00.0,NULL,EA ,1,1,00:00.0
1312,760,938,00:00.0,NULL,EA ,1,1,00:00.0
1783,760,945,00:00.0,NULL,EA ,1,1,00:00.0
3353,760,948,00:00.0,NULL,EA ,1,1,00:00.0
2108,760,950,00:00.0,NULL,EA ,1,1,00:00.0
886,760,952,00:00.0,NULL,EA ,1,1,00:00.0
2813,760,994,00:00.0,NULL,EA ,1,1,00:00.0
542,761,517,00:00.0,NULL,EA ,1,1,00:00.0
510,761,730,00:00.0,NULL,EA ,1,1,00:00.0
1322,761,806,00:00.0,NULL,EA ,1,1,00:00.0
1321,761,811,00:00.0,NULL,EA ,1,1,00:00.0
2118,761,818,00:00.0,NULL,EA ,1,1,00:00.0
2149,761,826,00:00.0,NULL,EA ,1,1,00:00.0
2133,761,894,00:00.0,NULL,EA ,1,1,00:00.0
513,761,907,00:00.0,NULL,EA ,1,1,00:00.0
1323,761,938,00:00.0,NULL,EA ,1,1,00:00.0
1792,761,945,00:00.0,NULL,EA ,1,1,00:00.0
3360,761,948,00:00.0,NULL,EA ,1,1,00:00.0
2116,761,950,00:00.0,NULL,EA ,1,1,00:00.0
894,761,952,00:00.0,NULL,EA ,1,1,00:00.0
2821,761,994,00:00.0,NULL,EA ,1,1,00:00.0
534,762,517,00:00.0,NULL,EA ,1,1,00:00.0
1230,762,725,00:00.0,NULL,EA ,1,1,00:00.0
1684,762,806,00:00.0,NULL,EA ,1,1,00:00.0
1682,762,811,00:00.0,NULL,EA ,1,1,00:00.0
2351,762,818,00:00.0,NULL,EA ,1,1,00:00.0
2138,762,826,00:00.0,NULL,EA ,1,1,00:00.0
2121,762,894,00:00.0,NULL,EA ,1,1,00:00.0
3031,762,907,00:00.0,NULL,EA ,1,1,00:00.0
1689,762,938,00:00.0,NULL,EA ,1,1,00:00.0
1226,762,945,00:00.0,NULL,EA ,1,1,00:00.0
273,762,948,00:00.0,00:00.0,EA ,1,2,00:00.0
38,762,948,00:00.0,NULL,EA ,1,1,00:00.0
2337,762,950,00:00.0,NULL,EA ,1,1,00:00.0
2740,762,952,00:00.0,NULL,EA ,1,1,00:00.0
806,762,994,00:00.0,NULL,EA ,1,1,00:00.0
3132,763,517,00:00.0,NULL,EA ,1,1,00:00.0
432,763,726,00:00.0,NULL,EA ,1,1,00:00.0
1718,763,806,00:00.0,NULL,EA ,1,1,00:00.0
1716,763,811,00:00.0,NULL,EA ,1,1,00:00.0
2382,763,818,00:00.0,NULL,EA ,1,1,00:00.0
2471,763,826,00:00.0,NULL,EA ,1,1,00:00.0
2457,763,894,00:00.0,NULL,EA ,1,1,00:00.0
3054,763,907,00:00.0,NULL,EA ,1,1,00:00.0
1723,763,938,00:00.0,NULL,EA ,1,1,00:00.0
1245,763,945,00:00.0,NULL,EA ,1,1,00:00.0
57,763,948,00:00.0,NULL,EA ,1,1,00:00.0
2368,763,950,00:00.0,NULL,EA ,1,1,00:00.0
2762,763,952,00:00.0,NULL,EA ,1,1,00:00.0
1047,763,994,00:00.0,00:00.0,EA ,1,2,00:00.0
826,763,994,00:00.0,NULL,EA ,1,1,00:00.0
538,764,517,00:00.0,NULL,EA ,1,1,00:00.0
82,764,727,00:00.0,NULL,EA ,1,1,00:00.0
1747,764,806,00:00.0,NULL,EA ,1,1,00:00.0
1745,764,811,00:00.0,NULL,EA ,1,1,00:00.0
2601,764,818,00:00.0,00:00.0,EA ,1,2,00:00.0
2413,764,818,00:00.0,NULL,EA ,1,1,00:00.0
2142,764,826,00:00.0,NULL,EA ,1,1,00:00.0
2126,764,894,00:00.0,NULL,EA ,1,1,00:00.0
3075,764,907,00:00.0,NULL,EA ,1,1,00:00.0
1752,764,938,00:00.0,NULL,EA ,1,1,00:00.0
1269,764,945,00:00.0,NULL,EA ,1,1,00:00.0
77,764,948,00:00.0,NULL,EA ,1,1,00:00.0
2400,764,950,00:00.0,NULL,EA ,1,1,00:00.0
2784,764,952,00:00.0,NULL,EA ,1,1,00:00.0
848,764,994,00:00.0,NULL,EA ,1,1,00:00.0
1572,765,517,00:00.0,00:00.0,EA ,1,2,00:00.0
1355,765,517,00:00.0,NULL,EA ,1,1,00:00.0
2437,765,722,00:00.0,NULL,EA ,1,1,00:00.0
2440,765,806,00:00.0,NULL,EA ,1,1,00:00.0
2439,765,811,00:00.0,NULL,EA ,1,1,00:00.0
884,765,818,00:00.0,NULL,EA ,1,1,00:00.0
1109,765,826,00:00.0,00:00.0,EA ,1,2,00:00.0
923,765,826,00:00.0,NULL,EA ,1,1,00:00.0
911,765,894,00:00.0,NULL,EA ,1,1,00:00.0
1301,765,907,00:00.0,NULL,EA ,1,1,00:00.0
2441,765,938,00:00.0,NULL,EA ,1,1,00:00.0
2100,765,945,00:00.0,NULL,EA ,1,1,00:00.0
3092,765,948,00:00.0,NULL,EA ,1,1,00:00.0
1080,765,950,00:00.0,00:00.0,EA ,1,2,00:00.0
883,765,950,00:00.0,NULL,EA ,1,1,00:00.0
104,765,952,00:00.0,NULL,EA ,1,1,00:00.0
3340,765,994,00:00.0,NULL,EA ,1,1,00:00.0
1827,766,517,00:00.0,NULL,EA ,1,1,00:00.0
1306,766,723,00:00.0,NULL,EA ,1,1,00:00.0
2447,766,806,00:00.0,NULL,EA ,1,1,00:00.0
2446,766,811,00:00.0,NULL,EA ,1,1,00:00.0
889,766,818,00:00.0,NULL,EA ,1,1,00:00.0
2850,766,826,00:00.0,NULL,EA ,1,1,00:00.0
2839,766,894,00:00.0,NULL,EA ,1,1,00:00.0
1314,766,907,00:00.0,NULL,EA ,1,1,00:00.0
2448,766,938,00:00.0,NULL,EA ,1,1,00:00.0
2111,766,945,00:00.0,NULL,EA ,1,1,00:00.0
3098,766,948,00:00.0,NULL,EA ,1,1,00:00.0
888,766,950,00:00.0,NULL,EA ,1,1,00:00.0
108,766,952,00:00.0,NULL,EA ,1,1,00:00.0
3348,766,994,00:00.0,NULL,EA ,1,1,00:00.0
1573,767,517,00:00.0,00:00.0,EA ,1,2,00:00.0
1356,767,517,00:00.0,NULL,EA ,1,1,00:00.0
740,767,724,00:00.0,00:00.0,EA ,1,2,00:00.0
509,767,724,00:00.0,NULL,EA ,1,1,00:00.0
2453,767,806,00:00.0,NULL,EA ,1,1,00:00.0
2452,767,811,00:00.0,NULL,EA ,1,1,00:00.0
896,767,818,00:00.0,NULL,EA ,1,1,00:00.0
1111,767,826,00:00.0,00:00.0,EA ,1,2,00:00.0
924,767,826,00:00.0,NULL,EA ,1,1,00:00.0
912,767,894,00:00.0,NULL,EA ,1,1,00:00.0
1324,767,907,00:00.0,NULL,EA ,1,1,00:00.0
2454,767,938,00:00.0,NULL,EA ,1,1,00:00.0
2117,767,945,00:00.0,NULL,EA ,1,1,00:00.0
3105,767,948,00:00.0,NULL,EA ,1,1,00:00.0
895,767,950,00:00.0,NULL,EA ,1,1,00:00.0
110,767,952,00:00.0,NULL,EA ,1,1,00:00.0
3359,767,994,00:00.0,NULL,EA ,1,1,00:00.0
1570,768,517,00:00.0,00:00.0,EA ,1,2,00:00.0
1350,768,517,00:00.0,NULL,EA ,1,1,00:00.0
1229,768,736,00:00.0,NULL,EA ,1,1,00:00.0
2041,768,806,00:00.0,NULL,EA ,1,1,00:00.0
2038,768,811,00:00.0,NULL,EA ,1,1,00:00.0
2751,768,818,00:00.0,NULL,EA ,1,1,00:00.0
1105,768,826,00:00.0,00:00.0,EA ,1,2,00:00.0
917,768,826,00:00.0,NULL,EA ,1,1,00:00.0
902,768,894,00:00.0,NULL,EA ,1,1,00:00.0
1693,768,907,00:00.0,NULL,EA ,1,1,00:00.0
2043,768,938,00:00.0,NULL,EA ,1,1,00:00.0
2579,768,945,00:00.0,00:00.0,EA ,1,2,00:00.0
2344,768,945,00:00.0,NULL,EA ,1,1,00:00.0
400,768,948,00:00.0,NULL,EA ,1,1,00:00.0
2744,768,950,00:00.0,NULL,EA ,1,1,00:00.0
3251,768,952,00:00.0,NULL,EA ,1,1,00:00.0
32,768,994,00:00.0,NULL,EA ,1,1,00:00.0
1822,769,517,00:00.0,NULL,EA ,1,1,00:00.0
689,769,737,00:00.0,00:00.0,EA ,1,2,00:00.0
431,769,737,00:00.0,NULL,EA ,1,1,00:00.0
2065,769,806,00:00.0,NULL,EA ,1,1,00:00.0
2062,769,811,00:00.0,NULL,EA ,1,1,00:00.0
2772,769,818,00:00.0,NULL,EA ,1,1,00:00.0
2845,769,826,00:00.0,NULL,EA ,1,1,00:00.0
2833,769,894,00:00.0,NULL,EA ,1,1,00:00.0
1728,769,907,00:00.0,NULL,EA ,1,1,00:00.0
2067,769,938,00:00.0,NULL,EA ,1,1,00:00.0
2376,769,945,00:00.0,NULL,EA ,1,1,00:00.0
427,769,948,00:00.0,NULL,EA ,1,1,00:00.0
2907,769,950,00:00.0,00:00.0,EA ,1,2,00:00.0
2766,769,950,00:00.0,NULL,EA ,1,1,00:00.0
3285,769,952,00:00.0,NULL,EA ,1,1,00:00.0
49,769,994,00:00.0,NULL,EA ,1,1,00:00.0
1571,770,517,00:00.0,00:00.0,EA ,1,2,00:00.0
1353,770,517,00:00.0,NULL,EA ,1,1,00:00.0
81,770,738,00:00.0,NULL,EA ,1,1,00:00.0
2083,770,806,00:00.0,NULL,EA ,1,1,00:00.0
2080,770,811,00:00.0,NULL,EA ,1,1,00:00.0
2793,770,818,00:00.0,NULL,EA ,1,1,00:00.0
1107,770,826,00:00.0,00:00.0,EA ,1,2,00:00.0
921,770,826,00:00.0,NULL,EA ,1,1,00:00.0
909,770,894,00:00.0,NULL,EA ,1,1,00:00.0
1947,770,907,00:00.0,00:00.0,EA ,1,2,00:00.0
1757,770,907,00:00.0,NULL,EA ,1,1,00:00.0
2223,770,938,00:00.0,00:00.0,EA ,1,2,00:00.0
2085,770,938,00:00.0,NULL,EA ,1,1,00:00.0
2408,770,945,00:00.0,NULL,EA ,1,1,00:00.0
458,770,948,00:00.0,NULL,EA ,1,1,00:00.0
2788,770,950,00:00.0,NULL,EA ,1,1,00:00.0
3308,770,952,00:00.0,NULL,EA ,1,1,00:00.0
71,770,994,00:00.0,NULL,EA ,1,1,00:00.0
3128,771,516,00:00.0,NULL,EA ,1,1,00:00.0
3229,771,748,00:00.0,NULL,EA ,1,1,00:00.0
21,771,807,00:00.0,NULL,EA ,1,1,00:00.0
1495,771,810,00:00.0,00:00.0,EA ,1,2,00:00.0
1212,771,810,00:00.0,NULL,EA ,1,1,00:00.0
378,771,817,00:00.0,NULL,EA ,1,1,00:00.0
2468,771,825,00:00.0,NULL,EA ,1,1,00:00.0
1550,771,894,00:00.0,00:00.0,EA ,1,2,00:00.0
1326,771,894,00:00.0,NULL,EA ,1,1,00:00.0
3242,771,907,00:00.0,NULL,EA ,1,1,00:00.0
804,771,937,00:00.0,NULL,EA ,1,1,00:00.0
3001,771,945,00:00.0,NULL,EA ,1,1,00:00.0
