BusinessEntityID,CreditCardID,ModifiedDate
4908,9275,00:00.0
4909,317,00:00.0
4910,14338,00:00.0
4911,11558,00:00.0
4912,5776,00:00.0
4913,1561,00:00.0
4914,8971,00:00.0
4915,100,00:00.0
4916,15524,00:00.0
4917,507,00:00.0
4918,18466,00:00.0
4919,17705,00:00.0
4920,16875,00:00.0
4921,3994,00:00.0
4922,2915,00:00.0
4923,15772,00:00.0
4924,6698,00:00.0
4925,11412,00:00.0
4926,17110,00:00.0
4927,12438,00:00.0
4928,13252,00:00.0
4929,19132,00:00.0
4930,1383,00:00.0
4931,11989,00:00.0
4932,12141,00:00.0
4933,13236,00:00.0
4934,18494,00:00.0
4935,15781,00:00.0
4936,7760,00:00.0
4937,17291,00:00.0
4938,17608,00:00.0
4939,9318,00:00.0
4940,6179,00:00.0
4941,8544,00:00.0
4942,1592,00:00.0
4943,14333,00:00.0
4944,10363,00:00.0
4945,18305,00:00.0
4946,7171,00:00.0
4947,17564,00:00.0
4948,12136,00:00.0
4949,15976,00:00.0
4950,5106,00:00.0
4951,16295,00:00.0
4952,645,00:00.0
4953,13079,00:00.0
4954,10854,00:00.0
4955,1,00:00.0
4956,6948,00:00.0
4957,803,00:00.0
4958,18902,00:00.0
4959,17116,00:00.0
4960,1077,00:00.0
4961,17405,00:00.0
4962,12360,00:00.0
4963,16016,00:00.0
4964,10686,00:00.0
4965,295,00:00.0
4966,3976,00:00.0
4967,6990,00:00.0
4968,6915,00:00.0
4969,17883,00:00.0
4970,4519,00:00.0
4971,1919,00:00.0
4972,10233,00:00.0
4973,17581,00:00.0
4974,12883,00:00.0
4975,3027,00:00.0
4976,14156,00:00.0
4977,16879,00:00.0
4978,6299,00:00.0
4979,2128,00:00.0
4980,11917,00:00.0
4981,12443,00:00.0
4982,17356,00:00.0
4983,3688,00:00.0
4984,14302,00:00.0
4985,3184,00:00.0
4986,6801,00:00.0
4987,3424,00:00.0
4988,10587,00:00.0
4989,10084,00:00.0
4990,1878,00:00.0
4991,6849,00:00.0
4992,8353,00:00.0
4993,977,00:00.0
4994,4766,00:00.0
4995,18065,00:00.0
4996,14235,00:00.0
4997,14061,00:00.0
4998,13305,00:00.0
4999,5989,00:00.0
5000,5171,00:00.0
5001,5835,00:00.0
5002,180,00:00.0
5003,6872,00:00.0
5004,3354,00:00.0
5005,7465,00:00.0
5006,15800,00:00.0
5007,14615,00:00.0
5008,14242,00:00.0
5009,4125,00:00.0
5010,6980,00:00.0
5011,5309,00:00.0
5012,13329,00:00.0
5013,18183,00:00.0
5014,9081,00:00.0
5015,5498,00:00.0
5016,12241,00:00.0
5017,2874,00:00.0
5018,15030,00:00.0
5019,17695,00:00.0
5020,4298,00:00.0
5021,1890,00:00.0
5022,18652,00:00.0
5023,6389,00:00.0
5024,10294,00:00.0
5025,10169,00:00.0
5026,10763,00:00.0
5027,11213,00:00.0
5028,7363,00:00.0
5029,251,00:00.0
5030,4440,00:00.0
5031,16744,00:00.0
5032,1860,00:00.0
5033,14648,00:00.0
5034,7912,00:00.0
5035,13497,00:00.0
5036,16840,00:00.0
5037,9276,00:00.0
5038,7313,00:00.0
5039,6029,00:00.0
5040,7860,00:00.0
5041,6668,00:00.0
5042,3941,00:00.0
5043,7785,00:00.0
5044,5756,00:00.0
5045,9151,00:00.0
5046,1240,00:00.0
5047,2458,00:00.0
5048,2806,00:00.0
5049,8840,00:00.0
5050,12890,00:00.0
5051,1764,00:00.0
5052,7073,00:00.0
5053,18872,00:00.0
5054,4170,00:00.0
5055,9593,00:00.0
5056,11,00:00.0
5057,5400,00:00.0
5058,14207,00:00.0
5059,4078,00:00.0
5060,372,00:00.0
5061,1293,00:00.0
5062,6300,00:00.0
5063,8664,00:00.0
5064,1204,00:00.0
5065,11513,00:00.0
5066,7656,00:00.0
5067,12902,00:00.0
5068,5455,00:00.0
5069,10075,00:00.0
5070,3696,00:00.0
5071,6135,00:00.0
5072,5364,00:00.0
5073,2849,00:00.0
5074,1704,00:00.0
5075,2557,00:00.0
5076,10837,00:00.0
5077,13167,00:00.0
5078,14305,00:00.0
5079,18463,00:00.0
5080,1746,00:00.0
5081,17434,00:00.0
5082,14509,00:00.0
5083,5277,00:00.0
5084,14053,00:00.0
5085,5145,00:00.0
5086,16929,00:00.0
5087,17989,00:00.0
5088,9821,00:00.0
5089,8662,00:00.0
5090,11577,00:00.0
5091,5197,00:00.0
5092,11514,00:00.0
5093,17983,00:00.0
5094,7026,00:00.0
5095,17640,00:00.0
5096,15426,00:00.0
5097,3694,00:00.0
5098,8731,00:00.0
5099,14657,00:00.0
5100,17064,00:00.0
5101,18512,00:00.0
5102,18508,00:00.0
5103,11699,00:00.0
5104,7827,00:00.0
5105,16013,00:00.0
5106,10577,00:00.0
5107,16144,00:00.0
5108,18142,00:00.0
5109,3037,00:00.0
5110,846,00:00.0
5111,10691,00:00.0
5112,6428,00:00.0
5113,4635,00:00.0
5114,6854,00:00.0
5115,12445,00:00.0
5116,19233,00:00.0
5117,19090,00:00.0
5118,4666,00:00.0
5119,17360,00:00.0
5120,9148,00:00.0
5121,7504,00:00.0
5122,9708,00:00.0
5123,11715,00:00.0
5124,2373,00:00.0
5125,11002,00:00.0
5126,15267,00:00.0
5127,16186,00:00.0
5128,6839,00:00.0
5129,10599,00:00.0
5130,14457,00:00.0
5131,17179,00:00.0
5132,10087,00:00.0
5133,19129,00:00.0
5134,3869,00:00.0
5135,2448,00:00.0
5136,12079,00:00.0
5137,7786,00:00.0
5138,4034,00:00.0
5139,15654,00:00.0
5140,4064,00:00.0
5141,15108,00:00.0
5142,13380,00:00.0
5143,6807,00:00.0
5144,9016,00:00.0
5145,9534,00:00.0
5146,10530,00:00.0
5147,12261,00:00.0
5148,17856,00:00.0
5149,18545,00:00.0
5150,18123,00:00.0
5151,6357,00:00.0
5152,17522,00:00.0
5153,4839,00:00.0
5154,8714,00:00.0
5155,16907,00:00.0
5156,18089,00:00.0
5157,15474,00:00.0
5158,125,00:00.0
5159,6840,00:00.0
5160,12035,00:00.0
5161,5436,00:00.0
5162,1032,00:00.0
5163,8446,00:00.0
5164,6682,00:00.0
5165,6202,00:00.0
5166,611,00:00.0
5167,15893,00:00.0
5168,14917,00:00.0
5169,11753,00:00.0
5170,18847,00:00.0
5171,1945,00:00.0
5172,12272,00:00.0
5173,17278,00:00.0
5174,10152,00:00.0
5175,15660,00:00.0
5176,7549,00:00.0
5177,18366,00:00.0
5178,15704,00:00.0
5179,7883,00:00.0
5180,7373,00:00.0
5181,17539,00:00.0
5182,13863,00:00.0
5183,11236,00:00.0
5184,5468,00:00.0
5185,3116,00:00.0
5186,252,00:00.0
5187,15028,00:00.0
5188,18940,00:00.0
5189,13542,00:00.0
5190,3679,00:00.0
5191,15549,00:00.0
5192,14361,00:00.0
5193,4463,00:00.0
5194,6429,00:00.0
5195,7425,00:00.0
5196,15131,00:00.0
5197,11151,00:00.0
5198,4986,00:00.0
5199,10910,00:00.0
5200,17708,00:00.0
5201,7489,00:00.0
5202,8630,00:00.0
5203,16140,00:00.0
5204,15678,00:00.0
5205,7441,00:00.0
5206,11649,00:00.0
5207,1279,00:00.0
5208,9057,00:00.0
5209,9808,00:00.0
5210,2807,00:00.0
5211,17944,00:00.0
5212,10966,00:00.0
5213,6404,00:00.0
5214,9577,00:00.0
5215,15182,00:00.0
5216,9614,00:00.0
5217,16122,00:00.0
5218,13691,00:00.0
5219,18839,00:00.0
5220,2691,00:00.0
5221,15086,00:00.0
5222,11418,00:00.0
5223,16453,00:00.0
5224,8180,00:00.0
5225,7298,00:00.0
5226,12994,00:00.0
5227,10371,00:00.0
5228,6294,00:00.0
5229,13213,00:00.0
5230,2047,00:00.0
5231,6498,00:00.0
5232,10105,00:00.0
5233,1512,00:00.0
5234,16436,00:00.0
5235,17552,00:00.0
5236,10227,00:00.0
5237,12745,00:00.0
5238,17601,00:00.0
5239,17720,00:00.0
5240,3268,00:00.0
5241,15573,00:00.0
5242,10982,00:00.0
5243,6424,00:00.0
5244,15467,00:00.0
5245,18358,00:00.0
5246,10340,00:00.0
5247,9158,00:00.0
5248,240,00:00.0
5249,2326,00:00.0
5250,15938,00:00.0
5251,17946,00:00.0
5252,7409,00:00.0
5253,9223,00:00.0
5254,6228,00:00.0
5255,9801,00:00.0
5256,16292,00:00.0
5257,8365,00:00.0
5258,1380,00:00.0
5259,6514,00:00.0
5260,13792,00:00.0
5261,9304,00:00.0
5262,9461,00:00.0
5263,879,00:00.0
5264,384,00:00.0
5265,3202,00:00.0
5266,5558,00:00.0
5267,1411,00:00.0
5268,1140,00:00.0
5269,13634,00:00.0
5270,7666,00:00.0
5271,17534,00:00.0
5272,17372,00:00.0
5273,13373,00:00.0
5274,1644,00:00.0
5275,12692,00:00.0
5276,12294,00:00.0
5277,6906,00:00.0
5278,10876,00:00.0
5279,11423,00:00.0
5280,18671,00:00.0
5281,4874,00:00.0
5282,9218,00:00.0
5283,4882,00:00.0
5284,7771,00:00.0
5285,19096,00:00.0
5286,13859,00:00.0
5287,12990,00:00.0
5288,5596,00:00.0
5289,13856,00:00.0
5290,14804,00:00.0
5291,13609,00:00.0
5292,13956,00:00.0
5293,5797,00:00.0
5294,15026,00:00.0
5295,3483,00:00.0
5296,13912,00:00.0
5297,162,00:00.0
5298,12987,00:00.0
5299,12266,00:00.0
5300,379,00:00.0
5301,12414,00:00.0
5302,8061,00:00.0
5303,9601,00:00.0
5304,4050,00:00.0
5305,2377,00:00.0
5306,11811,00:00.0
5307,8307,00:00.0
5308,14582,00:00.0
5309,11516,00:00.0
5310,15940,00:00.0
5311,5853,00:00.0
5312,5484,00:00.0
5313,14567,00:00.0
5314,17170,00:00.0
5315,13,00:00.0
5316,18010,00:00.0
5317,15379,00:00.0
5318,18760,00:00.0
5319,4777,00:00.0
5320,10368,00:00.0
5321,18169,00:00.0
5322,17300,00:00.0
5323,829,00:00.0
5324,12664,00:00.0
5325,5504,00:00.0
5326,3407,00:00.0
5327,8312,00:00.0
5328,10242,00:00.0
5329,2216,00:00.0
5330,3881,00:00.0
5331,10523,00:00.0
5332,19115,00:00.0
5333,9385,00:00.0
5334,1825,00:00.0
5335,5599,00:00.0
5336,8289,00:00.0
5337,9313,00:00.0
5338,17811,00:00.0
5339,10604,00:00.0
5340,9619,00:00.0
5341,17448,00:00.0
5342,1089,00:00.0
5343,11597,00:00.0
5344,17741,00:00.0
5345,18818,00:00.0
5346,705,00:00.0
5347,3494,00:00.0
5348,14581,00:00.0
5349,10106,00:00.0
5350,5240,00:00.0
5351,18928,00:00.0
5352,14016,00:00.0
5353,13715,00:00.0
5354,17855,00:00.0
5355,270,00:00.0
5356,6873,00:00.0
5357,14321,00:00.0
5358,18177,00:00.0
5359,2861,00:00.0
5360,4450,00:00.0
5361,18414,00:00.0
5362,1396,00:00.0
5363,4872,00:00.0
5364,8506,00:00.0
5365,17093,00:00.0
5366,13967,00:00.0
5367,1920,00:00.0
5368,8218,00:00.0
5369,14446,00:00.0
5370,5965,00:00.0
5371,9327,00:00.0
5372,2521,00:00.0
5373,10129,00:00.0
5374,18658,00:00.0
5375,3794,00:00.0
5376,5595,00:00.0
5377,8021,00:00.0
5378,6392,00:00.0
5379,6520,00:00.0
5380,17250,00:00.0
5381,7566,00:00.0
5382,9228,00:00.0
5383,13195,00:00.0
5384,5921,00:00.0
5385,6936,00:00.0
5386,4730,00:00.0
5387,241,00:00.0
5388,3387,00:00.0
5389,3743,00:00.0
5390,9008,00:00.0
5391,1325,00:00.0
5392,4447,00:00.0
5393,18264,00:00.0
5394,13593,00:00.0
5395,17908,00:00.0
5396,11752,00:00.0
5397,1230,00:00.0
5398,1538,00:00.0
5399,3782,00:00.0
5400,10501,00:00.0
5401,15627,00:00.0
5402,7323,00:00.0
5403,10225,00:00.0
5404,2407,00:00.0
5405,7990,00:00.0
5406,7863,00:00.0
5407,982,00:00.0
5408,5385,00:00.0
5409,6169,00:00.0
5410,15877,00:00.0
5411,12728,00:00.0
5412,17498,00:00.0
5413,13725,00:00.0
5414,7866,00:00.0
5415,11676,00:00.0
5416,9003,00:00.0
5417,9569,00:00.0
5418,10814,00:00.0
5419,10643,00:00.0
5420,11680,00:00.0
5421,1404,00:00.0
5422,14738,00:00.0
5423,7981,00:00.0
5424,4379,00:00.0
5425,6004,00:00.0
5426,7239,00:00.0
5427,12138,00:00.0
5428,15097,00:00.0
5429,18558,00:00.0
5430,13212,00:00.0
5431,17653,00:00.0
5432,11312,00:00.0
5433,12965,00:00.0
5434,1247,00:00.0
5435,7277,00:00.0
5436,17141,00:00.0
5437,3087,00:00.0
5438,20,00:00.0
5439,15337,00:00.0
5440,11979,00:00.0
5441,10707,00:00.0
5442,1397,00:00.0
5443,6816,00:00.0
5444,14387,00:00.0
5445,3621,00:00.0
5446,10445,00:00.0
5447,9127,00:00.0
5448,10426,00:00.0
5449,356,00:00.0
5450,11617,00:00.0
5451,8515,00:00.0
5452,7090,00:00.0
5453,13105,00:00.0
5454,8810,00:00.0
5455,8894,00:00.0
5456,18451,00:00.0
5457,14575,00:00.0
5458,10828,00:00.0
5459,6074,00:00.0
5460,17599,00:00.0
5461,17826,00:00.0
5462,3371,00:00.0
5463,15008,00:00.0
5464,16445,00:00.0
5465,18924,00:00.0
5466,11394,00:00.0
5467,10632,00:00.0
5468,9775,00:00.0
5469,1097,00:00.0
5470,8062,00:00.0
5471,4294,00:00.0
5472,11774,00:00.0
5473,3291,00:00.0
5474,15355,00:00.0
5475,10466,00:00.0
5476,16598,00:00.0
5477,4157,00:00.0
5478,18242,00:00.0
5479,8750,00:00.0
5480,562,00:00.0
5481,2575,00:00.0
5482,229,00:00.0
5483,18162,00:00.0
5484,16333,00:00.0
5485,8788,00:00.0
5486,6568,00:00.0
5487,6611,00:00.0
5488,11904,00:00.0
5489,2426,00:00.0
5490,3954,00:00.0
5491,3241,00:00.0
5492,5519,00:00.0
5493,2945,00:00.0
5494,1951,00:00.0
5495,10083,00:00.0
5496,3534,00:00.0
5497,15017,00:00.0
5498,15819,00:00.0
5499,7281,00:00.0
5500,17558,00:00.0
5501,3091,00:00.0
5502,9812,00:00.0
5503,13994,00:00.0
5504,7825,00:00.0
5505,2218,00:00.0
5506,7112,00:00.0
5507,2567,00:00.0
5508,10000,00:00.0
5509,18532,00:00.0
5510,5910,00:00.0
5511,461,00:00.0
5512,19217,00:00.0
5513,2133,00:00.0
5514,4059,00:00.0
5515,12767,00:00.0
5516,17818,00:00.0
5517,288,00:00.0
5518,18324,00:00.0
5519,18878,00:00.0
5520,2036,00:00.0
5521,2942,00:00.0
5522,14050,00:00.0
5523,16567,00:00.0
5524,13142,00:00.0
5525,16138,00:00.0
5526,6918,00:00.0
5527,13005,00:00.0
5528,8260,00:00.0
5529,2786,00:00.0
5530,2920,00:00.0
5531,17251,00:00.0
5532,17306,00:00.0
5533,1911,00:00.0
5534,14005,00:00.0
5535,13309,00:00.0
5536,18152,00:00.0
5537,18478,00:00.0
5538,14405,00:00.0
5539,15491,00:00.0
5540,6551,00:00.0
5541,15567,00:00.0
5542,12543,00:00.0
5543,14347,00:00.0
5544,8830,00:00.0
5545,11338,00:00.0
5546,6507,00:00.0
5547,6058,00:00.0
5548,4219,00:00.0
5549,3947,00:00.0
5550,1955,00:00.0
5551,12146,00:00.0
5552,16895,00:00.0
5553,14543,00:00.0
5554,16682,00:00.0
5555,10173,00:00.0
5556,821,00:00.0
5557,9063,00:00.0
5558,11841,00:00.0
5559,137,00:00.0
5560,13083,00:00.0
5561,13255,00:00.0
5562,10625,00:00.0
5563,2556,00:00.0
5564,11739,00:00.0
5565,7572,00:00.0
5566,15057,00:00.0
5567,18067,00:00.0
5568,18297,00:00.0
5569,16003,00:00.0
5570,1802,00:00.0
5571,1999,00:00.0
5572,17508,00:00.0
5573,14533,00:00.0
5574,17665,00:00.0
5575,6206,00:00.0
5576,57,00:00.0
5577,6397,00:00.0
5578,9527,00:00.0
5579,13410,00:00.0
5580,11381,00:00.0
5581,18719,00:00.0
5582,12953,00:00.0
5583,2502,00:00.0
5584,3342,00:00.0
5585,10328,00:00.0
5586,4192,00:00.0
5587,1470,00:00.0
5588,10151,00:00.0
5589,15583,00:00.0
5590,4867,00:00.0
5591,1069,00:00.0
5592,2544,00:00.0
5593,13826,00:00.0
5594,1548,00:00.0
5595,7819,00:00.0
5596,403,00:00.0
5597,4883,00:00.0
5598,9272,00:00.0
5599,14035,00:00.0
5600,9589,00:00.0
5601,3645,00:00.0
5602,9340,00:00.0
5603,16279,00:00.0
5604,7474,00:00.0
5605,303,00:00.0
5606,14083,00:00.0
5607,815,00:00.0
5608,2222,00:00.0
5609,2722,00:00.0
5610,13036,00:00.0
5611,3366,00:00.0
5612,11775,00:00.0
5613,18684,00:00.0
5614,5082,00:00.0
5615,10678,00:00.0
5616,2570,00:00.0
5617,17625,00:00.0
5618,14336,00:00.0
5619,5665,00:00.0
5620,4004,00:00.0
5621,7257,00:00.0
5622,6740,00:00.0
5623,9405,00:00.0
5624,10831,00:00.0
5625,6217,00:00.0
5626,4212,00:00.0
5627,8723,00:00.0
5628,19202,00:00.0
5629,10615,00:00.0
5630,1672,00:00.0
5631,9070,00:00.0
5632,2784,00:00.0
5633,6177,00:00.0
5634,12479,00:00.0
5635,2530,00:00.0
5636,3842,00:00.0
5637,14518,00:00.0
5638,8947,00:00.0
5639,14244,00:00.0
5640,2892,00:00.0
5641,9646,00:00.0
5642,8142,00:00.0
5643,10341,00:00.0
5644,1915,00:00.0
5645,16166,00:00.0
5646,8059,00:00.0
5647,1665,00:00.0
5648,10610,00:00.0
5649,2321,00:00.0
5650,168,00:00.0
5651,14503,00:00.0
5652,1108,00:00.0
5653,16389,00:00.0
5654,11839,00:00.0
5655,8980,00:00.0
5656,6939,00:00.0
5657,11909,00:00.0
5658,8410,00:00.0
5659,12645,00:00.0
5660,11392,00:00.0
5661,7275,00:00.0
5662,543,00:00.0
5663,6508,00:00.0
5664,1241,00:00.0
5665,11258,00:00.0
5666,11574,00:00.0
5667,16977,00:00.0
5668,3611,00:00.0
5669,18816,00:00.0
5670,7272,00:00.0
5671,3606,00:00.0
5672,10668,00:00.0
5673,424,00:00.0
5674,9436,00:00.0
5675,10126,00:00.0
5676,7624,00:00.0
5677,10277,00:00.0
5678,15909,00:00.0
5679,11858,00:00.0
5680,16910,00:00.0
5681,5317,00:00.0
5682,14167,00:00.0
5683,11549,00:00.0
5684,5747,00:00.0
5685,9958,00:00.0
5686,10606,00:00.0
5687,9104,00:00.0
5688,2559,00:00.0
5689,13506,00:00.0
5690,12727,00:00.0
5691,468,00:00.0
5692,17513,00:00.0
5693,110,00:00.0
5694,14239,00:00.0
5695,15603,00:00.0
5696,3680,00:00.0
5697,12466,00:00.0
5698,7044,00:00.0
5699,1888,00:00.0
5700,7207,00:00.0
5701,6673,00:00.0
5702,14192,00:00.0
5703,8406,00:00.0
5704,14778,00:00.0
5705,4706,00:00.0
5706,255,00:00.0
5707,16971,00:00.0
5708,11773,00:00.0
5709,4580,00:00.0
5710,5574,00:00.0
5711,1048,00:00.0
5712,5632,00:00.0
5713,12940,00:00.0
5714,5697,00:00.0
5715,17230,00:00.0
5716,6209,00:00.0
5717,1484,00:00.0
5718,11582,00:00.0
5719,3065,00:00.0
5720,4745,00:00.0
5721,12487,00:00.0
5722,10985,00:00.0
5723,11254,00:00.0
5724,16208,00:00.0
5725,6564,00:00.0
5726,8945,00:00.0
5727,8009,00:00.0
5728,12140,00:00.0
5729,11668,00:00.0
5730,14466,00:00.0
5731,10273,00:00.0
5732,16945,00:00.0
5733,13287,00:00.0
5734,16198,00:00.0
5735,10080,00:00.0
5736,17207,00:00.0
5737,6115,00:00.0
5738,8950,00:00.0
5739,1255,00:00.0
5740,13703,00:00.0
5741,8013,00:00.0
5742,2565,00:00.0
5743,17701,00:00.0
5744,13462,00:00.0
5745,6303,00:00.0
5746,10041,00:00.0
5747,9561,00:00.0
5748,43,00:00.0
5749,17830,00:00.0
5750,9015,00:00.0
5751,18474,00:00.0
5752,13845,00:00.0
5753,7529,00:00.0
5754,6537,00:00.0
5755,6212,00:00.0
5756,12981,00:00.0
5757,4210,00:00.0
5758,14645,00:00.0
5759,16814,00:00.0
5760,18893,00:00.0
5761,1796,00:00.0
5762,8442,00:00.0
5763,17850,00:00.0
5764,698,00:00.0
5765,18544,00:00.0
5766,17054,00:00.0
5767,18197,00:00.0
5768,2991,00:00.0
5769,10955,00:00.0
5770,9548,00:00.0
5771,7144,00:00.0
5772,9203,00:00.0
5773,4976,00:00.0
5774,4595,00:00.0
5775,10624,00:00.0
5776,16286,00:00.0
5777,12213,00:00.0
5778,5674,00:00.0
5779,8299,00:00.0
5780,7259,00:00.0
5781,15054,00:00.0
5782,7960,00:00.0
5783,8316,00:00.0
5784,14159,00:00.0
5785,16873,00:00.0
5786,18392,00:00.0
5787,9629,00:00.0
5788,11619,00:00.0
5789,7002,00:00.0
5790,11548,00:00.0
5791,15818,00:00.0
5792,5581,00:00.0
5793,18997,00:00.0
5794,4814,00:00.0
5795,2345,00:00.0
5796,8955,00:00.0
5797,2616,00:00.0
5798,16507,00:00.0
5799,5049,00:00.0
5800,10079,00:00.0
5801,4590,00:00.0
5802,15779,00:00.0
5803,17863,00:00.0
5804,7726,00:00.0
5805,13595,00:00.0
5806,1624,00:00.0
5807,14259,00:00.0
5808,12282,00:00.0
5809,1372,00:00.0
5810,18227,00:00.0
5811,19229,00:00.0
5812,5253,00:00.0
5813,18347,00:00.0
5814,834,00:00.0
5815,8783,00:00.0
5816,841,00:00.0
5817,3890,00:00.0
5818,2056,00:00.0
5819,6860,00:00.0
5820,10404,00:00.0
5821,7279,00:00.0
5822,15770,00:00.0
5823,10125,00:00.0
5824,9555,00:00.0
5825,11040,00:00.0
5826,11490,00:00.0
5827,18583,00:00.0
5828,14407,00:00.0
5829,16540,00:00.0
5830,2361,00:00.0
5831,19065,00:00.0
5832,17922,00:00.0
5833,16137,00:00.0
5834,14442,00:00.0
5835,17753,00:00.0
5836,8206,00:00.0
5837,8079,00:00.0
5838,14826,00:00.0
5839,7411,00:00.0
5840,15335,00:00.0
5841,10807,00:00.0
5842,13731,00:00.0
5843,6701,00:00.0
5844,8006,00:00.0
5845,8411,00:00.0
5846,4152,00:00.0
5847,18943,00:00.0
5848,9857,00:00.0
5849,11683,00:00.0
5850,4123,00:00.0
5851,17470,00:00.0
5852,18301,00:00.0
5853,3229,00:00.0
5854,17866,00:00.0
5855,10878,00:00.0
5856,13182,00:00.0
5857,9198,00:00.0
5858,8512,00:00.0
5859,5994,00:00.0
5860,16551,00:00.0
5861,15537,00:00.0
5862,2730,00:00.0
5863,18337,00:00.0
5864,15244,00:00.0
5865,979,00:00.0
5866,5907,00:00.0
5867,1338,00:00.0
5868,14047,00:00.0
5869,17728,00:00.0
5870,8474,00:00.0
5871,14547,00:00.0
5872,18276,00:00.0
5873,1015,00:00.0
5874,15606,00:00.0
5875,9557,00:00.0
5876,14014,00:00.0
5877,8135,00:00.0
5878,7170,00:00.0
5879,10386,00:00.0
5880,17542,00:00.0
5881,18267,00:00.0
5882,4543,00:00.0
5883,12725,00:00.0
5884,7710,00:00.0
5885,19123,00:00.0
5886,8437,00:00.0
5887,16097,00:00.0
5888,8517,00:00.0
5889,5878,00:00.0
5890,12202,00:00.0
5891,8373,00:00.0
5892,8409,00:00.0
5893,1928,00:00.0
5894,15956,00:00.0
5895,13052,00:00.0
5896,3638,00:00.0
5897,4832,00:00.0
5898,4649,00:00.0
5899,16282,00:00.0
5900,8107,00:00.0
5901,1283,00:00.0
5902,2520,00:00.0
5903,9744,00:00.0
5904,4424,00:00.0
5905,9507,00:00.0
5906,7839,00:00.0
5907,17638,00:00.0
5908,14840,00:00.0
5909,15925,00:00.0
5910,685,00:00.0
5911,7924,00:00.0
5912,4338,00:00.0
5913,6086,00:00.0
5914,9926,00:00.0
5915,575,00:00.0
5916,8208,00:00.0
5917,7320,00:00.0
5918,6423,00:00.0
5919,4671,00:00.0
5920,5005,00:00.0
5921,2739,00:00.0
5922,13617,00:00.0
5923,14822,00:00.0
5924,13553,00:00.0
5925,13989,00:00.0
5926,8056,00:00.0
5927,505,00:00.0
5928,15642,00:00.0
5929,5538,00:00.0
5930,7972,00:00.0
5931,11873,00:00.0
5932,17563,00:00.0
5933,3508,00:00.0
5934,3153,00:00.0
5935,17000,00:00.0
5936,4779,00:00.0
5937,1151,00:00.0
5938,18623,00:00.0
5939,17200,00:00.0
5940,13405,00:00.0
5941,2350,00:00.0
5942,13534,00:00.0
5943,14865,00:00.0
5944,5714,00:00.0
5945,2938,00:00.0
5946,3208,00:00.0
5947,15146,00:00.0
5948,11382,00:00.0
5949,11911,00:00.0
5950,15047,00:00.0
5951,6171,00:00.0
5952,5238,00:00.0
5953,12458,00:00.0
5954,2210,00:00.0
5955,11892,00:00.0
5956,1570,00:00.0
5957,1695,00:00.0
5958,1528,00:00.0
5959,8883,00:00.0
5960,9998,00:00.0
5961,18500,00:00.0
5962,16180,00:00.0
5963,19034,00:00.0
5964,5250,00:00.0
5965,3301,00:00.0
5966,16914,00:00.0
5967,10797,00:00.0
5968,18561,00:00.0
5969,8769,00:00.0
5970,14071,00:00.0
5971,16732,00:00.0
5972,4288,00:00.0
5973,7423,00:00.0
5974,8304,00:00.0
5975,8428,00:00.0
5976,3194,00:00.0
5977,17014,00:00.0
5978,3478,00:00.0
5979,9456,00:00.0
5980,16999,00:00.0
5981,2456,00:00.0
5982,11166,00:00.0
5983,17050,00:00.0
5984,9683,00:00.0
5985,884,00:00.0
5986,8372,00:00.0
5987,6947,00:00.0
5988,2545,00:00.0
5989,5693,00:00.0
5990,17716,00:00.0
5991,567,00:00.0
5992,11437,00:00.0
5993,14262,00:00.0
5994,6732,00:00.0
5995,11115,00:00.0
5996,5416,00:00.0
5997,18733,00:00.0
5998,9433,00:00.0
5999,3649,00:00.0
6000,1192,00:00.0
6001,10773,00:00.0
6002,9038,00:00.0
6003,2249,00:00.0
6004,6708,00:00.0
6005,5940,00:00.0
6006,13853,00:00.0
6007,1463,00:00.0
6008,3652,00:00.0
6009,8572,00:00.0
6010,7263,00:00.0
6011,11662,00:00.0
6012,18845,00:00.0
6013,6087,00:00.0
6014,5294,00:00.0
6015,5505,00:00.0
6016,11589,00:00.0
6017,279,00:00.0
6018,15766,00:00.0
6019,14609,00:00.0
6020,12439,00:00.0
6021,7248,00:00.0
6022,8792,00:00.0
6023,1345,00:00.0
6024,662,00:00.0
6025,4928,00:00.0
6026,18743,00:00.0
6027,13471,00:00.0
6028,12013,00:00.0
6029,12783,00:00.0
6030,2577,00:00.0
6031,10423,00:00.0
6032,2379,00:00.0
6033,4190,00:00.0
6034,15664,00:00.0
6035,6664,00:00.0
6036,5157,00:00.0
6037,14028,00:00.0
6038,10189,00:00.0
6039,11049,00:00.0
6040,3630,00:00.0
6041,7741,00:00.0
6042,12607,00:00.0
6043,978,00:00.0
6044,11731,00:00.0
6045,8360,00:00.0
6046,7936,00:00.0
6047,6632,00:00.0
6048,10432,00:00.0
6049,4784,00:00.0
6050,19039,00:00.0
6051,16793,00:00.0
6052,485,00:00.0
6053,1517,00:00.0
6054,2857,00:00.0
6055,6020,00:00.0
6056,5050,00:00.0
6057,12812,00:00.0
6058,6603,00:00.0
6059,9585,00:00.0
6060,7900,00:00.0
6061,12515,00:00.0
6062,2455,00:00.0
6063,17365,00:00.0
6064,8999,00:00.0
6065,17182,00:00.0
6066,5169,00:00.0
6067,5888,00:00.0
6068,16634,00:00.0
6069,14138,00:00.0
6070,15662,00:00.0
6071,17058,00:00.0
6072,11602,00:00.0
6073,5503,00:00.0
6074,14568,00:00.0
6075,18491,00:00.0
6076,16883,00:00.0
