SalesOrderID,SalesReasonID,ModifiedDate
50889,6,00:00.0
50890,2,00:00.0
50892,2,00:00.0
50893,6,00:00.0
50894,2,00:00.0
50895,2,00:00.0
50896,6,00:00.0
50897,6,00:00.0
50901,6,00:00.0
50902,2,00:00.0
50903,2,00:00.0
50905,6,00:00.0
50908,2,00:00.0
50909,6,00:00.0
50911,6,00:00.0
50913,2,00:00.0
50916,6,00:00.0
50918,2,00:00.0
50920,6,00:00.0
50924,6,00:00.0
50925,6,00:00.0
50926,6,00:00.0
50927,2,00:00.0
50934,6,00:00.0
50936,2,00:00.0
50937,6,00:00.0
50940,2,00:00.0
50942,6,00:00.0
50943,2,00:00.0
50944,2,00:00.0
50947,6,00:00.0
50948,2,00:00.0
50949,2,00:00.0
50950,6,00:00.0
50951,6,00:00.0
50954,2,00:00.0
50955,6,00:00.0
50956,6,00:00.0
50961,2,00:00.0
50963,2,00:00.0
50964,6,00:00.0
50969,6,00:00.0
50970,2,00:00.0
50975,6,00:00.0
50976,2,00:00.0
50977,6,00:00.0
50978,2,00:00.0
50979,2,00:00.0
50980,6,00:00.0
50981,2,00:00.0
50982,2,00:00.0
50988,2,00:00.0
50995,2,00:00.0
50996,6,00:00.0
50997,2,00:00.0
51001,2,00:00.0
51004,2,00:00.0
51008,6,00:00.0
51009,6,00:00.0
51010,2,00:00.0
51011,2,00:00.0
51012,6,00:00.0
51013,2,00:00.0
51014,6,00:00.0
51018,6,00:00.0
51019,2,00:00.0
51020,6,00:00.0
51021,2,00:00.0
51022,6,00:00.0
51023,2,00:00.0
51027,2,00:00.0
51030,2,00:00.0
51031,2,00:00.0
51033,2,00:00.0
51038,2,00:00.0
51040,2,00:00.0
51043,2,00:00.0
51044,2,00:00.0
51045,2,00:00.0
51047,2,00:00.0
51048,6,00:00.0
51049,2,00:00.0
51050,6,00:00.0
51051,6,00:00.0
51052,2,00:00.0
51053,6,00:00.0
51054,6,00:00.0
51059,6,00:00.0
51060,6,00:00.0
51061,2,00:00.0
51064,2,00:00.0
51065,2,00:00.0
51066,2,00:00.0
51068,2,00:00.0
51069,2,00:00.0
51071,2,00:00.0
51072,6,00:00.0
51074,2,00:00.0
51075,6,00:00.0
51077,6,00:00.0
51078,2,00:00.0
51079,2,00:00.0
51176,1,00:00.0
51178,1,00:00.0
51178,2,00:00.0
51179,1,00:00.0
51179,2,00:00.0
51180,1,00:00.0
51181,1,00:00.0
51182,1,00:00.0
51183,1,00:00.0
51184,1,00:00.0
51185,1,00:00.0
51186,5,00:00.0
51187,1,00:00.0
51187,2,00:00.0
51189,1,00:00.0
51190,1,00:00.0
51190,2,00:00.0
51191,1,00:00.0
51193,1,00:00.0
51193,2,00:00.0
51194,1,00:00.0
51195,1,00:00.0
51196,1,00:00.0
51197,1,00:00.0
51198,1,00:00.0
51198,2,00:00.0
51199,1,00:00.0
51203,1,00:00.0
51204,2,00:00.0
51205,1,00:00.0
51206,1,00:00.0
51207,1,00:00.0
51209,1,00:00.0
51211,1,00:00.0
51212,1,00:00.0
51212,2,00:00.0
51214,1,00:00.0
51214,2,00:00.0
51214,10,00:00.0
51216,1,00:00.0
51217,1,00:00.0
51219,1,00:00.0
51220,1,00:00.0
51221,1,00:00.0
51221,2,00:00.0
51222,1,00:00.0
51222,2,00:00.0
51223,1,00:00.0
51223,2,00:00.0
51225,1,00:00.0
51226,2,00:00.0
51227,1,00:00.0
51227,2,00:00.0
51228,1,00:00.0
51229,2,00:00.0
51230,1,00:00.0
51231,1,00:00.0
51233,2,00:00.0
51235,2,00:00.0
51236,2,00:00.0
51237,1,00:00.0
51238,2,00:00.0
51239,2,00:00.0
51241,1,00:00.0
51243,1,00:00.0
51244,1,00:00.0
51245,1,00:00.0
51246,1,00:00.0
51247,1,00:00.0
51248,2,00:00.0
51249,1,00:00.0
51249,2,00:00.0
51250,1,00:00.0
51251,2,00:00.0
51252,1,00:00.0
51253,1,00:00.0
51254,1,00:00.0
51255,1,00:00.0
51255,2,00:00.0
51256,1,00:00.0
51256,2,00:00.0
51259,1,00:00.0
51260,1,00:00.0
51262,1,00:00.0
51262,2,00:00.0
51263,1,00:00.0
51263,2,00:00.0
51264,1,00:00.0
51265,1,00:00.0
51266,5,00:00.0
51267,1,00:00.0
51268,1,00:00.0
51269,1,00:00.0
51270,1,00:00.0
51271,1,00:00.0
51272,2,00:00.0
51274,1,00:00.0
51274,2,00:00.0
51275,1,00:00.0
51276,1,00:00.0
51278,1,00:00.0
51280,6,00:00.0
51281,2,00:00.0
51282,1,00:00.0
51283,1,00:00.0
51284,1,00:00.0
51285,1,00:00.0
51286,1,00:00.0
51286,10,00:00.0
51287,1,00:00.0
51287,2,00:00.0
51288,1,00:00.0
51289,1,00:00.0
51290,1,00:00.0
51291,1,00:00.0
51292,2,00:00.0
51293,2,00:00.0
51294,1,00:00.0
51297,1,00:00.0
51298,1,00:00.0
51298,2,00:00.0
51298,10,00:00.0
51300,2,00:00.0
51301,1,00:00.0
51301,2,00:00.0
51302,6,00:00.0
51303,1,00:00.0
51303,2,00:00.0
51303,10,00:00.0
51304,1,00:00.0
51305,2,00:00.0
51306,1,00:00.0
51307,1,00:00.0
51308,1,00:00.0
51309,1,00:00.0
51309,2,00:00.0
51310,2,00:00.0
51311,1,00:00.0
51312,1,00:00.0
51312,2,00:00.0
51313,5,00:00.0
51314,1,00:00.0
51314,2,00:00.0
51314,10,00:00.0
51315,1,00:00.0
51316,1,00:00.0
51317,1,00:00.0
51318,1,00:00.0
51318,10,00:00.0
51319,1,00:00.0
51319,2,00:00.0
51319,10,00:00.0
51321,1,00:00.0
51322,1,00:00.0
51324,2,00:00.0
51325,1,00:00.0
51327,1,00:00.0
51329,1,00:00.0
51331,1,00:00.0
51331,2,00:00.0
51333,1,00:00.0
51335,1,00:00.0
51335,2,00:00.0
51336,1,00:00.0
51336,2,00:00.0
51337,2,00:00.0
51339,1,00:00.0
51340,1,00:00.0
51341,1,00:00.0
51343,1,00:00.0
51344,1,00:00.0
51345,1,00:00.0
51346,1,00:00.0
51347,1,00:00.0
51349,1,00:00.0
51350,2,00:00.0
51352,1,00:00.0
51353,1,00:00.0
51354,2,00:00.0
51355,1,00:00.0
51356,1,00:00.0
51357,1,00:00.0
51357,2,00:00.0
51358,1,00:00.0
51359,1,00:00.0
51360,1,00:00.0
51361,1,00:00.0
51362,1,00:00.0
51363,1,00:00.0
51365,1,00:00.0
51366,2,00:00.0
51367,1,00:00.0
51369,1,00:00.0
51370,1,00:00.0
51371,1,00:00.0
51372,1,00:00.0
51376,2,00:00.0
51378,1,00:00.0
51378,2,00:00.0
51379,1,00:00.0
51379,2,00:00.0
51380,1,00:00.0
51380,2,00:00.0
51381,2,00:00.0
51382,2,00:00.0
51384,1,00:00.0
51385,1,00:00.0
51386,1,00:00.0
51386,2,00:00.0
51387,1,00:00.0
51387,2,00:00.0
51388,2,00:00.0
51389,1,00:00.0
51390,1,00:00.0
51390,2,00:00.0
51391,1,00:00.0
51391,2,00:00.0
51392,1,00:00.0
51394,2,00:00.0
51395,2,00:00.0
51397,1,00:00.0
51398,2,00:00.0
51399,1,00:00.0
51399,2,00:00.0
51401,1,00:00.0
51401,2,00:00.0
51402,1,00:00.0
51402,2,00:00.0
51404,1,00:00.0
51405,1,00:00.0
51405,2,00:00.0
51406,1,00:00.0
51406,2,00:00.0
51407,1,00:00.0
51408,1,00:00.0
51409,1,00:00.0
51409,2,00:00.0
51410,1,00:00.0
51411,1,00:00.0
51412,1,00:00.0
51413,1,00:00.0
51414,1,00:00.0
51415,1,00:00.0
51417,1,00:00.0
51418,1,00:00.0
51418,2,00:00.0
51419,1,00:00.0
51420,1,00:00.0
51421,2,00:00.0
51422,1,00:00.0
51423,1,00:00.0
51424,1,00:00.0
51428,1,00:00.0
51429,6,00:00.0
51430,1,00:00.0
51431,1,00:00.0
51432,1,00:00.0
51432,2,00:00.0
51435,1,00:00.0
51435,2,00:00.0
51437,1,00:00.0
51439,1,00:00.0
51439,10,00:00.0
51440,2,00:00.0
51441,1,00:00.0
51442,1,00:00.0
51443,1,00:00.0
51443,2,00:00.0
51444,1,00:00.0
51445,1,00:00.0
51447,1,00:00.0
51448,1,00:00.0
51448,2,00:00.0
51452,1,00:00.0
51452,2,00:00.0
51452,10,00:00.0
51453,1,00:00.0
51453,2,00:00.0
51454,1,00:00.0
51455,1,00:00.0
51456,1,00:00.0
51457,1,00:00.0
51458,1,00:00.0
51459,1,00:00.0
51460,1,00:00.0
51461,1,00:00.0
51462,1,00:00.0
51465,1,00:00.0
51466,1,00:00.0
51467,1,00:00.0
51469,1,00:00.0
51472,1,00:00.0
51473,1,00:00.0
51474,1,00:00.0
51475,1,00:00.0
51475,2,00:00.0
51476,1,00:00.0
51476,2,00:00.0
51477,5,00:00.0
51478,1,00:00.0
51479,1,00:00.0
51480,1,00:00.0
51480,2,00:00.0
51481,1,00:00.0
51483,1,00:00.0
51485,1,00:00.0
51486,1,00:00.0
51487,1,00:00.0
51488,1,00:00.0
51489,1,00:00.0
51489,2,00:00.0
51490,1,00:00.0
51490,2,00:00.0
51491,2,00:00.0
51492,1,00:00.0
51492,2,00:00.0
51493,1,00:00.0
51494,1,00:00.0
51495,1,00:00.0
51495,2,00:00.0
51496,1,00:00.0
51497,1,00:00.0
51500,1,00:00.0
51500,2,00:00.0
51502,1,00:00.0
51502,2,00:00.0
51503,2,00:00.0
51504,6,00:00.0
51506,1,00:00.0
51507,1,00:00.0
51509,1,00:00.0
51511,1,00:00.0
51511,2,00:00.0
51512,1,00:00.0
51513,1,00:00.0
51514,1,00:00.0
51515,2,00:00.0
51516,2,00:00.0
51517,1,00:00.0
51518,1,00:00.0
51519,2,00:00.0
51520,1,00:00.0
51520,2,00:00.0
51521,2,00:00.0
51522,1,00:00.0
51522,2,00:00.0
51523,1,00:00.0
51523,2,00:00.0
51524,1,00:00.0
51528,1,00:00.0
51529,1,00:00.0
51530,2,00:00.0
51531,1,00:00.0
51531,2,00:00.0
51533,2,00:00.0
51534,1,00:00.0
51534,2,00:00.0
51535,2,00:00.0
51536,6,00:00.0
51538,1,00:00.0
51538,2,00:00.0
51539,1,00:00.0
51539,2,00:00.0
51541,1,00:00.0
51543,1,00:00.0
51545,2,00:00.0
51546,1,00:00.0
51548,1,00:00.0
51549,1,00:00.0
51551,1,00:00.0
51552,1,00:00.0
51553,1,00:00.0
51554,1,00:00.0
51555,1,00:00.0
51555,2,00:00.0
51556,1,00:00.0
51557,2,00:00.0
51558,1,00:00.0
51559,1,00:00.0
51561,1,00:00.0
51562,1,00:00.0
51563,1,00:00.0
51563,2,00:00.0
51564,1,00:00.0
51565,1,00:00.0
51566,1,00:00.0
51567,1,00:00.0
51568,1,00:00.0
51568,2,00:00.0
51569,1,00:00.0
51569,2,00:00.0
51572,2,00:00.0
51575,2,00:00.0
51576,2,00:00.0
51577,2,00:00.0
51578,1,00:00.0
51578,2,00:00.0
51579,1,00:00.0
51580,1,00:00.0
51580,2,00:00.0
51580,10,00:00.0
51581,1,00:00.0
51582,1,00:00.0
51586,1,00:00.0
51587,1,00:00.0
51587,2,00:00.0
51588,1,00:00.0
51589,1,00:00.0
51589,2,00:00.0
51590,1,00:00.0
51591,1,00:00.0
51591,2,00:00.0
51594,1,00:00.0
51594,2,00:00.0
51595,1,00:00.0
51597,1,00:00.0
51598,5,00:00.0
51603,1,00:00.0
51603,2,00:00.0
51604,1,00:00.0
51605,1,00:00.0
51606,2,00:00.0
51607,2,00:00.0
51608,1,00:00.0
51609,1,00:00.0
51609,10,00:00.0
51610,1,00:00.0
51611,1,00:00.0
51611,2,00:00.0
51612,1,00:00.0
51613,1,00:00.0
51613,2,00:00.0
51614,2,00:00.0
51615,1,00:00.0
51615,2,00:00.0
51616,1,00:00.0
51617,1,00:00.0
51619,1,00:00.0
51620,1,00:00.0
51621,1,00:00.0
51622,1,00:00.0
51622,2,00:00.0
51623,1,00:00.0
51623,2,00:00.0
51624,1,00:00.0
51624,2,00:00.0
51625,1,00:00.0
51626,1,00:00.0
51627,1,00:00.0
51629,1,00:00.0
51630,1,00:00.0
51634,1,00:00.0
51635,1,00:00.0
51636,1,00:00.0
51637,1,00:00.0
51638,1,00:00.0
51639,1,00:00.0
51639,10,00:00.0
51640,1,00:00.0
51642,2,00:00.0
51644,2,00:00.0
51645,1,00:00.0
51645,10,00:00.0
51646,1,00:00.0
51647,1,00:00.0
51647,2,00:00.0
51648,1,00:00.0
51649,1,00:00.0
51650,2,00:00.0
51651,2,00:00.0
51652,1,00:00.0
51654,1,00:00.0
51655,1,00:00.0
51657,1,00:00.0
51659,1,00:00.0
51660,1,00:00.0
51661,1,00:00.0
51662,2,00:00.0
51663,1,00:00.0
51664,1,00:00.0
51664,10,00:00.0
51665,1,00:00.0
51665,2,00:00.0
51666,1,00:00.0
51666,2,00:00.0
51666,10,00:00.0
51667,2,00:00.0
51668,2,00:00.0
51669,1,00:00.0
51670,1,00:00.0
51670,2,00:00.0
51672,1,00:00.0
51673,1,00:00.0
51674,1,00:00.0
51675,1,00:00.0
51679,1,00:00.0
51679,2,00:00.0
51681,1,00:00.0
51682,2,00:00.0
51683,1,00:00.0
51683,2,00:00.0
51684,1,00:00.0
51686,1,00:00.0
51687,1,00:00.0
51689,1,00:00.0
51877,1,00:00.0
51878,2,00:00.0
51879,1,00:00.0
51880,1,00:00.0
51881,1,00:00.0
51882,1,00:00.0
51883,4,00:00.0
51884,1,00:00.0
51885,1,00:00.0
51886,1,00:00.0
51887,1,00:00.0
51888,1,00:00.0
51889,1,00:00.0
51890,1,00:00.0
51891,1,00:00.0
51892,1,00:00.0
51893,4,00:00.0
51894,1,00:00.0
51895,1,00:00.0
51896,1,00:00.0
51897,1,00:00.0
51898,1,00:00.0
51899,1,00:00.0
51899,10,00:00.0
51900,1,00:00.0
51901,1,00:00.0
51902,1,00:00.0
51903,1,00:00.0
51904,1,00:00.0
51905,1,00:00.0
51907,1,00:00.0
51908,1,00:00.0
51909,1,00:00.0
51910,1,00:00.0
51911,1,00:00.0
51912,4,00:00.0
51913,1,00:00.0
51914,1,00:00.0
51915,1,00:00.0
51915,2,00:00.0
51916,2,00:00.0
51917,1,00:00.0
51917,2,00:00.0
51918,1,00:00.0
51919,1,00:00.0
51919,2,00:00.0
51920,1,00:00.0
51923,1,00:00.0
51924,1,00:00.0
51924,10,00:00.0
51925,1,00:00.0
51926,1,00:00.0
51927,1,00:00.0
51928,1,00:00.0
51929,4,00:00.0
51930,4,00:00.0
51931,1,00:00.0
51931,10,00:00.0
51932,1,00:00.0
51933,1,00:00.0
51934,1,00:00.0
51935,1,00:00.0
51936,1,00:00.0
51937,1,00:00.0
51937,10,00:00.0
51938,4,00:00.0
51938,10,00:00.0
51939,1,00:00.0
51940,1,00:00.0
51941,1,00:00.0
51942,1,00:00.0
51942,10,00:00.0
51943,1,00:00.0
51943,10,00:00.0
51944,1,00:00.0
51945,1,00:00.0
51946,1,00:00.0
51947,1,00:00.0
51948,1,00:00.0
51949,1,00:00.0
51949,10,00:00.0
51950,1,00:00.0
51950,10,00:00.0
51951,1,00:00.0
51952,1,00:00.0
51953,1,00:00.0
51954,1,00:00.0
51955,1,00:00.0
51956,1,00:00.0
51957,1,00:00.0
51958,1,00:00.0
51959,1,00:00.0
51960,1,00:00.0
51960,2,00:00.0
51962,1,00:00.0
51963,1,00:00.0
51964,1,00:00.0
51964,2,00:00.0
51965,1,00:00.0
51965,2,00:00.0
51966,1,00:00.0
51967,1,00:00.0
51968,6,00:00.0
51969,1,00:00.0
51970,1,00:00.0
51971,1,00:00.0
51972,4,00:00.0
51973,1,00:00.0
51974,4,00:00.0
51975,1,00:00.0
51975,10,00:00.0
51976,1,00:00.0
51977,1,00:00.0
51978,1,00:00.0
51980,4,00:00.0
51981,4,00:00.0
51982,1,00:00.0
51983,1,00:00.0
51984,1,00:00.0
51985,1,00:00.0
51986,1,00:00.0
51987,1,00:00.0
51988,1,00:00.0
51989,1,00:00.0
51990,1,00:00.0
51991,1,00:00.0
51992,1,00:00.0
51993,6,00:00.0
51994,1,00:00.0
51995,1,00:00.0
51996,1,00:00.0
51996,10,00:00.0
51997,1,00:00.0
51998,1,00:00.0
51998,10,00:00.0
51999,1,00:00.0
52000,1,00:00.0
52001,1,00:00.0
52002,1,00:00.0
52003,1,00:00.0
52004,1,00:00.0
52004,2,00:00.0
52005,1,00:00.0
52005,2,00:00.0
52006,2,00:00.0
52007,2,00:00.0
52008,1,00:00.0
52009,1,00:00.0
52010,1,00:00.0
52011,1,00:00.0
52013,1,00:00.0
52017,1,00:00.0
52018,2,00:00.0
52019,1,00:00.0
52020,1,00:00.0
52021,1,00:00.0
52022,1,00:00.0
52023,4,00:00.0
52024,1,00:00.0
52025,1,00:00.0
52026,1,00:00.0
52027,1,00:00.0
52028,1,00:00.0
52029,1,00:00.0
52030,1,00:00.0
52030,10,00:00.0
52031,1,00:00.0
52032,5,00:00.0
52033,1,00:00.0
52034,4,00:00.0
52035,1,00:00.0
52036,1,00:00.0
52037,1,00:00.0
52038,4,00:00.0
52039,1,00:00.0
52040,1,00:00.0
52042,1,00:00.0
52043,1,00:00.0
52044,1,00:00.0
52045,1,00:00.0
52046,1,00:00.0
52047,1,00:00.0
52048,1,00:00.0
52049,1,00:00.0
52050,1,00:00.0
52051,1,00:00.0
52052,1,00:00.0
52053,1,00:00.0
52054,1,00:00.0
52055,1,00:00.0
52056,2,00:00.0
52056,10,00:00.0
52057,2,00:00.0
52058,1,00:00.0
52059,2,00:00.0
52060,1,00:00.0
52060,2,00:00.0
52062,1,00:00.0
52062,2,00:00.0
52063,1,00:00.0
52063,2,00:00.0
52064,1,00:00.0
52066,1,00:00.0
52066,10,00:00.0
52067,1,00:00.0
52067,10,00:00.0
52068,1,00:00.0
52068,10,00:00.0
52069,1,00:00.0
52070,1,00:00.0
52071,1,00:00.0
52072,1,00:00.0
52073,1,00:00.0
52074,1,00:00.0
52076,1,00:00.0
52077,1,00:00.0
52078,1,00:00.0
52079,1,00:00.0
52080,1,00:00.0
52081,1,00:00.0
52082,1,00:00.0
52083,1,00:00.0
52083,10,00:00.0
52084,1,00:00.0
52085,1,00:00.0
52086,1,00:00.0
52087,1,00:00.0
52088,1,00:00.0
52089,6,00:00.0
52090,1,00:00.0
52092,6,00:00.0
52093,1,00:00.0
52094,1,00:00.0
52095,1,00:00.0
52096,1,00:00.0
52097,1,00:00.0
52098,1,00:00.0
52099,1,00:00.0
52100,1,00:00.0
52100,10,00:00.0
52101,1,00:00.0
52102,1,00:00.0
52103,1,00:00.0
52103,10,00:00.0
52104,1,00:00.0
52105,1,00:00.0
52108,1,00:00.0
52110,1,00:00.0
52112,1,00:00.0
52113,4,00:00.0
52114,1,00:00.0
52115,1,00:00.0
52116,1,00:00.0
52117,6,00:00.0
52118,1,00:00.0
52119,1,00:00.0
52120,6,00:00.0
52121,1,00:00.0
52122,1,00:00.0
52123,6,00:00.0
52124,1,00:00.0
52125,1,00:00.0
52126,1,00:00.0
52127,1,00:00.0
52128,1,00:00.0
52129,1,00:00.0
52130,1,00:00.0
52131,6,00:00.0
52132,1,00:00.0
52133,1,00:00.0
52134,1,00:00.0
52135,1,00:00.0
52136,1,00:00.0
52137,1,00:00.0
52137,10,00:00.0
52138,1,00:00.0
52139,1,00:00.0
52140,1,00:00.0
52140,10,00:00.0
52141,1,00:00.0
52142,1,00:00.0
52143,1,00:00.0
52144,1,00:00.0
52145,1,00:00.0
52146,1,00:00.0
52146,2,00:00.0
52147,1,00:00.0
52147,2,00:00.0
52148,6,00:00.0
52150,1,00:00.0
52152,1,00:00.0
52152,2,00:00.0
52153,2,00:00.0
52154,1,00:00.0
52155,2,00:00.0
52156,1,00:00.0
52156,2,00:00.0
52158,1,00:00.0
52158,2,00:00.0
52159,1,00:00.0
52160,1,00:00.0
52160,2,00:00.0
52161,1,00:00.0
52161,2,00:00.0
52162,1,00:00.0
52163,4,00:00.0
52164,1,00:00.0
52165,1,00:00.0
52166,1,00:00.0
52167,1,00:00.0
52168,1,00:00.0
52169,4,00:00.0
52171,1,00:00.0
52172,1,00:00.0
52173,1,00:00.0
52174,1,00:00.0
52175,1,00:00.0
52175,10,00:00.0
52176,4,00:00.0
52177,1,00:00.0
52178,1,00:00.0
52179,1,00:00.0
52180,6,00:00.0
52181,1,00:00.0
52182,1,00:00.0
52183,1,00:00.0
52184,6,00:00.0
52185,1,00:00.0
52186,1,00:00.0
52187,1,00:00.0
52188,1,00:00.0
52189,1,00:00.0
52190,1,00:00.0
52191,1,00:00.0
52192,1,00:00.0
52193,1,00:00.0
52193,10,00:00.0
52194,1,00:00.0
52195,1,00:00.0
52196,1,00:00.0
52197,1,00:00.0
52198,1,00:00.0
52199,1,00:00.0
52200,1,00:00.0
52201,1,00:00.0
52202,1,00:00.0
52203,1,00:00.0
52204,1,00:00.0
52204,2,00:00.0
52205,1,00:00.0
52206,1,00:00.0
52207,1,00:00.0
52208,1,00:00.0
52209,1,00:00.0
52210,1,00:00.0
52211,1,00:00.0
52212,2,00:00.0
52213,1,00:00.0
52215,1,00:00.0
52216,1,00:00.0
52217,1,00:00.0
52218,1,00:00.0
52219,1,00:00.0
52220,1,00:00.0
52220,10,00:00.0
52221,4,00:00.0
52222,1,00:00.0
52222,2,00:00.0
52223,1,00:00.0
52224,1,00:00.0
52225,1,00:00.0
52226,1,00:00.0
52227,1,00:00.0
52228,1,00:00.0
52229,1,00:00.0
52230,1,00:00.0
52231,4,00:00.0
52231,10,00:00.0
52232,1,00:00.0
52233,1,00:00.0
52233,10,00:00.0
52234,1,00:00.0
52235,1,00:00.0
52236,1,00:00.0
52237,1,00:00.0
52238,1,00:00.0
52239,6,00:00.0
52240,1,00:00.0
52241,1,00:00.0
52242,1,00:00.0
52243,1,00:00.0
52244,1,00:00.0
52245,1,00:00.0
52245,10,00:00.0
52246,1,00:00.0
52247,6,00:00.0
52248,1,00:00.0
52249,1,00:00.0
52249,10,00:00.0
52250,1,00:00.0
52250,10,00:00.0
52251,1,00:00.0
52252,1,00:00.0
52253,1,00:00.0
52254,1,00:00.0
52255,1,00:00.0
52256,1,00:00.0
52257,1,00:00.0
52258,1,00:00.0
52259,1,00:00.0
52260,1,00:00.0
52260,10,00:00.0
52261,1,00:00.0
52262,1,00:00.0
52263,1,00:00.0
52263,10,00:00.0
52264,1,00:00.0
52264,2,00:00.0
52265,1,00:00.0
52266,1,00:00.0
52267,1,00:00.0
52268,1,00:00.0
52268,2,00:00.0
52269,5,00:00.0
52270,1,00:00.0
52270,2,00:00.0
52271,1,00:00.0
52273,1,00:00.0
52274,1,00:00.0
52275,1,00:00.0
52275,2,00:00.0
52275,10,00:00.0
52276,1,00:00.0
52277,1,00:00.0
52277,2,00:00.0
52278,1,00:00.0
52279,1,00:00.0
52280,1,00:00.0
52281,1,00:00.0
52281,2,00:00.0
52283,1,00:00.0
52284,1,00:00.0
52284,10,00:00.0
52285,1,00:00.0
52285,10,00:00.0
52286,1,00:00.0
52287,1,00:00.0
52288,4,00:00.0
52289,1,00:00.0
52290,1,00:00.0
52291,1,00:00.0
52292,1,00:00.0
52293,1,00:00.0
52294,2,00:00.0
52295,6,00:00.0
52297,1,00:00.0
52298,1,00:00.0
52299,1,00:00.0
52300,1,00:00.0
52301,1,00:00.0
52302,1,00:00.0
52303,4,00:00.0
52304,1,00:00.0
52305,1,00:00.0
52306,1,00:00.0
52307,1,00:00.0
52308,1,00:00.0
52309,1,00:00.0
52309,10,00:00.0
52310,1,00:00.0
52311,1,00:00.0
52312,1,00:00.0
52314,1,00:00.0
52315,1,00:00.0
52316,4,00:00.0
52317,1,00:00.0
52318,1,00:00.0
52318,2,00:00.0
52319,1,00:00.0
52320,1,00:00.0
52321,1,00:00.0
52322,1,00:00.0
52323,1,00:00.0
52323,2,00:00.0
52324,1,00:00.0
52326,1,00:00.0
52327,1,00:00.0
52328,1,00:00.0
52329,1,00:00.0
52330,1,00:00.0
52331,1,00:00.0
52332,1,00:00.0
52333,4,00:00.0
52334,1,00:00.0
52335,1,00:00.0
52336,1,00:00.0
52337,1,00:00.0
52338,1,00:00.0
52339,1,00:00.0
52340,1,00:00.0
52341,1,00:00.0
52342,1,00:00.0
52343,6,00:00.0
52344,1,00:00.0
52345,1,00:00.0
52346,1,00:00.0
52347,1,00:00.0
52348,1,00:00.0
52349,1,00:00.0
52350,1,00:00.0
52351,1,00:00.0
52351,10,00:00.0
52352,1,00:00.0
52352,10,00:00.0
52353,1,00:00.0
52354,1,00:00.0
52355,1,00:00.0
52356,1,00:00.0
52357,1,00:00.0
52358,1,00:00.0
52359,4,00:00.0
52360,1,00:00.0
52361,1,00:00.0
52363,1,00:00.0
52363,2,00:00.0
52364,1,00:00.0
52365,1,00:00.0
52366,1,00:00.0
52367,1,00:00.0
52368,1,00:00.0
52369,1,00:00.0
52370,2,00:00.0
52371,1,00:00.0
52372,1,00:00.0
52373,1,00:00.0
52373,10,00:00.0
52374,1,00:00.0
52375,1,00:00.0
52376,1,00:00.0
52377,1,00:00.0
52378,1,00:00.0
52379,1,00:00.0
52380,1,00:00.0
52381,1,00:00.0
52382,1,00:00.0
52382,10,00:00.0
52383,1,00:00.0
52384,1,00:00.0
52386,1,00:00.0
52387,1,00:00.0
52388,1,00:00.0
52389,1,00:00.0
52390,1,00:00.0
52391,1,00:00.0
52392,1,00:00.0
52393,1,00:00.0
52394,1,00:00.0
52395,4,00:00.0
52396,1,00:00.0
52397,1,00:00.0
52398,1,00:00.0
52400,1,00:00.0
52402,1,00:00.0
52402,2,00:00.0
52403,1,00:00.0
52405,1,00:00.0
52406,5,00:00.0
52407,2,00:00.0
52408,2,00:00.0
52409,1,00:00.0
52410,1,00:00.0
52411,1,00:00.0
52412,1,00:00.0
52413,1,00:00.0
52414,1,00:00.0
52415,1,00:00.0
52416,1,00:00.0
52418,1,00:00.0
52419,4,00:00.0
52420,4,00:00.0
52421,1,00:00.0
52422,1,00:00.0
52423,1,00:00.0
52424,1,00:00.0
52425,1,00:00.0
52426,1,00:00.0
52427,1,00:00.0
52428,1,00:00.0
52429,1,00:00.0
52429,10,00:00.0
52430,1,00:00.0
52431,1,00:00.0
52432,1,00:00.0
52433,1,00:00.0
52434,1,00:00.0
52434,10,00:00.0
52435,1,00:00.0
52436,1,00:00.0
52437,1,00:00.0
52438,1,00:00.0
52439,1,00:00.0
52440,1,00:00.0
52442,1,00:00.0
52443,1,00:00.0
52444,1,00:00.0
52445,1,00:00.0
52446,1,00:00.0
52447,1,00:00.0
52448,1,00:00.0
52449,1,00:00.0
52450,6,00:00.0
52451,1,00:00.0
52451,2,00:00.0
52452,1,00:00.0
52452,2,00:00.0
52453,1,00:00.0
52454,1,00:00.0
52455,1,00:00.0
52455,2,00:00.0
52456,2,00:00.0
52457,1,00:00.0
52458,1,00:00.0
52458,2,00:00.0
52459,1,00:00.0
52460,1,00:00.0
52460,2,00:00.0
52461,1,00:00.0
52461,2,00:00.0
52462,1,00:00.0
52462,2,00:00.0
52463,1,00:00.0
52464,1,00:00.0
52464,2,00:00.0
52465,1,00:00.0
52465,2,00:00.0
52465,10,00:00.0
52466,5,00:00.0
52468,1,00:00.0
52468,2,00:00.0
52469,1,00:00.0
52470,1,00:00.0
52471,1,00:00.0
52472,1,00:00.0
52473,4,00:00.0
52474,1,00:00.0
52475,1,00:00.0
52476,6,00:00.0
52477,1,00:00.0
52479,1,00:00.0
52481,1,00:00.0
52482,1,00:00.0
52482,2,00:00.0
52483,1,00:00.0
52484,1,00:00.0
52485,1,00:00.0
52486,1,00:00.0
52487,1,00:00.0
52488,1,00:00.0
52489,1,00:00.0
52490,1,00:00.0
52490,10,00:00.0
52491,1,00:00.0
52492,1,00:00.0
