PurchaseOrderID,RevisionNumber,Status,EmployeeID,VendorID,ShipMethodID,OrderDate,ShipDate,SubTotal,TaxAmt,Freight,TotalDue,ModifiedDate
1035,4,4,257,1604,4,00:00.0,00:00.0,1839.5055,147.1604,45.9876,2032.6535,00:00.0
1036,4,4,261,1690,5,00:00.0,00:00.0,146.286,11.7029,3.6572,161.6461,00:00.0
1037,4,4,251,1566,5,00:00.0,00:00.0,102.564,8.2051,2.5641,113.3332,00:00.0
1038,4,4,253,1698,5,00:00.0,00:00.0,150.7905,12.0632,3.7698,166.6235,00:00.0
1039,4,4,255,1560,5,00:00.0,00:00.0,13669.425,1093.554,341.7356,15104.7146,00:00.0
1040,4,4,256,1692,5,00:00.0,00:00.0,2934.54,234.7632,73.3635,3242.6667,00:00.0
1041,4,4,259,1696,4,00:00.0,00:00.0,73377.15,5870.172,1834.4288,81081.7508,00:00.0
1042,4,4,260,1504,1,00:00.0,00:00.0,551.88,44.1504,13.797,609.8274,00:00.0
1043,4,4,258,1544,1,00:00.0,00:00.0,3176.25,254.1,79.4063,3509.7563,00:00.0
1044,4,4,254,1530,2,00:00.0,00:00.0,28072.275,2245.782,701.8069,31019.8639,00:00.0
1045,4,4,257,1508,1,00:00.0,00:00.0,37312.275,2984.982,932.8069,41230.0639,00:00.0
1046,4,4,261,1694,1,00:00.0,00:00.0,7623,609.84,190.575,8423.415,00:00.0
1047,4,4,251,1624,2,00:00.0,00:00.0,28297.5,2263.8,707.4375,31268.7375,00:00.0
1048,4,4,253,1548,2,00:00.0,00:00.0,59.9445,4.7956,1.4986,66.2387,00:00.0
1049,4,4,252,1598,4,00:00.0,00:00.0,598.878,47.9102,14.972,661.7602,00:00.0
1050,4,4,256,1658,5,00:00.0,00:00.0,43878.45,3510.276,1096.9613,48485.6873,00:00.0
1051,4,4,259,1536,4,00:00.0,00:00.0,481.887,38.551,12.0472,532.4852,00:00.0
1052,4,4,260,1568,1,00:00.0,00:00.0,10631.775,850.542,265.7944,11748.1114,00:00.0
1053,4,4,258,1648,5,00:00.0,00:00.0,142.4115,11.3929,3.5603,157.3647,00:00.0
1054,4,4,254,1646,2,00:00.0,00:00.0,28794.15,2303.532,719.8538,31817.5358,00:00.0
1055,4,4,257,1672,4,00:00.0,00:00.0,51807.3465,4144.5877,1295.1837,57247.1179,00:00.0
1056,4,4,261,1600,1,00:00.0,00:00.0,1276.275,102.102,31.9069,1410.2839,00:00.0
1057,4,4,258,1622,5,00:00.0,00:00.0,836.01,66.8808,20.9003,923.7911,00:00.0
1058,4,4,254,1632,5,00:00.0,00:00.0,62092.8,4967.424,1552.32,68612.544,00:00.0
1059,5,4,257,1608,5,00:00.0,00:00.0,5948.25,475.86,148.7063,6572.8163,00:00.0
1060,4,4,261,1576,5,00:00.0,00:00.0,91117.95,7289.436,2277.9488,100685.3348,00:00.0
1061,4,4,251,1590,1,00:00.0,00:00.0,525,42,13.125,580.125,00:00.0
1062,4,4,253,1514,3,00:00.0,00:00.0,1721.79,137.7432,43.0448,1902.578,00:00.0
1063,4,4,255,1498,4,00:00.0,00:00.0,26455.275,2116.422,661.3819,29233.0789,00:00.0
1064,4,4,256,1674,2,00:00.0,00:00.0,944.37,75.5496,23.6093,1043.5289,00:00.0
1065,4,4,251,1522,1,00:00.0,00:00.0,2003.925,160.314,50.0981,2214.3371,00:00.0
1066,4,4,253,1570,2,00:00.0,00:00.0,50860.425,4068.834,1271.5106,56200.7696,00:00.0
1067,4,4,255,1516,1,00:00.0,00:00.0,454.86,36.3888,11.3715,502.6203,00:00.0
1068,4,4,252,1506,5,00:00.0,00:00.0,43878.45,3510.276,1096.9613,48485.6873,00:00.0
1069,4,4,259,1626,2,00:00.0,00:00.0,7132.125,570.57,178.3031,7880.9981,00:00.0
1070,4,4,260,1542,2,00:00.0,00:00.0,28343.7,2267.496,708.5925,31319.7885,00:00.0
1071,4,4,258,1610,4,00:00.0,00:00.0,22516.725,1801.338,562.9181,24880.9811,00:00.0
1072,4,4,250,1638,5,00:00.0,00:00.0,34644.225,2771.538,866.1056,38281.8686,00:00.0
1073,4,4,257,1582,5,00:00.0,00:00.0,427.9275,34.2342,10.6982,472.8599,00:00.0
1074,4,3,261,1510,5,00:00.0,00:00.0,143.0415,11.4433,3.576,158.0608,00:00.0
1075,4,4,251,1526,2,00:00.0,00:00.0,28199.325,2255.946,704.9831,31160.2541,00:00.0
1076,4,4,253,1644,1,00:00.0,00:00.0,3713.325,297.066,92.8331,4103.2241,00:00.0
1077,4,4,255,1680,5,00:00.0,00:00.0,63831.075,5106.486,1595.7769,70533.3379,00:00.0
1078,4,4,256,1584,5,00:00.0,00:00.0,16340.31,1307.2248,408.5078,18056.0426,00:00.0
1079,5,4,259,1620,5,00:00.0,00:00.0,5711.475,456.918,142.7869,6311.1799,00:00.0
1080,4,4,260,1666,5,00:00.0,00:00.0,429.345,34.3476,10.7336,474.4262,00:00.0
1081,4,4,259,1652,4,00:00.0,00:00.0,51588.075,4127.046,1289.7019,57004.8229,00:00.0
1082,4,4,260,1578,3,00:00.0,00:00.0,36122.625,2889.81,903.0656,39915.5006,00:00.0
1083,4,4,258,1538,5,00:00.0,00:00.0,37843.575,3027.486,946.0894,41817.1504,00:00.0
1084,6,4,254,1556,4,00:00.0,00:00.0,25531.275,2042.502,638.2819,28212.0589,00:00.0
1085,4,4,257,1554,4,00:00.0,00:00.0,1094.7825,87.5826,27.3696,1209.7347,00:00.0
1086,4,4,261,1688,4,00:00.0,00:00.0,125.748,10.0598,3.1437,138.9515,00:00.0
1087,4,4,251,1580,5,00:00.0,00:00.0,150.7905,12.0632,3.7698,166.6235,00:00.0
1088,4,4,253,1496,5,00:00.0,00:00.0,690.4485,55.2359,17.2612,762.9456,00:00.0
1089,4,4,252,1494,2,00:00.0,00:00.0,8847.3,707.784,221.1825,9776.2665,00:00.0
1090,4,4,256,1650,5,00:00.0,00:00.0,171.0765,13.6861,4.2769,189.0395,00:00.0
1091,4,4,259,1654,4,00:00.0,00:00.0,20397.3,1631.784,509.9325,22539.0165,00:00.0
1092,4,4,260,1664,3,00:00.0,00:00.0,14628.075,1170.246,365.7019,16164.0229,00:00.0
1093,4,4,258,1678,3,00:00.0,00:00.0,58685.55,4694.844,1467.1388,64847.5328,00:00.0
1094,5,4,254,1616,4,00:00.0,00:00.0,228.123,18.2498,5.7031,252.0759,00:00.0
1095,4,4,257,1492,4,00:00.0,00:00.0,593.586,47.4869,14.8397,655.9126,00:00.0
1096,4,4,261,1602,5,00:00.0,00:00.0,1525.23,122.0184,38.1308,1685.3792,00:00.0
1097,4,4,251,1540,5,00:00.0,00:00.0,776.79,62.1432,19.4198,858.353,00:00.0
1098,4,4,253,1628,5,00:00.0,00:00.0,34644.225,2771.538,866.1056,38281.8686,00:00.0
1099,4,4,255,1604,4,00:00.0,00:00.0,1839.5055,147.1604,45.9876,2032.6535,00:00.0
1100,4,4,252,1690,5,00:00.0,00:00.0,146.286,11.7029,3.6572,161.6461,00:00.0
1101,4,4,259,1566,5,00:00.0,00:00.0,102.564,8.2051,2.5641,113.3332,00:00.0
1102,4,4,260,1698,5,00:00.0,00:00.0,150.7905,12.0632,3.7698,166.6235,00:00.0
1103,4,4,258,1560,5,00:00.0,00:00.0,13669.425,1093.554,341.7356,15104.7146,00:00.0
1104,4,3,250,1692,5,00:00.0,00:00.0,6444.9,515.592,161.1225,7121.6145,00:00.0
1105,4,4,257,1696,2,00:00.0,00:00.0,50860.425,4068.834,1271.5106,56200.7696,00:00.0
1106,4,4,261,1504,1,00:00.0,00:00.0,551.88,44.1504,13.797,609.8274,00:00.0
1107,4,4,251,1544,1,00:00.0,00:00.0,6987.75,559.02,174.6938,7721.4638,00:00.0
1108,4,4,253,1530,2,00:00.0,00:00.0,28072.275,2245.782,701.8069,31019.8639,00:00.0
1109,4,4,255,1508,1,00:00.0,00:00.0,37312.275,2984.982,932.8069,41230.0639,00:00.0
1110,4,4,256,1694,1,00:00.0,00:00.0,7623,609.84,190.575,8423.415,00:00.0
1111,4,4,259,1624,2,00:00.0,00:00.0,28297.5,2263.8,707.4375,31268.7375,00:00.0
1112,4,4,260,1548,2,00:00.0,00:00.0,59.9445,4.7956,1.4986,66.2387,00:00.0
1113,4,4,258,1598,4,00:00.0,00:00.0,339.255,27.1404,8.4814,374.8768,00:00.0
1114,4,4,254,1658,5,00:00.0,00:00.0,43878.45,3510.276,1096.9613,48485.6873,00:00.0
1115,4,4,257,1536,4,00:00.0,00:00.0,2423.232,193.8586,60.5808,2677.6714,00:00.0
1116,4,4,261,1568,2,00:00.0,00:00.0,29989.575,2399.166,749.7394,33138.4804,00:00.0
1117,4,4,251,1648,5,00:00.0,00:00.0,142.4115,11.3929,3.5603,157.3647,00:00.0
1118,4,4,253,1646,5,00:00.0,00:00.0,19236.525,1538.922,480.9131,21256.3601,00:00.0
1119,4,4,255,1672,4,00:00.0,00:00.0,693.5985,55.4879,17.34,766.4264,00:00.0
1120,4,4,256,1600,1,00:00.0,00:00.0,1276.275,102.102,31.9069,1410.2839,00:00.0
1121,4,4,259,1522,1,00:00.0,00:00.0,2003.925,160.314,50.0981,2214.3371,00:00.0
1122,5,4,250,1570,2,00:00.0,00:00.0,28343.7,2267.496,708.5925,31319.7885,00:00.0
1123,4,4,258,1516,1,00:00.0,00:00.0,454.86,36.3888,11.3715,502.6203,00:00.0
1124,4,4,254,1506,5,00:00.0,00:00.0,43878.45,3510.276,1096.9613,48485.6873,00:00.0
1125,4,4,257,1626,2,00:00.0,00:00.0,7132.125,570.57,178.3031,7880.9981,00:00.0
1126,4,4,261,1542,2,00:00.0,00:00.0,28343.7,2267.496,708.5925,31319.7885,00:00.0
1127,4,4,251,1610,4,00:00.0,00:00.0,22516.725,1801.338,562.9181,24880.9811,00:00.0
1128,4,4,253,1638,5,00:00.0,00:00.0,34644.225,2771.538,866.1056,38281.8686,00:00.0
1129,4,4,255,1582,4,00:00.0,00:00.0,662.6655,53.0132,16.5666,732.2453,00:00.0
1130,4,4,256,1510,5,00:00.0,00:00.0,143.0415,11.4433,3.576,158.0608,00:00.0
1131,4,4,259,1526,2,00:00.0,00:00.0,28199.325,2255.946,704.9831,31160.2541,00:00.0
1132,4,4,260,1644,1,00:00.0,00:00.0,3713.325,297.066,92.8331,4103.2241,00:00.0
1133,4,4,250,1680,5,00:00.0,00:00.0,63831.075,5106.486,1595.7769,70533.3379,00:00.0
1134,4,4,254,1584,5,00:00.0,00:00.0,6540.66,523.2528,163.5165,7227.4293,00:00.0
1135,4,4,257,1620,5,00:00.0,00:00.0,5711.475,456.918,142.7869,6311.1799,00:00.0
1136,4,4,261,1666,4,00:00.0,00:00.0,540.8865,43.2709,13.5222,597.6796,00:00.0
1137,4,4,251,1592,2,00:00.0,00:00.0,97.965,7.8372,2.4491,108.2513,00:00.0
1138,4,4,253,1618,4,00:00.0,00:00.0,114.471,9.1577,2.8618,126.4905,00:00.0
1139,4,4,255,1612,4,00:00.0,00:00.0,132.6465,10.6117,3.3162,146.5744,00:00.0
1140,5,4,256,1586,5,00:00.0,00:00.0,43878.45,3510.276,1096.9613,48485.6873,00:00.0
1141,4,4,259,1500,1,00:00.0,00:00.0,418.95,33.516,10.4738,462.9398,00:00.0
1142,4,4,260,1656,4,00:00.0,00:00.0,272.4435,21.7955,6.8111,301.0501,00:00.0
1143,4,4,258,1572,1,00:00.0,00:00.0,461.79,36.9432,11.5448,510.278,00:00.0
1144,4,4,254,1562,4,00:00.0,00:00.0,259.8435,20.7875,6.4961,287.1271,00:00.0
1145,4,4,257,1662,2,00:00.0,00:00.0,37.0755,2.966,0.9269,40.9684,00:00.0
1146,4,4,261,1682,4,00:00.0,00:00.0,21558.075,1724.646,538.9519,23821.6729,00:00.0
1147,4,4,251,1686,4,00:00.0,00:00.0,663.6735,53.0939,16.5918,733.3592,00:00.0
1148,4,4,253,1684,5,00:00.0,00:00.0,86220.75,6897.66,2155.5188,95273.9288,00:00.0
1149,4,4,255,1534,4,00:00.0,00:00.0,602.2485,48.1799,15.0562,665.4846,00:00.0
1150,4,4,256,1614,4,00:00.0,00:00.0,409.5,32.76,10.2375,452.4975,00:00.0
1151,4,4,252,1588,5,00:00.0,00:00.0,40471.2,3237.696,1011.78,44720.676,00:00.0
1152,4,4,260,1622,4,00:00.0,00:00.0,253.323,20.2658,6.3331,279.9219,00:00.0
1153,4,4,258,1632,5,00:00.0,00:00.0,62092.8,4967.424,1552.32,68612.544,00:00.0
1154,4,4,254,1608,5,00:00.0,00:00.0,5948.25,475.86,148.7063,6572.8163,00:00.0
1155,4,4,257,1576,5,00:00.0,00:00.0,91117.95,7289.436,2277.9488,100685.3348,00:00.0
1156,4,4,261,1590,1,00:00.0,00:00.0,525,42,13.125,580.125,00:00.0
1157,4,4,250,1514,5,00:00.0,00:00.0,2003.6835,160.2947,50.0921,2214.0703,00:00.0
1158,4,4,253,1498,4,00:00.0,00:00.0,26455.275,2116.422,661.3819,29233.0789,00:00.0
1159,5,4,255,1674,2,00:00.0,00:00.0,944.37,75.5496,23.6093,1043.5289,00:00.0
1160,4,4,256,1652,4,00:00.0,00:00.0,48186.6,3854.928,1204.665,53246.193,00:00.0
1161,4,4,259,1578,5,00:00.0,00:00.0,26720.925,2137.674,668.0231,29526.6221,00:00.0
1162,4,4,260,1538,5,00:00.0,00:00.0,37843.575,3027.486,946.0894,41817.1504,00:00.0
1163,4,4,258,1556,4,00:00.0,00:00.0,25531.275,2042.502,638.2819,28212.0589,00:00.0
1164,4,4,254,1554,5,00:00.0,00:00.0,278.838,22.307,6.971,308.116,00:00.0
1165,4,4,252,1688,4,00:00.0,00:00.0,125.748,10.0598,3.1437,138.9515,00:00.0
1166,4,4,261,1580,5,00:00.0,00:00.0,150.7905,12.0632,3.7698,166.6235,00:00.0
1167,4,4,251,1496,4,00:00.0,00:00.0,751.59,60.1272,18.7898,830.507,00:00.0
1168,6,4,253,1494,2,00:00.0,00:00.0,8847.3,707.784,221.1825,9776.2665,00:00.0
1169,4,4,255,1650,5,00:00.0,00:00.0,171.0765,13.6861,4.2769,189.0395,00:00.0
1170,4,4,256,1654,4,00:00.0,00:00.0,20397.3,1631.784,509.9325,22539.0165,00:00.0
1171,4,4,259,1664,3,00:00.0,00:00.0,14628.075,1170.246,365.7019,16164.0229,00:00.0
1172,4,4,260,1678,3,00:00.0,00:00.0,33350.625,2668.05,833.7656,36852.4406,00:00.0
1173,4,4,258,1616,4,00:00.0,00:00.0,339.255,27.1404,8.4814,374.8768,00:00.0
1174,4,4,254,1492,5,00:00.0,00:00.0,278.838,22.307,6.971,308.116,00:00.0
1175,4,4,257,1602,5,00:00.0,00:00.0,1796.0355,143.6828,44.9009,1984.6192,00:00.0
1176,4,4,261,1540,4,00:00.0,00:00.0,484.407,38.7526,12.1102,535.2698,00:00.0
1177,4,4,251,1628,5,00:00.0,00:00.0,34644.225,2771.538,866.1056,38281.8686,00:00.0
1178,4,4,253,1604,4,00:00.0,00:00.0,1839.5055,147.1604,45.9876,2032.6535,00:00.0
1179,4,4,255,1690,5,00:00.0,00:00.0,146.286,11.7029,3.6572,161.6461,00:00.0
1180,4,4,256,1566,5,00:00.0,00:00.0,102.564,8.2051,2.5641,113.3332,00:00.0
1181,4,4,259,1698,5,00:00.0,00:00.0,150.7905,12.0632,3.7698,166.6235,00:00.0
1182,4,4,260,1560,5,00:00.0,00:00.0,13669.425,1093.554,341.7356,15104.7146,00:00.0
1183,4,4,258,1692,5,00:00.0,00:00.0,9948.33,795.8664,248.7083,10992.9047,00:00.0
1184,4,4,254,1696,2,00:00.0,00:00.0,28343.7,2267.496,708.5925,31319.7885,00:00.0
1185,4,4,257,1504,1,00:00.0,00:00.0,551.88,44.1504,13.797,609.8274,00:00.0
1186,4,4,261,1544,1,00:00.0,00:00.0,6987.75,559.02,174.6938,7721.4638,00:00.0
1187,4,4,251,1530,2,00:00.0,00:00.0,28072.275,2245.782,701.8069,31019.8639,00:00.0
1188,4,4,253,1508,1,00:00.0,00:00.0,37312.275,2984.982,932.8069,41230.0639,00:00.0
1189,4,4,252,1694,1,00:00.0,00:00.0,7623,609.84,190.575,8423.415,00:00.0
1190,4,4,256,1624,2,00:00.0,00:00.0,28297.5,2263.8,707.4375,31268.7375,00:00.0
1191,4,4,259,1548,2,00:00.0,00:00.0,59.9445,4.7956,1.4986,66.2387,00:00.0
1192,4,4,260,1598,4,00:00.0,00:00.0,117.432,9.3946,2.9358,129.7624,00:00.0
1193,4,4,258,1658,5,00:00.0,00:00.0,43878.45,3510.276,1096.9613,48485.6873,00:00.0
1194,5,4,254,1536,4,00:00.0,00:00.0,247.2435,19.7795,6.1811,273.2041,00:00.0
1195,4,4,257,1568,2,00:00.0,00:00.0,49376.25,3950.1,1234.4063,54560.7563,00:00.0
1196,4,4,261,1648,5,00:00.0,00:00.0,142.4115,11.3929,3.5603,157.3647,00:00.0
1197,4,4,251,1646,2,00:00.0,00:00.0,48030.675,3842.454,1200.7669,53073.8959,00:00.0
1198,4,4,253,1672,4,00:00.0,00:00.0,51113.748,4089.0998,1277.8437,56480.6915,00:00.0
1199,4,4,255,1600,1,00:00.0,00:00.0,1276.275,102.102,31.9069,1410.2839,00:00.0
1200,4,4,252,1522,1,00:00.0,00:00.0,2003.925,160.314,50.0981,2214.3371,00:00.0
1201,4,4,259,1570,4,00:00.0,00:00.0,22516.725,1801.338,562.9181,24880.9811,00:00.0
1202,4,4,260,1516,1,00:00.0,00:00.0,454.86,36.3888,11.3715,502.6203,00:00.0
1203,4,4,258,1506,5,00:00.0,00:00.0,43878.45,3510.276,1096.9613,48485.6873,00:00.0
1204,4,3,250,1626,2,00:00.0,00:00.0,7132.125,570.57,178.3031,7880.9981,00:00.0
1205,4,4,257,1542,2,00:00.0,00:00.0,28343.7,2267.496,708.5925,31319.7885,00:00.0
1206,4,4,261,1610,4,00:00.0,00:00.0,22516.725,1801.338,562.9181,24880.9811,00:00.0
1207,4,4,251,1638,5,00:00.0,00:00.0,34644.225,2771.538,866.1056,38281.8686,00:00.0
1208,4,4,253,1582,4,00:00.0,00:00.0,625.086,50.0069,15.6272,690.7201,00:00.0
1209,4,4,255,1510,5,00:00.0,00:00.0,143.0415,11.4433,3.576,158.0608,00:00.0
1210,4,4,256,1526,2,00:00.0,00:00.0,28199.325,2255.946,704.9831,31160.2541,00:00.0
1211,4,4,259,1644,1,00:00.0,00:00.0,3713.325,297.066,92.8331,4103.2241,00:00.0
1212,4,4,260,1680,5,00:00.0,00:00.0,43878.45,3510.276,1096.9613,48485.6873,00:00.0
1213,4,4,258,1584,5,00:00.0,00:00.0,9799.65,783.972,244.9913,10828.6133,00:00.0
1214,4,4,254,1620,5,00:00.0,00:00.0,5711.475,456.918,142.7869,6311.1799,00:00.0
1215,4,4,257,1666,4,00:00.0,00:00.0,1099.035,87.9228,27.4759,1214.4337,00:00.0
1216,4,4,261,1592,2,00:00.0,00:00.0,97.965,7.8372,2.4491,108.2513,00:00.0
1217,4,4,251,1618,4,00:00.0,00:00.0,114.471,9.1577,2.8618,126.4905,00:00.0
1218,5,4,253,1612,4,00:00.0,00:00.0,132.6465,10.6117,3.3162,146.5744,00:00.0
1219,4,4,255,1586,5,00:00.0,00:00.0,43878.45,3510.276,1096.9613,48485.6873,00:00.0
1220,4,4,256,1500,1,00:00.0,00:00.0,418.95,33.516,10.4738,462.9398,00:00.0
1221,4,4,259,1656,4,00:00.0,00:00.0,513.1665,41.0533,12.8292,567.049,00:00.0
1222,4,4,250,1572,1,00:00.0,00:00.0,461.79,36.9432,11.5448,510.278,00:00.0
1223,4,4,258,1562,4,00:00.0,00:00.0,364.455,29.1564,9.1114,402.7228,00:00.0
1224,4,4,254,1662,2,00:00.0,00:00.0,37.0755,2.966,0.9269,40.9684,00:00.0
1225,4,4,257,1682,4,00:00.0,00:00.0,21558.075,1724.646,538.9519,23821.6729,00:00.0
1226,4,4,261,1686,4,00:00.0,00:00.0,507.087,40.567,12.6772,560.3312,00:00.0
1227,4,4,251,1684,5,00:00.0,00:00.0,86220.75,6897.66,2155.5188,95273.9288,00:00.0
1228,4,4,253,1534,4,00:00.0,00:00.0,111.5415,8.9233,2.7885,123.2533,00:00.0
1229,4,4,255,1614,4,00:00.0,00:00.0,390.6,31.248,9.765,431.613,00:00.0
1230,4,4,256,1588,5,00:00.0,00:00.0,40471.2,3237.696,1011.78,44720.676,00:00.0
1231,4,4,259,1622,4,00:00.0,00:00.0,136.332,10.9066,3.4083,150.6469,00:00.0
1232,4,4,260,1632,5,00:00.0,00:00.0,38421.075,3073.686,960.5269,42455.2879,00:00.0
1233,4,4,250,1608,5,00:00.0,00:00.0,5948.25,475.86,148.7063,6572.8163,00:00.0
1234,4,4,254,1576,5,00:00.0,00:00.0,91117.95,7289.436,2277.9488,100685.3348,00:00.0
1235,4,4,257,1590,1,00:00.0,00:00.0,525,42,13.125,580.125,00:00.0
1236,4,4,261,1514,5,00:00.0,00:00.0,2003.6835,160.2947,50.0921,2214.0703,00:00.0
1237,4,4,251,1498,4,00:00.0,00:00.0,26455.275,2116.422,661.3819,29233.0789,00:00.0
1238,4,4,253,1674,2,00:00.0,00:00.0,944.37,75.5496,23.6093,1043.5289,00:00.0
1239,4,4,255,1652,1,00:00.0,00:00.0,3401.475,272.118,85.0369,3758.6299,00:00.0
1240,4,4,256,1578,3,00:00.0,00:00.0,62843.55,5027.484,1571.0888,69442.1228,00:00.0
1241,4,4,259,1538,5,00:00.0,00:00.0,37843.575,3027.486,946.0894,41817.1504,00:00.0
1242,4,4,260,1556,4,00:00.0,00:00.0,25531.275,2042.502,638.2819,28212.0589,00:00.0
1243,4,4,258,1554,5,00:00.0,00:00.0,415.3275,33.2262,10.3832,458.9369,00:00.0
1244,4,4,254,1688,4,00:00.0,00:00.0,125.748,10.0598,3.1437,138.9515,00:00.0
1245,6,4,257,1580,5,00:00.0,00:00.0,150.7905,12.0632,3.7698,166.6235,00:00.0
1246,4,4,261,1496,4,00:00.0,00:00.0,347.445,27.7956,8.6861,383.9267,00:00.0
1247,4,4,251,1494,2,00:00.0,00:00.0,8847.3,707.784,221.1825,9776.2665,00:00.0
1248,4,4,253,1650,5,00:00.0,00:00.0,171.0765,13.6861,4.2769,189.0395,00:00.0
1249,4,4,255,1654,4,00:00.0,00:00.0,20397.3,1631.784,509.9325,22539.0165,00:00.0
1250,5,4,256,1664,3,00:00.0,00:00.0,14628.075,1170.246,365.7019,16164.0229,00:00.0
1251,4,4,252,1678,4,00:00.0,00:00.0,25334.925,2026.794,633.3731,27995.0921,00:00.0
1252,4,4,260,1616,4,00:00.0,00:00.0,260.1585,20.8127,6.504,287.4752,00:00.0
1253,4,4,258,1492,5,00:00.0,00:00.0,415.3275,33.2262,10.3832,458.9369,00:00.0
1254,4,4,254,1602,5,00:00.0,00:00.0,270.8055,21.6644,6.7701,299.24,00:00.0
1255,4,4,257,1540,4,00:00.0,00:00.0,3052.5075,244.2006,76.3127,3373.0208,00:00.0
1256,4,4,261,1628,5,00:00.0,00:00.0,34644.225,2771.538,866.1056,38281.8686,00:00.0
1257,4,4,250,1604,4,00:00.0,00:00.0,1839.5055,147.1604,45.9876,2032.6535,00:00.0
1258,4,4,253,1690,5,00:00.0,00:00.0,146.286,11.7029,3.6572,161.6461,00:00.0
1259,4,4,255,1566,5,00:00.0,00:00.0,102.564,8.2051,2.5641,113.3332,00:00.0
1260,4,4,256,1698,5,00:00.0,00:00.0,150.7905,12.0632,3.7698,166.6235,00:00.0
1261,4,4,259,1560,5,00:00.0,00:00.0,13669.425,1093.554,341.7356,15104.7146,00:00.0
1262,4,4,260,1692,5,00:00.0,00:00.0,6444.9,515.592,161.1225,7121.6145,00:00.0
1263,4,4,258,1696,4,00:00.0,00:00.0,50860.425,4068.834,1271.5106,56200.7696,00:00.0
1264,4,4,254,1504,1,00:00.0,00:00.0,551.88,44.1504,13.797,609.8274,00:00.0
1265,4,4,252,1544,1,00:00.0,00:00.0,6987.75,559.02,174.6938,7721.4638,00:00.0
1266,4,4,261,1530,2,00:00.0,00:00.0,28072.275,2245.782,701.8069,31019.8639,00:00.0
1267,4,4,251,1508,1,00:00.0,00:00.0,37312.275,2984.982,932.8069,41230.0639,00:00.0
1268,4,4,253,1694,1,00:00.0,00:00.0,7623,609.84,190.575,8423.415,00:00.0
1269,4,4,255,1624,2,00:00.0,00:00.0,28297.5,2263.8,707.4375,31268.7375,00:00.0
1270,4,4,256,1548,2,00:00.0,00:00.0,59.9445,4.7956,1.4986,66.2387,00:00.0
1271,4,4,259,1598,4,00:00.0,00:00.0,487.9665,39.0373,12.1992,539.203,00:00.0
1272,4,4,260,1658,5,00:00.0,00:00.0,43878.45,3510.276,1096.9613,48485.6873,00:00.0
1273,4,4,258,1536,4,00:00.0,00:00.0,345.555,27.6444,8.6389,381.8383,00:00.0
1274,4,4,254,1568,2,00:00.0,00:00.0,15153.6,1212.288,378.84,16744.728,00:00.0
1275,4,4,257,1648,5,00:00.0,00:00.0,142.4115,11.3929,3.5603,157.3647,00:00.0
1276,4,4,261,1646,2,00:00.0,00:00.0,48030.675,3842.454,1200.7669,53073.8959,00:00.0
1277,4,4,251,1672,4,00:00.0,00:00.0,823.41,65.8728,20.5853,909.8681,00:00.0
1278,4,4,253,1600,1,00:00.0,00:00.0,1276.275,102.102,31.9069,1410.2839,00:00.0
1279,4,4,255,1522,1,00:00.0,00:00.0,2003.925,160.314,50.0981,2214.3371,00:00.0
1280,5,4,256,1570,2,00:00.0,00:00.0,50860.425,4068.834,1271.5106,56200.7696,00:00.0
1281,4,4,259,1516,1,00:00.0,00:00.0,454.86,36.3888,11.3715,502.6203,00:00.0
1282,4,4,260,1506,5,00:00.0,00:00.0,43878.45,3510.276,1096.9613,48485.6873,00:00.0
1283,4,4,258,1626,2,00:00.0,00:00.0,7132.125,570.57,178.3031,7880.9981,00:00.0
1284,4,4,254,1542,2,00:00.0,00:00.0,28343.7,2267.496,708.5925,31319.7885,00:00.0
1285,4,4,257,1610,4,00:00.0,00:00.0,22516.725,1801.338,562.9181,24880.9811,00:00.0
1286,4,4,261,1638,5,00:00.0,00:00.0,34644.225,2771.538,866.1056,38281.8686,00:00.0
1287,4,4,251,1582,5,00:00.0,00:00.0,836.955,66.9564,20.9239,924.8353,00:00.0
1288,4,4,253,1510,5,00:00.0,00:00.0,143.0415,11.4433,3.576,158.0608,00:00.0
1289,4,4,252,1526,2,00:00.0,00:00.0,28199.325,2255.946,704.9831,31160.2541,00:00.0
1290,4,4,256,1644,1,00:00.0,00:00.0,3713.325,297.066,92.8331,4103.2241,00:00.0
1291,4,4,259,1680,4,00:00.0,00:00.0,19952.625,1596.21,498.8156,22047.6506,00:00.0
1292,4,4,260,1584,5,00:00.0,00:00.0,6540.66,523.2528,163.5165,7227.4293,00:00.0
1293,4,4,258,1620,5,00:00.0,00:00.0,5711.475,456.918,142.7869,6311.1799,00:00.0
1294,4,4,254,1666,5,00:00.0,00:00.0,279.783,22.3826,6.9946,309.1602,00:00.0
1295,4,4,257,1592,2,00:00.0,00:00.0,97.965,7.8372,2.4491,108.2513,00:00.0
1296,4,4,261,1618,4,00:00.0,00:00.0,114.471,9.1577,2.8618,126.4905,00:00.0
1297,4,4,251,1612,4,00:00.0,00:00.0,132.6465,10.6117,3.3162,146.5744,00:00.0
1298,4,4,253,1586,5,00:00.0,00:00.0,43878.45,3510.276,1096.9613,48485.6873,00:00.0
1299,4,4,255,1500,1,00:00.0,00:00.0,418.95,33.516,10.4738,462.9398,00:00.0
1300,4,4,252,1656,4,00:00.0,00:00.0,396.9945,31.7596,9.9249,438.679,00:00.0
1301,4,4,259,1572,1,00:00.0,00:00.0,461.79,36.9432,11.5448,510.278,00:00.0
