CurrencyRateID,CurrencyRateDate,FromCurrencyCode,ToCurrencyCode,AverageRate,EndOfDayRate,ModifiedDate
3620,00:00.0,USD,GBP,0.6857,0.6855,00:00.0
3621,00:00.0,USD,JPY,105.879,105.797,00:00.0
3622,00:00.0,USD,MXN,9.2211,9.217,00:00.0
3623,00:00.0,USD,SAR,3.7509,3.7454,00:00.0
3624,00:00.0,USD,VEB,689.7599,689.6699,00:00.0
3625,00:00.0,USD,ARS,0.9998,1.0004,00:00.0
3626,00:00.0,USD,AUD,1.7589,1.7598,00:00.0
3627,00:00.0,USD,BRL,1.823,1.826,00:00.0
3628,00:00.0,USD,CAD,1.4763,1.4811,00:00.0
3629,00:00.0,USD,CNY,8.2797,8.2803,00:00.0
3630,00:00.0,USD,EUR,1.1232,1.1238,00:00.0
3631,00:00.0,USD,GBP,0.6875,0.6882,00:00.0
3632,00:00.0,USD,JPY,105.872,105.908,00:00.0
3633,00:00.0,USD,MXN,9.2797,9.2829,00:00.0
3634,00:00.0,USD,SAR,3.7509,3.7561,00:00.0
3635,00:00.0,USD,VEB,690.2619,690.36,00:00.0
3636,00:00.0,USD,ARS,0.9998,0.9992,00:00.0
3637,00:00.0,USD,AUD,1.7699,1.7697,00:00.0
3638,00:00.0,USD,BRL,1.8213,1.814,00:00.0
3639,00:00.0,USD,CAD,1.4816,1.4792,00:00.0
3640,00:00.0,USD,CNY,8.2802,8.2796,00:00.0
3641,00:00.0,USD,EUR,1.1487,1.1477,00:00.0
3642,00:00.0,USD,GBP,0.6952,0.6944,00:00.0
3643,00:00.0,USD,JPY,105.979,105.921,00:00.0
3644,00:00.0,USD,MXN,9.3411,9.336,00:00.0
3645,00:00.0,USD,SAR,3.7509,3.7423,00:00.0
3646,00:00.0,USD,VEB,690,690,00:00.0
3647,00:00.0,USD,ARS,0.9998,1.0002,00:00.0
3648,00:00.0,USD,AUD,1.7888,1.7894,00:00.0
3649,00:00.0,USD,BRL,1.82,1.824,00:00.0
3650,00:00.0,USD,CAD,1.4776,1.4859,00:00.0
3651,00:00.0,USD,CNY,8.2797,8.28,00:00.0
3652,00:00.0,USD,EUR,1.1466,1.147,00:00.0
3653,00:00.0,USD,GBP,0.6957,0.6964,00:00.0
3654,00:00.0,USD,JPY,105.117,105.136,00:00.0
3655,00:00.0,USD,MXN,9.2959,9.304,00:00.0
3656,00:00.0,USD,SAR,3.7507,3.7591,00:00.0
3657,00:00.0,USD,VEB,690,690.0099,00:00.0
3658,00:00.0,USD,ARS,0.9993,0.9992,00:00.0
3659,00:00.0,USD,AUD,1.7978,1.7977,00:00.0
3660,00:00.0,USD,BRL,1.819,1.8149,00:00.0
3661,00:00.0,USD,CAD,1.478,1.4746,00:00.0
3662,00:00.0,USD,CNY,8.2802,8.2797,00:00.0
3663,00:00.0,USD,EUR,1.1507,1.1497,00:00.0
3664,00:00.0,USD,GBP,0.7048,0.7046,00:00.0
3665,00:00.0,USD,JPY,106.18,106.16,00:00.0
3666,00:00.0,USD,MXN,9.317,9.31,00:00.0
3667,00:00.0,USD,SAR,3.7507,3.7444,00:00.0
3668,00:00.0,USD,VEB,690.25,690.24,00:00.0
3669,00:00.0,USD,ARS,0.9993,0.9996,00:00.0
3670,00:00.0,USD,AUD,1.8005,1.8013,00:00.0
3671,00:00.0,USD,BRL,1.818,1.826,00:00.0
3672,00:00.0,USD,CAD,1.4775,1.4798,00:00.0
3673,00:00.0,USD,CNY,8.2802,8.2805,00:00.0
3674,00:00.0,USD,EUR,1.1538,1.1541,00:00.0
3675,00:00.0,USD,GBP,0.7072,0.708,00:00.0
3676,00:00.0,USD,JPY,106.07,106.107,00:00.0
3677,00:00.0,USD,MXN,9.317,9.32,00:00.0
3678,00:00.0,USD,SAR,3.7509,3.7555,00:00.0
3679,00:00.0,USD,VEB,690.25,690.2599,00:00.0
3680,00:00.0,USD,ARS,0.9993,0.9993,00:00.0
3681,00:00.0,USD,AUD,1.8005,1.8001,00:00.0
3682,00:00.0,USD,BRL,1.818,1.8109,00:00.0
3683,00:00.0,USD,CAD,1.4776,1.4741,00:00.0
3684,00:00.0,USD,CNY,8.2802,8.2797,00:00.0
3685,00:00.0,USD,EUR,1.1538,1.1536,00:00.0
3686,00:00.0,USD,GBP,0.7072,0.7064,00:00.0
3687,00:00.0,USD,JPY,106.071,106.018,00:00.0
3688,00:00.0,USD,MXN,9.317,9.3089,00:00.0
3689,00:00.0,USD,SAR,3.7509,3.7465,00:00.0
3690,00:00.0,USD,VEB,690.25,690.21,00:00.0
3691,00:00.0,USD,ARS,0.9998,1.0004,00:00.0
3692,00:00.0,USD,AUD,1.7822,1.7826,00:00.0
3693,00:00.0,USD,BRL,1.8227,1.823,00:00.0
3694,00:00.0,USD,CAD,1.4813,1.4844,00:00.0
3695,00:00.0,USD,CNY,8.2794,8.2796,00:00.0
3696,00:00.0,USD,EUR,1.1638,1.1647,00:00.0
3697,00:00.0,USD,GBP,0.7115,0.7122,00:00.0
3698,00:00.0,USD,JPY,106.095,106.113,00:00.0
3699,00:00.0,USD,MXN,9.2584,9.259,00:00.0
3700,00:00.0,USD,SAR,3.7509,3.7595,00:00.0
3701,00:00.0,USD,VEB,689.9529,689.97,00:00.0
3702,00:00.0,USD,ARS,0.9998,0.9997,00:00.0
3703,00:00.0,USD,AUD,1.7931,1.7929,00:00.0
3704,00:00.0,USD,BRL,1.8299,1.824,00:00.0
3705,00:00.0,USD,CAD,1.4819,1.4803,00:00.0
3706,00:00.0,USD,CNY,8.2795,8.2795,00:00.0
3707,00:00.0,USD,EUR,1.1597,1.1593,00:00.0
3708,00:00.0,USD,GBP,0.7113,0.7106,00:00.0
3709,00:00.0,USD,JPY,106.991,106.9719,00:00.0
3710,00:00.0,USD,MXN,9.2507,9.243,00:00.0
3711,00:00.0,USD,SAR,3.7509,3.7418,00:00.0
3712,00:00.0,USD,VEB,690.5,690.49,00:00.0
3713,00:00.0,USD,ARS,0.9998,1.0007,00:00.0
3714,00:00.0,USD,AUD,1.8045,1.8055,00:00.0
3715,00:00.0,USD,BRL,1.832,1.836,00:00.0
3716,00:00.0,USD,CAD,1.4827,1.4883,00:00.0
3717,00:00.0,USD,CNY,8.2784,8.2786,00:00.0
3718,00:00.0,USD,EUR,1.1647,1.1655,00:00.0
3719,00:00.0,USD,GBP,0.7099,0.7107,00:00.0
3720,00:00.0,USD,JPY,107.165,107.188,00:00.0
3721,00:00.0,USD,MXN,9.3092,9.316,00:00.0
3722,00:00.0,USD,SAR,3.7509,3.7549,00:00.0
3723,00:00.0,USD,VEB,690.3,690.3999,00:00.0
3724,00:00.0,USD,ARS,0.9998,0.999,00:00.0
3725,00:00.0,USD,AUD,1.8221,1.8217,00:00.0
3726,00:00.0,USD,BRL,1.839,1.831,00:00.0
3727,00:00.0,USD,CAD,1.4879,1.4878,00:00.0
3728,00:00.0,USD,CNY,8.2781,8.2779,00:00.0
3729,00:00.0,USD,EUR,1.1556,1.1551,00:00.0
3730,00:00.0,USD,GBP,0.7107,0.7102,00:00.0
3731,00:00.0,USD,JPY,107.59,107.563,00:00.0
3732,00:00.0,USD,MXN,9.2958,9.2889,00:00.0
3733,00:00.0,USD,SAR,3.7507,3.7444,00:00.0
3734,00:00.0,USD,VEB,689.5,689.4099,00:00.0
3735,00:00.0,USD,ARS,0.9993,0.9993,00:00.0
3736,00:00.0,USD,AUD,1.8334,1.8343,00:00.0
3737,00:00.0,USD,BRL,1.844,1.85,00:00.0
3738,00:00.0,USD,CAD,1.484,1.486,00:00.0
3739,00:00.0,USD,CNY,8.2779,8.2787,00:00.0
3740,00:00.0,USD,EUR,1.1713,1.1717,00:00.0
3741,00:00.0,USD,GBP,0.7153,0.7155,00:00.0
3742,00:00.0,USD,JPY,107.325,107.364,00:00.0
3743,00:00.0,USD,MXN,9.4009,9.4079,00:00.0
3744,00:00.0,USD,SAR,3.7507,3.757,00:00.0
3745,00:00.0,USD,VEB,689.25,689.2999,00:00.0
3746,00:00.0,USD,ARS,0.9993,0.9992,00:00.0
3747,00:00.0,USD,AUD,1.8349,1.8346,00:00.0
3748,00:00.0,USD,BRL,1.844,1.841,00:00.0
3749,00:00.0,USD,CAD,1.4834,1.4773,00:00.0
3750,00:00.0,USD,CNY,8.2779,8.2769,00:00.0
3751,00:00.0,USD,EUR,1.173,1.1719,00:00.0
3752,00:00.0,USD,GBP,0.7163,0.7158,00:00.0
3753,00:00.0,USD,JPY,107.13,107.069,00:00.0
3754,00:00.0,USD,MXN,9.4009,9.4,00:00.0
3755,00:00.0,USD,SAR,3.7509,3.744,00:00.0
3756,00:00.0,USD,VEB,689.25,689.23,00:00.0
3757,00:00.0,USD,ARS,0.9993,0.9996,00:00.0
3758,00:00.0,USD,AUD,1.8349,1.8358,00:00.0
3759,00:00.0,USD,BRL,1.844,1.852,00:00.0
3760,00:00.0,USD,CAD,1.4833,1.4845,00:00.0
3761,00:00.0,USD,CNY,8.2779,8.2781,00:00.0
3762,00:00.0,USD,EUR,1.173,1.1731,00:00.0
3763,00:00.0,USD,GBP,0.7163,0.7165,00:00.0
3764,00:00.0,USD,JPY,107.102,107.181,00:00.0
3765,00:00.0,USD,MXN,9.4009,9.409,00:00.0
3766,00:00.0,USD,SAR,3.7507,3.7576,00:00.0
3767,00:00.0,USD,VEB,689.25,689.34,00:00.0
3768,00:00.0,USD,ARS,0.9998,0.9992,00:00.0
3769,00:00.0,USD,AUD,1.8451,1.8448,00:00.0
3770,00:00.0,USD,BRL,1.8573,1.854,00:00.0
3771,00:00.0,USD,CAD,1.4884,1.4793,00:00.0
3772,00:00.0,USD,CNY,8.278,8.278,00:00.0
3773,00:00.0,USD,EUR,1.1715,1.1706,00:00.0
3774,00:00.0,USD,GBP,0.712,0.7117,00:00.0
3775,00:00.0,USD,JPY,106.947,106.928,00:00.0
3776,00:00.0,USD,MXN,9.4332,9.428,00:00.0
3777,00:00.0,USD,SAR,3.7507,3.7496,00:00.0
3778,00:00.0,USD,VEB,690.3,690.21,00:00.0
3779,00:00.0,USD,ARS,0.9998,1.0002,00:00.0
3780,00:00.0,USD,AUD,1.8403,1.8411,00:00.0
3781,00:00.0,USD,BRL,1.852,1.856,00:00.0
3782,00:00.0,USD,CAD,1.4833,1.4852,00:00.0
3783,00:00.0,USD,CNY,8.2787,8.2791,00:00.0
3784,00:00.0,USD,EUR,1.1752,1.176,00:00.0
3785,00:00.0,USD,GBP,0.7093,0.7094,00:00.0
3786,00:00.0,USD,JPY,107.018,107.024,00:00.0
3787,00:00.0,USD,MXN,9.3958,9.4039,00:00.0
3788,00:00.0,USD,SAR,3.7507,3.7553,00:00.0
3789,00:00.0,USD,VEB,690.7599,690.7899,00:00.0
3790,00:00.0,USD,ARS,0.9998,0.9997,00:00.0
3791,00:00.0,USD,AUD,1.8564,1.856,00:00.0
3792,00:00.0,USD,BRL,1.856,1.849,00:00.0
3793,00:00.0,USD,CAD,1.4843,1.475,00:00.0
3794,00:00.0,USD,CNY,8.2782,8.2774,00:00.0
3795,00:00.0,USD,EUR,1.1789,1.1785,00:00.0
3796,00:00.0,USD,GBP,0.7089,0.7079,00:00.0
3797,00:00.0,USD,JPY,106.6,106.534,00:00.0
3798,00:00.0,USD,MXN,9.4468,9.4459,00:00.0
3799,00:00.0,USD,SAR,3.7509,3.7412,00:00.0
3800,00:00.0,USD,VEB,690.5,690.49,00:00.0
3801,00:00.0,USD,ARS,0.9998,1.0002,00:00.0
3802,00:00.0,USD,AUD,1.8406,1.8406,00:00.0
3803,00:00.0,USD,BRL,1.856,1.863,00:00.0
3804,00:00.0,USD,CAD,1.4871,1.4964,00:00.0
3805,00:00.0,USD,CNY,8.2786,8.2787,00:00.0
3806,00:00.0,USD,EUR,1.1655,1.1662,00:00.0
3807,00:00.0,USD,GBP,0.6959,0.6966,00:00.0
3808,00:00.0,USD,JPY,106.711,106.808,00:00.0
3809,00:00.0,USD,MXN,9.4382,9.444,00:00.0
3810,00:00.0,USD,SAR,3.7509,3.7545,00:00.0
3811,00:00.0,USD,VEB,690.2599,690.2699,00:00.0
3812,00:00.0,USD,ARS,0.9993,0.9992,00:00.0
3813,00:00.0,USD,AUD,1.8382,1.8379,00:00.0
3814,00:00.0,USD,BRL,1.845,1.837,00:00.0
3815,00:00.0,USD,CAD,1.4887,1.4814,00:00.0
3816,00:00.0,USD,CNY,8.2795,8.2794,00:00.0
3817,00:00.0,USD,EUR,1.1386,1.1383,00:00.0
3818,00:00.0,USD,GBP,0.6861,0.6854,00:00.0
3819,00:00.0,USD,JPY,108.047,107.956,00:00.0
3820,00:00.0,USD,MXN,9.4209,9.413,00:00.0
3821,00:00.0,USD,SAR,3.7509,3.745,00:00.0
3822,00:00.0,USD,VEB,690.75,690.7,00:00.0
3823,00:00.0,USD,ARS,0.9993,0.9999,00:00.0
3824,00:00.0,USD,AUD,1.8382,1.8391,00:00.0
3825,00:00.0,USD,BRL,1.844,1.846,00:00.0
3826,00:00.0,USD,CAD,1.4887,1.4943,00:00.0
3827,00:00.0,USD,CNY,8.2795,8.2797,00:00.0
3828,00:00.0,USD,EUR,1.1415,1.1418,00:00.0
3829,00:00.0,USD,GBP,0.6881,0.6889,00:00.0
3830,00:00.0,USD,JPY,108.01,108.039,00:00.0
3831,00:00.0,USD,MXN,9.4209,9.428,00:00.0
3832,00:00.0,USD,SAR,3.7507,3.7597,00:00.0
3833,00:00.0,USD,VEB,690.75,690.7699,00:00.0
3834,00:00.0,USD,ARS,0.9993,0.9986,00:00.0
3835,00:00.0,USD,AUD,1.8246,1.8237,00:00.0
3836,00:00.0,USD,BRL,1.844,1.841,00:00.0
3837,00:00.0,USD,CAD,1.4893,1.4846,00:00.0
3838,00:00.0,USD,CNY,8.2795,8.2787,00:00.0
3839,00:00.0,USD,EUR,1.1415,1.1413,00:00.0
3840,00:00.0,USD,GBP,0.6881,0.6875,00:00.0
3841,00:00.0,USD,JPY,108.055,108.052,00:00.0
3842,00:00.0,USD,MXN,9.4209,9.413,00:00.0
3843,00:00.0,USD,SAR,3.7507,3.7454,00:00.0
3844,00:00.0,USD,VEB,690.75,690.74,00:00.0
3845,00:00.0,USD,ARS,0.9998,0.9999,00:00.0
3846,00:00.0,USD,AUD,1.8207,1.8209,00:00.0
3847,00:00.0,USD,BRL,1.847,1.855,00:00.0
3848,00:00.0,USD,CAD,1.4874,1.4925,00:00.0
3849,00:00.0,USD,CNY,8.28,8.2806,00:00.0
3850,00:00.0,USD,EUR,1.1444,1.1453,00:00.0
3851,00:00.0,USD,GBP,0.6887,0.6896,00:00.0
3852,00:00.0,USD,JPY,107.772,107.782,00:00.0
3853,00:00.0,USD,MXN,9.4337,9.438,00:00.0
3854,00:00.0,USD,SAR,3.7507,3.7589,00:00.0
3855,00:00.0,USD,VEB,690,690.0299,00:00.0
3856,00:00.0,USD,ARS,0.9998,0.9995,00:00.0
3857,00:00.0,USD,AUD,1.822,1.8214,00:00.0
3858,00:00.0,USD,BRL,1.851,1.85,00:00.0
3859,00:00.0,USD,CAD,1.4878,1.4794,00:00.0
3860,00:00.0,USD,CNY,8.2798,8.2794,00:00.0
3861,00:00.0,USD,EUR,1.1332,1.1325,00:00.0
3862,00:00.0,USD,GBP,0.6834,0.6827,00:00.0
3863,00:00.0,USD,JPY,107.651,107.605,00:00.0
3864,00:00.0,USD,MXN,9.4175,9.409,00:00.0
3865,00:00.0,USD,SAR,3.7507,3.7408,00:00.0
3866,00:00.0,USD,VEB,690.2599,690.1799,00:00.0
3867,00:00.0,USD,ARS,0.9998,1,00:00.0
3868,00:00.0,USD,AUD,1.8142,1.8147,00:00.0
3869,00:00.0,USD,BRL,1.849,1.853,00:00.0
3870,00:00.0,USD,CAD,1.4967,1.5057,00:00.0
3871,00:00.0,USD,CNY,8.2803,8.2804,00:00.0
3872,00:00.0,USD,EUR,1.1325,1.1331,00:00.0
3873,00:00.0,USD,GBP,0.6831,0.6838,00:00.0
3874,00:00.0,USD,JPY,107.42,107.4929,00:00.0
3875,00:00.0,USD,MXN,9.425,9.426,00:00.0
3876,00:00.0,USD,SAR,3.7509,3.757,00:00.0
3877,00:00.0,USD,VEB,690.75,690.7999,00:00.0
3878,00:00.0,USD,ARS,1,0.9993,00:00.0
3879,00:00.0,USD,AUD,1.8348,1.8342,00:00.0
3880,00:00.0,USD,BRL,1.844,1.84,00:00.0
3881,00:00.0,USD,CAD,1.5008,1.4965,00:00.0
3882,00:00.0,USD,CNY,8.2806,8.28,00:00.0
3883,00:00.0,USD,EUR,1.1375,1.1366,00:00.0
3884,00:00.0,USD,GBP,0.6835,0.6833,00:00.0
3885,00:00.0,USD,JPY,107.62,107.577,00:00.0
3886,00:00.0,USD,MXN,9.4515,9.445,00:00.0
3887,00:00.0,USD,SAR,3.7509,3.7503,00:00.0
3888,00:00.0,USD,VEB,690.69,690.6,00:00.0
3889,00:00.0,USD,ARS,1,1.0001,00:00.0
3890,00:00.0,USD,AUD,1.8348,1.8354,00:00.0
3891,00:00.0,USD,BRL,1.844,1.846,00:00.0
3892,00:00.0,USD,CAD,1.5008,1.5044,00:00.0
3893,00:00.0,USD,CNY,8.2806,8.2807,00:00.0
3894,00:00.0,USD,EUR,1.1375,1.1378,00:00.0
3895,00:00.0,USD,GBP,0.6835,0.6838,00:00.0
3896,00:00.0,USD,JPY,107.62,107.626,00:00.0
3897,00:00.0,USD,MXN,9.4515,9.461,00:00.0
3898,00:00.0,USD,SAR,3.7509,3.7532,00:00.0
3899,00:00.0,USD,VEB,690.69,690.71,00:00.0
3900,00:00.0,USD,ARS,1,0.9999,00:00.0
3901,00:00.0,USD,AUD,1.8348,1.8348,00:00.0
3902,00:00.0,USD,BRL,1.844,1.839,00:00.0
3903,00:00.0,USD,CAD,1.5008,1.4976,00:00.0
3904,00:00.0,USD,CNY,8.2797,8.2797,00:00.0
3905,00:00.0,USD,EUR,1.1375,1.1369,00:00.0
3906,00:00.0,USD,GBP,0.6835,0.6826,00:00.0
3907,00:00.0,USD,JPY,107.62,107.547,00:00.0
3908,00:00.0,USD,MXN,9.4515,9.4469,00:00.0
3909,00:00.0,USD,SAR,3.7509,3.7452,00:00.0
3910,00:00.0,USD,VEB,690.69,690.6399,00:00.0
3911,00:00.0,USD,ARS,1,1.0004,00:00.0
3912,00:00.0,USD,AUD,1.8381,1.8385,00:00.0
3913,00:00.0,USD,BRL,1.844,1.851,00:00.0
3914,00:00.0,USD,CAD,1.5059,1.5142,00:00.0
3915,00:00.0,USD,CNY,8.2797,8.2802,00:00.0
3916,00:00.0,USD,EUR,1.1326,1.1328,00:00.0
3917,00:00.0,USD,GBP,0.6784,0.6791,00:00.0
3918,00:00.0,USD,JPY,108.27,108.3499,00:00.0
3919,00:00.0,USD,MXN,9.4515,9.457,00:00.0
3920,00:00.0,USD,SAR,3.7509,3.7511,00:00.0
3921,00:00.0,USD,VEB,690.69,690.72,00:00.0
3922,00:00.0,USD,ARS,0.9998,0.9998,00:00.0
3923,00:00.0,USD,AUD,1.8298,1.8294,00:00.0
3924,00:00.0,USD,BRL,1.853,1.85,00:00.0
3925,00:00.0,USD,CAD,1.5105,1.5066,00:00.0
3926,00:00.0,USD,CNY,8.2797,8.279,00:00.0
3927,00:00.0,USD,EUR,1.1382,1.1372,00:00.0
3928,00:00.0,USD,GBP,0.6814,0.6813,00:00.0
3929,00:00.0,USD,JPY,108.883,108.858,00:00.0
3930,00:00.0,USD,MXN,9.425,9.4239,00:00.0
3931,00:00.0,USD,SAR,3.7509,3.7488,00:00.0
3932,00:00.0,USD,VEB,691.5,691.4199,00:00.0
3933,00:00.0,USD,ARS,0.9998,1.0005,00:00.0
3934,00:00.0,USD,AUD,1.8334,1.8344,00:00.0
3935,00:00.0,USD,BRL,1.853,1.855,00:00.0
3936,00:00.0,USD,CAD,1.5098,1.5119,00:00.0
3937,00:00.0,USD,CNY,8.2797,8.2806,00:00.0
3938,00:00.0,USD,EUR,1.1386,1.1387,00:00.0
3939,00:00.0,USD,GBP,0.6818,0.6826,00:00.0
3940,00:00.0,USD,JPY,108.74,108.8259,00:00.0
3941,00:00.0,USD,MXN,9.425,9.426,00:00.0
3942,00:00.0,USD,SAR,3.7509,3.7608,00:00.0
3943,00:00.0,USD,VEB,691.5,691.5299,00:00.0
3944,00:00.0,USD,ARS,0.9998,0.9992,00:00.0
3945,00:00.0,USD,AUD,1.8591,1.8581,00:00.0
3946,00:00.0,USD,BRL,1.8522,1.843,00:00.0
3947,00:00.0,USD,CAD,1.4946,1.4865,00:00.0
3948,00:00.0,USD,CNY,8.2797,8.2789,00:00.0
3949,00:00.0,USD,EUR,1.1438,1.1432,00:00.0
3950,00:00.0,USD,GBP,0.6855,0.6854,00:00.0
3951,00:00.0,USD,JPY,109.4,109.334,00:00.0
3952,00:00.0,USD,MXN,9.4541,9.4489,00:00.0
3953,00:00.0,USD,SAR,3.7509,3.7425,00:00.0
3954,00:00.0,USD,VEB,691.5099,691.46,00:00.0
3955,00:00.0,USD,ARS,0.9998,1.0004,00:00.0
3956,00:00.0,USD,AUD,1.8723,1.8732,00:00.0
3957,00:00.0,USD,BRL,1.8522,1.858,00:00.0
3958,00:00.0,USD,CAD,1.497,1.5065,00:00.0
3959,00:00.0,USD,CNY,8.2797,8.2803,00:00.0
3960,00:00.0,USD,EUR,1.1463,1.147,00:00.0
3961,00:00.0,USD,GBP,0.6898,0.6905,00:00.0
3962,00:00.0,USD,JPY,108.97,109.023,00:00.0
3963,00:00.0,USD,MXN,9.4541,9.4589,00:00.0
3964,00:00.0,USD,SAR,3.7509,3.7585,00:00.0
3965,00:00.0,USD,VEB,691.5099,691.5099,00:00.0
3966,00:00.0,USD,ARS,0.9991,0.9988,00:00.0
3967,00:00.0,USD,AUD,1.8751,1.8742,00:00.0
3968,00:00.0,USD,BRL,1.856,1.856,00:00.0
3969,00:00.0,USD,CAD,1.5023,1.4936,00:00.0
3970,00:00.0,USD,CNY,8.2797,8.2796,00:00.0
3971,00:00.0,USD,EUR,1.1516,1.1511,00:00.0
3972,00:00.0,USD,GBP,0.6901,0.6899,00:00.0
3973,00:00.0,USD,JPY,108.84,108.778,00:00.0
3974,00:00.0,USD,MXN,9.471,9.4619,00:00.0
3975,00:00.0,USD,SAR,3.7507,3.7477,00:00.0
3976,00:00.0,USD,VEB,691.75,691.73,00:00.0
3977,00:00.0,USD,ARS,0.9991,0.9995,00:00.0
3978,00:00.0,USD,AUD,1.8727,1.8729,00:00.0
3979,00:00.0,USD,BRL,1.856,1.859,00:00.0
3980,00:00.0,USD,CAD,1.5035,1.5079,00:00.0
3981,00:00.0,USD,CNY,8.2797,8.2805,00:00.0
3982,00:00.0,USD,EUR,1.151,1.1518,00:00.0
3983,00:00.0,USD,GBP,0.6919,0.6923,00:00.0
3984,00:00.0,USD,JPY,108.88,108.91,00:00.0
3985,00:00.0,USD,MXN,9.471,9.477,00:00.0
3986,00:00.0,USD,SAR,3.7509,3.7559,00:00.0
3987,00:00.0,USD,VEB,691.75,691.85,00:00.0
3988,00:00.0,USD,ARS,0.9991,0.9987,00:00.0
3989,00:00.0,USD,AUD,1.873,1.8726,00:00.0
3990,00:00.0,USD,BRL,1.856,1.853,00:00.0
3991,00:00.0,USD,CAD,1.5035,1.5005,00:00.0
3992,00:00.0,USD,CNY,8.2804,8.2804,00:00.0
3993,00:00.0,USD,EUR,1.151,1.1504,00:00.0
3994,00:00.0,USD,GBP,0.6919,0.6915,00:00.0
3995,00:00.0,USD,JPY,108.95,108.92,00:00.0
3996,00:00.0,USD,MXN,9.471,9.4689,00:00.0
3997,00:00.0,USD,SAR,3.7509,3.7456,00:00.0
3998,00:00.0,USD,VEB,691.75,691.6599,00:00.0
3999,00:00.0,USD,ARS,0.9998,1.0001,00:00.0
4000,00:00.0,USD,AUD,1.8675,1.8678,00:00.0
4001,00:00.0,USD,BRL,1.854,1.862,00:00.0
4002,00:00.0,USD,CAD,1.5037,1.5064,00:00.0
4003,00:00.0,USD,CNY,8.2797,8.2798,00:00.0
4004,00:00.0,USD,EUR,1.1517,1.1517,00:00.0
4005,00:00.0,USD,GBP,0.6902,0.6905,00:00.0
4006,00:00.0,USD,JPY,108.877,108.949,00:00.0
4007,00:00.0,USD,MXN,9.4726,9.477,00:00.0
4008,00:00.0,USD,SAR,3.7509,3.7581,00:00.0
4009,00:00.0,USD,VEB,691.7599,691.83,00:00.0
4010,00:00.0,USD,ARS,0.9998,0.999,00:00.0
4011,00:00.0,USD,AUD,1.8744,1.874,00:00.0
4012,00:00.0,USD,BRL,1.86,1.853,00:00.0
4013,00:00.0,USD,CAD,1.5004,1.4986,00:00.0
4014,00:00.0,USD,CNY,8.2797,8.2788,00:00.0
4015,00:00.0,USD,EUR,1.1477,1.1473,00:00.0
4016,00:00.0,USD,GBP,0.6871,0.6865,00:00.0
4017,00:00.0,USD,JPY,107.857,107.855,00:00.0
4018,00:00.0,USD,MXN,9.4696,9.461,00:00.0
4019,00:00.0,USD,SAR,3.7509,3.75,00:00.0
4020,00:00.0,USD,VEB,692.5,692.3999,00:00.0
4021,00:00.0,USD,ARS,0.9998,1.0004,00:00.0
4022,00:00.0,USD,AUD,1.8709,1.8718,00:00.0
4023,00:00.0,USD,BRL,1.862,1.867,00:00.0
4024,00:00.0,USD,CAD,1.5059,1.5147,00:00.0
4025,00:00.0,USD,CNY,8.2794,8.2799,00:00.0
4026,00:00.0,USD,EUR,1.1505,1.1513,00:00.0
4027,00:00.0,USD,GBP,0.6835,0.6842,00:00.0
4028,00:00.0,USD,JPY,107.634,107.669,00:00.0
4029,00:00.0,USD,MXN,9.4749,9.4789,00:00.0
4030,00:00.0,USD,SAR,3.7509,3.758,00:00.0
4031,00:00.0,USD,VEB,692.3,692.36,00:00.0
4032,00:00.0,USD,ARS,0.9998,0.9988,00:00.0
4033,00:00.0,USD,AUD,1.8792,1.8791,00:00.0
4034,00:00.0,USD,BRL,1.862,1.857,00:00.0
4035,00:00.0,USD,CAD,1.5109,1.5021,00:00.0
4036,00:00.0,USD,CNY,8.2794,8.2784,00:00.0
4037,00:00.0,USD,EUR,1.16,1.1593,00:00.0
4038,00:00.0,USD,GBP,0.6804,0.6795,00:00.0
4039,00:00.0,USD,JPY,107.629,107.572,00:00.0
4040,00:00.0,USD,MXN,9.596,9.586,00:00.0
4041,00:00.0,USD,SAR,3.7509,3.7454,00:00.0
4042,00:00.0,USD,VEB,692.3,692.2899,00:00.0
4043,00:00.0,USD,ARS,0.9991,1.0001,00:00.0
4044,00:00.0,USD,AUD,1.8975,1.8983,00:00.0
4045,00:00.0,USD,BRL,1.87,1.873,00:00.0
4046,00:00.0,USD,CAD,1.5075,1.5138,00:00.0
4047,00:00.0,USD,CNY,8.2791,8.28,00:00.0
4048,00:00.0,USD,EUR,1.1717,1.1722,00:00.0
4049,00:00.0,USD,GBP,0.6889,0.6889,00:00.0
4050,00:00.0,USD,JPY,107.839,107.895,00:00.0
4051,00:00.0,USD,MXN,9.521,9.5269,00:00.0
4052,00:00.0,USD,SAR,3.7507,3.7606,00:00.0
4053,00:00.0,USD,VEB,692.8,692.85,00:00.0
4054,00:00.0,USD,ARS,0.9991,0.9983,00:00.0
4055,00:00.0,USD,AUD,1.8975,1.8969,00:00.0
4056,00:00.0,USD,BRL,1.87,1.867,00:00.0
4057,00:00.0,USD,CAD,1.5074,1.5008,00:00.0
4058,00:00.0,USD,CNY,8.2791,8.2787,00:00.0
4059,00:00.0,USD,EUR,1.168,1.168,00:00.0
4060,00:00.0,USD,GBP,0.6888,0.6887,00:00.0
4061,00:00.0,USD,JPY,107.87,107.805,00:00.0
4062,00:00.0,USD,MXN,9.521,9.516,00:00.0
4063,00:00.0,USD,SAR,3.7507,3.7456,00:00.0
