PurchaseOrderID,PurchaseOrderDetailID,DueDate,OrderQty,ProductID,UnitPrice,LineTotal,ReceivedQty,RejectedQty,StockedQty,ModifiedDate
991,2207,00:00.0,550,513,39.1965,21558.075,550,0,550,00:00.0
992,2208,00:00.0,3,412,39.144,117.432,3,0,3,00:00.0
992,2209,00:00.0,3,413,47.5755,142.7265,3,0,3,00:00.0
993,2210,00:00.0,550,933,43.9845,24191.475,550,0,550,00:00.0
993,2211,00:00.0,550,934,38.1465,20980.575,550,0,550,00:00.0
994,2212,00:00.0,3,428,43.4805,130.4415,3,3,0,00:00.0
994,2213,00:00.0,3,429,41.3805,124.1415,3,3,0,00:00.0
995,2214,00:00.0,3,347,43.3755,130.1265,3,0,3,00:00.0
995,2215,00:00.0,3,348,41.2755,123.8265,3,0,3,00:00.0
995,2216,00:00.0,3,349,45.549,136.647,3,0,3,00:00.0
996,2217,00:00.0,550,931,34.3455,18890.025,468,0,468,00:00.0
996,2218,00:00.0,550,932,39.2385,21581.175,550,0,550,00:00.0
997,2219,00:00.0,3,347,43.2705,129.8115,3,0,3,00:00.0
997,2220,00:00.0,3,348,41.1705,123.5115,3,0,3,00:00.0
997,2221,00:00.0,3,349,45.444,136.332,3,0,3,00:00.0
998,2222,00:00.0,550,928,32.7705,18023.775,550,0,550,00:00.0
998,2223,00:00.0,550,929,37.086,20397.3,550,0,550,00:00.0
998,2224,00:00.0,550,930,43.0395,23671.725,550,0,550,00:00.0
999,2225,00:00.0,550,332,10.815,5948.25,550,0,550,00:00.0
1000,2226,00:00.0,550,948,82.8345,45558.975,550,0,550,00:00.0
1000,2227,00:00.0,550,907,82.8345,45558.975,550,55,495,00:00.0
1001,2228,00:00.0,1250,325,0.21,262.5,1250,0,1250,00:00.0
1001,2229,00:00.0,1250,326,0.21,262.5,1250,0,1250,00:00.0
1002,2230,00:00.0,3,320,49.644,148.932,3,0,3,00:00.0
1002,2231,00:00.0,3,321,44.3205,132.9615,3,0,3,00:00.0
1003,2232,00:00.0,550,930,42.5145,23382.975,550,0,550,00:00.0
1003,2233,00:00.0,550,921,5.586,3072.3,550,0,550,00:00.0
1004,2234,00:00.0,60,952,15.7395,944.37,60,60,0,00:00.0
1005,2235,00:00.0,550,933,43.4595,23902.725,550,0,550,00:00.0
1005,2236,00:00.0,550,934,37.6215,20691.825,523,0,523,00:00.0
1005,2237,00:00.0,550,922,6.531,3592.05,550,0,550,00:00.0
1005,2238,00:00.0,550,923,6.1845,3401.475,550,0,550,00:00.0
1006,2239,00:00.0,550,317,29.5785,16268.175,468,0,468,00:00.0
1006,2240,00:00.0,550,318,36.099,19854.45,550,0,550,00:00.0
1006,2241,00:00.0,550,319,48.5835,26720.925,550,0,550,00:00.0
1007,2242,00:00.0,550,928,32.2455,17735.025,550,0,550,00:00.0
1007,2243,00:00.0,550,929,36.561,20108.55,550,0,550,00:00.0
1008,2244,00:00.0,550,319,46.4205,25531.275,550,0,550,00:00.0
1009,2245,00:00.0,3,361,49.6965,149.0895,3,0,3,00:00.0
1009,2246,00:00.0,3,362,45.423,136.269,3,0,3,00:00.0
1009,2247,00:00.0,3,363,43.323,129.969,3,0,3,00:00.0
1009,2248,00:00.0,3,364,47.5965,142.7895,3,0,3,00:00.0
1009,2249,00:00.0,3,365,43.323,129.969,3,0,3,00:00.0
1010,2250,00:00.0,3,2,41.916,125.748,3,0,3,00:00.0
1011,2251,00:00.0,3,1,50.2635,150.7905,3,0,3,00:00.0
1012,2252,00:00.0,3,359,47.6805,143.0415,3,0,3,00:00.0
1012,2253,00:00.0,3,360,45.5805,136.7415,3,0,3,00:00.0
1013,2254,00:00.0,550,938,31.4895,17319.225,550,0,550,00:00.0
1013,2255,00:00.0,550,939,48.2895,26559.225,550,0,550,00:00.0
1014,2256,00:00.0,60,358,6.9825,418.95,60,0,60,00:00.0
1015,2257,00:00.0,3,375,43.2705,129.8115,3,0,3,00:00.0
1015,2258,00:00.0,3,376,47.544,142.632,3,0,3,00:00.0
1015,2259,00:00.0,3,377,43.2705,129.8115,3,0,3,00:00.0
1015,2260,00:00.0,3,378,41.1705,123.5115,3,0,3,00:00.0
1015,2261,00:00.0,3,379,45.444,136.332,3,0,3,00:00.0
1015,2262,00:00.0,3,380,41.1705,123.5115,3,0,3,00:00.0
1015,2263,00:00.0,3,381,39.0705,117.2115,3,0,3,00:00.0
1015,2264,00:00.0,3,438,47.6805,143.0415,3,0,3,00:00.0
1015,2265,00:00.0,3,439,45.5805,136.7415,3,0,3,00:00.0
1015,2266,00:00.0,3,440,49.854,149.562,3,0,3,00:00.0
1015,2267,00:00.0,3,441,45.5805,136.7415,3,0,3,00:00.0
1015,2268,00:00.0,3,442,43.4805,130.4415,3,0,3,00:00.0
1015,2269,00:00.0,3,443,47.754,143.262,3,0,3,00:00.0
1015,2270,00:00.0,3,444,43.4805,130.4415,3,0,3,00:00.0
1015,2271,00:00.0,3,445,41.3805,124.1415,3,0,3,00:00.0
1015,2272,00:00.0,3,446,45.654,136.962,3,0,3,00:00.0
1015,2273,00:00.0,3,447,41.3805,124.1415,3,0,3,00:00.0
1015,2274,00:00.0,3,448,39.2805,117.8415,3,0,3,00:00.0
1015,2275,00:00.0,3,449,43.554,130.662,3,0,3,00:00.0
1015,2276,00:00.0,3,450,39.2805,117.8415,3,0,3,00:00.0
1015,2277,00:00.0,3,451,37.1805,111.5415,3,0,3,00:00.0
1015,2278,00:00.0,3,452,41.454,124.362,3,0,3,00:00.0
1015,2279,00:00.0,3,453,37.1805,111.5415,3,0,3,00:00.0
1015,2280,00:00.0,3,454,47.523,142.569,3,0,3,00:00.0
1015,2281,00:00.0,3,455,45.423,136.269,3,0,3,00:00.0
1015,2282,00:00.0,3,456,49.6965,149.0895,3,0,3,00:00.0
1015,2283,00:00.0,3,457,45.423,136.269,3,0,3,00:00.0
1015,2284,00:00.0,3,458,43.323,129.969,3,0,3,00:00.0
1015,2285,00:00.0,3,459,47.5965,142.7895,3,0,3,00:00.0
1015,2286,00:00.0,3,460,43.323,129.969,3,0,3,00:00.0
1016,2287,00:00.0,60,356,3.381,202.86,51,0,51,00:00.0
1016,2288,00:00.0,60,357,4.3155,258.93,60,0,60,00:00.0
1017,2289,00:00.0,3,385,43.218,129.654,3,0,3,00:00.0
1017,2290,00:00.0,3,386,47.4915,142.4745,3,0,3,00:00.0
1017,2291,00:00.0,3,387,43.2705,129.8115,3,0,3,00:00.0
1017,2292,00:00.0,3,388,47.544,142.632,3,0,3,00:00.0
1017,2293,00:00.0,3,389,43.2705,129.8115,3,0,3,00:00.0
1017,2294,00:00.0,3,390,41.1705,123.5115,3,0,3,00:00.0
1018,2295,00:00.0,3,490,12.3585,37.0755,3,0,3,00:00.0
1019,2296,00:00.0,550,513,39.1965,21558.075,550,0,550,00:00.0
1020,2297,00:00.0,3,414,45.4755,136.4265,3,0,3,00:00.0
1020,2298,00:00.0,3,415,49.749,149.247,3,0,3,00:00.0
1020,2299,00:00.0,3,416,45.4755,136.4265,3,0,3,00:00.0
1021,2300,00:00.0,550,931,34.8705,19178.775,550,0,550,00:00.0
1021,2301,00:00.0,550,932,39.7635,21869.925,550,0,550,00:00.0
1021,2302,00:00.0,550,933,43.9845,24191.475,550,27,523,00:00.0
1021,2303,00:00.0,550,934,38.1465,20980.575,550,0,550,00:00.0
1022,2304,00:00.0,3,430,45.654,136.962,3,0,3,00:00.0
1022,2305,00:00.0,3,431,41.3805,124.1415,3,0,3,00:00.0
1023,2306,00:00.0,3,341,47.5755,142.7265,3,0,3,00:00.0
1023,2307,00:00.0,3,342,45.4755,136.4265,3,0,3,00:00.0
1023,2308,00:00.0,3,343,49.749,149.247,3,0,3,00:00.0
1024,2309,00:00.0,550,931,34.3455,18890.025,550,0,550,00:00.0
1024,2310,00:00.0,550,932,39.2385,21581.175,550,0,550,00:00.0
1025,2311,00:00.0,550,530,16.086,8847.3,550,0,550,00:00.0
1026,2312,00:00.0,3,4,57.0255,171.0765,3,0,3,00:00.0
1027,2313,00:00.0,550,512,37.086,20397.3,550,0,550,00:00.0
1028,2314,00:00.0,550,513,26.5965,14628.075,550,0,550,00:00.0
1029,2315,00:00.0,550,317,27.0585,14882.175,550,0,550,00:00.0
1029,2316,00:00.0,550,318,33.579,18468.45,550,0,550,00:00.0
1029,2317,00:00.0,550,319,46.0635,25334.925,550,0,550,00:00.0
1030,2318,00:00.0,3,412,41.1705,123.5115,3,0,3,00:00.0
1030,2319,00:00.0,3,413,39.0705,117.2115,3,0,3,00:00.0
1030,2320,00:00.0,3,414,43.344,130.032,3,0,3,00:00.0
1031,2321,00:00.0,3,429,41.223,123.669,3,0,3,00:00.0
1031,2322,00:00.0,3,430,45.4965,136.4895,3,0,3,00:00.0
1031,2323,00:00.0,3,431,41.223,123.669,3,0,3,00:00.0
1031,2324,00:00.0,3,432,39.123,117.369,3,0,3,00:00.0
1032,2325,00:00.0,3,320,47.4705,142.4115,3,0,3,00:00.0
1032,2326,00:00.0,3,321,42.798,128.394,3,0,3,00:00.0
1033,2327,00:00.0,3,449,49.854,149.562,3,0,3,00:00.0
1033,2328,00:00.0,3,450,45.5805,136.7415,3,0,3,00:00.0
1033,2329,00:00.0,3,451,43.4805,130.4415,3,0,3,00:00.0
1034,2330,00:00.0,550,941,62.9895,34644.225,550,0,550,00:00.0
1035,2331,00:00.0,3,320,45.3705,136.1115,3,0,3,00:00.0
1035,2332,00:00.0,3,321,40.488,121.464,3,0,3,00:00.0
1035,2333,00:00.0,60,322,26.3655,1581.93,60,0,60,00:00.0
1036,2334,00:00.0,3,504,48.762,146.286,3,0,3,00:00.0
1037,2335,00:00.0,3,497,34.188,102.564,3,0,3,00:00.0
1038,2336,00:00.0,3,323,50.2635,150.7905,3,0,3,00:00.0
1039,2337,00:00.0,550,523,10.731,5902.05,550,0,550,00:00.0
1039,2338,00:00.0,550,524,14.1225,7767.375,550,0,550,00:00.0
1040,2339,00:00.0,60,496,48.909,2934.54,60,0,60,00:00.0
1041,2340,00:00.0,550,910,40.9395,22516.725,550,0,550,00:00.0
1041,2341,00:00.0,550,911,21.0945,11601.975,550,0,550,00:00.0
1041,2342,00:00.0,550,912,30.4395,16741.725,550,27,523,00:00.0
1041,2343,00:00.0,550,913,40.9395,22516.725,550,0,550,00:00.0
1042,2344,00:00.0,60,506,9.198,551.88,60,9,51,00:00.0
1043,2345,00:00.0,550,679,5.775,3176.25,550,0,550,00:00.0
1044,2346,00:00.0,550,507,23.394,12866.7,550,0,550,00:00.0
1044,2347,00:00.0,550,508,27.6465,15205.575,550,0,550,00:00.0
1045,2348,00:00.0,550,355,1.365,750.75,550,0,550,00:00.0
1045,2349,00:00.0,550,940,62.9895,34644.225,523,0,523,00:00.0
1045,2350,00:00.0,550,535,3.486,1917.3,550,0,550,00:00.0
1046,2351,00:00.0,550,351,6.195,3407.25,468,0,468,00:00.0
1046,2352,00:00.0,550,352,1.47,808.5,550,0,550,00:00.0
1046,2353,00:00.0,550,679,6.195,3407.25,550,0,550,00:00.0
1047,2354,00:00.0,550,507,22.1655,12191.025,550,0,550,00:00.0
1047,2355,00:00.0,550,508,29.2845,16106.475,550,0,550,00:00.0
1048,2356,00:00.0,3,491,19.9815,59.9445,3,0,3,00:00.0
1049,2357,00:00.0,3,341,41.1705,123.5115,3,0,3,00:00.0
1049,2358,00:00.0,3,342,39.0705,117.2115,3,0,3,00:00.0
1049,2359,00:00.0,3,343,43.344,130.032,3,0,3,00:00.0
1049,2360,00:00.0,3,344,39.0705,117.2115,3,0,3,00:00.0
1049,2361,00:00.0,3,345,36.9705,110.9115,3,0,3,00:00.0
1050,2362,00:00.0,550,935,31.4895,17319.225,550,0,550,00:00.0
1050,2363,00:00.0,550,936,48.2895,26559.225,550,55,495,00:00.0
1051,2364,00:00.0,3,375,43.344,130.032,3,0,3,00:00.0
1051,2365,00:00.0,3,376,39.0705,117.2115,3,0,3,00:00.0
1051,2366,00:00.0,3,377,36.9705,110.9115,3,0,3,00:00.0
1051,2367,00:00.0,3,378,41.244,123.732,3,0,3,00:00.0
1052,2368,00:00.0,550,488,8.862,4874.1,550,82,468,00:00.0
1052,2369,00:00.0,550,489,10.4685,5757.675,550,0,550,00:00.0
1053,2370,00:00.0,3,402,47.4705,142.4115,3,0,3,00:00.0
1054,2371,00:00.0,550,510,23.079,12693.45,550,0,550,00:00.0
1054,2372,00:00.0,550,511,29.274,16100.7,550,0,550,00:00.0
1055,2373,00:00.0,3,403,45.3705,136.1115,3,0,3,00:00.0
1055,2374,00:00.0,3,404,49.644,148.932,3,0,3,00:00.0
1055,2375,00:00.0,3,405,45.3705,136.1115,3,0,3,00:00.0
1055,2376,00:00.0,3,406,43.2705,129.8115,3,0,3,00:00.0
1055,2377,00:00.0,3,407,47.544,142.632,3,0,3,00:00.0
1055,2378,00:00.0,3,408,43.2705,129.8115,3,0,3,00:00.0
1055,2379,00:00.0,3,409,41.1705,123.5115,3,0,3,00:00.0
1055,2380,00:00.0,550,914,21.0945,11601.975,550,0,550,00:00.0
1055,2381,00:00.0,550,915,30.4395,16741.725,550,0,550,00:00.0
1055,2382,00:00.0,550,916,40.9395,22516.725,550,0,550,00:00.0
1056,2383,00:00.0,550,525,2.3205,1276.275,468,0,468,00:00.0
1057,2384,00:00.0,3,341,47.4705,142.4115,3,0,3,00:00.0
1057,2385,00:00.0,3,342,45.3705,136.1115,3,0,3,00:00.0
1057,2386,00:00.0,3,343,49.644,148.932,3,0,3,00:00.0
1057,2387,00:00.0,3,344,45.3705,136.1115,3,0,3,00:00.0
1057,2388,00:00.0,3,345,43.2705,129.8115,3,0,3,00:00.0
1057,2389,00:00.0,3,346,47.544,142.632,3,0,3,00:00.0
1058,2390,00:00.0,550,928,32.7705,18023.775,550,0,550,00:00.0
1058,2391,00:00.0,550,929,37.086,20397.3,550,0,550,00:00.0
1058,2392,00:00.0,550,930,43.0395,23671.725,550,0,550,00:00.0
1059,2393,00:00.0,550,332,10.815,5948.25,550,0,550,00:00.0
1060,2394,00:00.0,550,948,82.8345,45558.975,550,0,550,00:00.0
1060,2395,00:00.0,550,907,82.8345,45558.975,550,55,495,00:00.0
1061,2396,00:00.0,1250,325,0.21,262.5,1250,0,1250,00:00.0
1061,2397,00:00.0,1250,326,0.21,262.5,1250,0,1250,00:00.0
1062,2398,00:00.0,60,322,28.6965,1721.79,60,9,51,00:00.0
1063,2399,00:00.0,550,930,42.5145,23382.975,550,0,550,00:00.0
1063,2400,00:00.0,550,921,5.586,3072.3,550,0,550,00:00.0
1064,2401,00:00.0,60,952,15.7395,944.37,60,0,60,00:00.0
1065,2402,00:00.0,550,526,3.6435,2003.925,550,0,550,00:00.0
1066,2403,00:00.0,550,908,21.0945,11601.975,468,0,468,00:00.0
1066,2404,00:00.0,550,909,30.4395,16741.725,550,0,550,00:00.0
1066,2405,00:00.0,550,913,40.9395,22516.725,550,0,550,00:00.0
1067,2406,00:00.0,60,356,3.6015,216.09,60,0,60,00:00.0
1067,2407,00:00.0,60,357,3.9795,238.77,60,0,60,00:00.0
1068,2408,00:00.0,550,935,31.4895,17319.225,550,0,550,00:00.0
1068,2409,00:00.0,550,936,48.2895,26559.225,550,0,550,00:00.0
1069,2410,00:00.0,550,524,12.9675,7132.125,550,0,550,00:00.0
1070,2411,00:00.0,550,911,21.0945,11601.975,550,0,550,00:00.0
1070,2412,00:00.0,550,912,30.4395,16741.725,550,55,495,00:00.0
1071,2413,00:00.0,550,910,40.9395,22516.725,550,0,550,00:00.0
1072,2414,00:00.0,550,937,62.9895,34644.225,550,82,468,00:00.0
1073,2415,00:00.0,3,463,47.523,142.569,3,0,3,00:00.0
1073,2416,00:00.0,3,464,45.423,136.269,3,0,3,00:00.0
1073,2417,00:00.0,3,465,49.6965,149.0895,3,0,3,00:00.0
1074,2418,00:00.0,3,462,47.6805,143.0415,3,3,0,00:00.0
1075,2419,00:00.0,550,510,23.4045,12872.475,550,0,550,00:00.0
1075,2420,00:00.0,550,511,27.867,15326.85,523,0,523,00:00.0
1076,2421,00:00.0,550,527,6.7515,3713.325,468,0,468,00:00.0
1077,2422,00:00.0,550,938,31.4895,17319.225,550,0,550,00:00.0
1077,2423,00:00.0,550,939,48.2895,26559.225,550,0,550,00:00.0
1077,2424,00:00.0,550,509,36.2775,19952.625,550,0,550,00:00.0
1078,2425,00:00.0,60,492,50.7465,3044.79,60,0,60,00:00.0
1078,2426,00:00.0,60,493,58.2645,3495.87,60,0,60,00:00.0
1078,2427,00:00.0,60,494,50.7465,3044.79,60,0,60,00:00.0
1078,2428,00:00.0,60,495,62.9265,3775.59,60,0,60,00:00.0
1078,2429,00:00.0,60,496,49.6545,2979.27,60,0,60,00:00.0
1079,2430,00:00.0,550,523,10.3845,5711.475,550,0,550,00:00.0
1080,2431,00:00.0,3,422,47.6805,143.0415,3,0,3,00:00.0
1080,2432,00:00.0,3,423,45.5805,136.7415,3,0,3,00:00.0
1080,2433,00:00.0,3,424,49.854,149.562,3,0,3,00:00.0
1081,2434,00:00.0,550,933,43.4595,23902.725,550,0,550,00:00.0
1081,2435,00:00.0,550,934,37.6215,20691.825,550,0,550,00:00.0
1081,2436,00:00.0,550,922,6.531,3592.05,550,27,523,00:00.0
1081,2437,00:00.0,550,923,6.1845,3401.475,550,0,550,00:00.0
1082,2438,00:00.0,550,317,29.5785,16268.175,550,82,468,00:00.0
1082,2439,00:00.0,550,318,36.099,19854.45,550,0,550,00:00.0
1083,2440,00:00.0,550,928,32.2455,17735.025,550,0,550,00:00.0
1083,2441,00:00.0,550,929,36.561,20108.55,550,0,550,00:00.0
1084,2442,00:00.0,550,319,46.4205,25531.275,550,0,550,00:00.0
1085,2443,00:00.0,3,366,41.223,123.669,3,0,3,00:00.0
1085,2444,00:00.0,3,367,45.4965,136.4895,3,0,3,00:00.0
1085,2445,00:00.0,3,368,41.223,123.669,3,0,3,00:00.0
1085,2446,00:00.0,3,369,39.123,117.369,3,0,3,00:00.0
1085,2447,00:00.0,3,370,43.3965,130.1895,3,0,3,00:00.0
1085,2448,00:00.0,3,371,39.123,117.369,3,0,3,00:00.0
1085,2449,00:00.0,3,372,37.023,111.069,3,0,3,00:00.0
1085,2450,00:00.0,3,373,41.2965,123.8895,3,0,3,00:00.0
1085,2451,00:00.0,3,374,37.023,111.069,3,0,3,00:00.0
1086,2452,00:00.0,3,2,41.916,125.748,3,0,3,00:00.0
1087,2453,00:00.0,3,1,50.2635,150.7905,3,0,3,00:00.0
1088,2454,00:00.0,3,361,49.854,149.562,3,0,3,00:00.0
1088,2455,00:00.0,3,362,45.5805,136.7415,3,0,3,00:00.0
1088,2456,00:00.0,3,363,43.4805,130.4415,3,0,3,00:00.0
1088,2457,00:00.0,3,364,47.754,143.262,3,0,3,00:00.0
1088,2458,00:00.0,3,365,43.4805,130.4415,3,0,3,00:00.0
1089,2459,00:00.0,550,530,16.086,8847.3,550,0,550,00:00.0
1090,2460,00:00.0,3,4,57.0255,171.0765,3,0,3,00:00.0
1091,2461,00:00.0,550,512,37.086,20397.3,550,0,550,00:00.0
1092,2462,00:00.0,550,513,26.5965,14628.075,550,82,468,00:00.0
1093,2463,00:00.0,550,317,27.0585,14882.175,550,0,550,00:00.0
1093,2464,00:00.0,550,318,33.579,18468.45,550,0,550,00:00.0
1093,2465,00:00.0,550,319,46.0635,25334.925,550,0,550,00:00.0
1094,2466,00:00.0,3,415,39.0705,117.2115,3,0,3,00:00.0
1094,2467,00:00.0,3,416,36.9705,110.9115,3,0,3,00:00.0
1095,2468,00:00.0,3,433,43.3965,130.1895,3,0,3,00:00.0
1095,2469,00:00.0,3,434,39.123,117.369,3,0,3,00:00.0
1095,2470,00:00.0,3,435,37.023,111.069,3,0,3,00:00.0
1095,2471,00:00.0,3,436,41.2965,123.8895,3,0,3,00:00.0
1095,2472,00:00.0,3,437,37.023,111.069,3,0,3,00:00.0
1096,2473,00:00.0,60,322,25.4205,1525.23,51,0,51,00:00.0
1097,2474,00:00.0,3,452,47.754,143.262,3,0,3,00:00.0
1097,2475,00:00.0,3,453,43.4805,130.4415,3,0,3,00:00.0
1097,2476,00:00.0,3,454,41.3805,124.1415,3,0,3,00:00.0
1097,2477,00:00.0,3,455,45.654,136.962,3,0,3,00:00.0
1097,2478,00:00.0,3,456,41.3805,124.1415,3,0,3,00:00.0
1097,2479,00:00.0,3,457,39.2805,117.8415,3,0,3,00:00.0
1098,2480,00:00.0,550,941,62.9895,34644.225,550,0,550,00:00.0
1099,2481,00:00.0,3,320,45.3705,136.1115,3,0,3,00:00.0
1099,2482,00:00.0,3,321,40.488,121.464,3,0,3,00:00.0
1099,2483,00:00.0,60,322,26.3655,1581.93,60,0,60,00:00.0
1100,2484,00:00.0,3,504,48.762,146.286,3,0,3,00:00.0
1101,2485,00:00.0,3,497,34.188,102.564,3,0,3,00:00.0
1102,2486,00:00.0,3,323,50.2635,150.7905,3,0,3,00:00.0
1103,2487,00:00.0,550,523,10.731,5902.05,550,0,550,00:00.0
1103,2488,00:00.0,550,524,14.1225,7767.375,550,0,550,00:00.0
1104,2489,00:00.0,60,492,50.2635,3015.81,60,60,0,00:00.0
1104,2490,00:00.0,60,493,57.1515,3429.09,60,60,0,00:00.0
1105,2491,00:00.0,550,914,21.0945,11601.975,550,0,550,00:00.0
1105,2492,00:00.0,550,915,30.4395,16741.725,523,0,523,00:00.0
1105,2493,00:00.0,550,916,40.9395,22516.725,550,0,550,00:00.0
1106,2494,00:00.0,60,506,9.198,551.88,51,0,51,00:00.0
1107,2495,00:00.0,550,351,5.775,3176.25,550,0,550,00:00.0
1107,2496,00:00.0,550,352,1.155,635.25,550,0,550,00:00.0
1107,2497,00:00.0,550,679,5.775,3176.25,550,0,550,00:00.0
1108,2498,00:00.0,550,507,23.394,12866.7,550,0,550,00:00.0
1108,2499,00:00.0,550,508,27.6465,15205.575,550,0,550,00:00.0
1109,2500,00:00.0,550,355,1.365,750.75,550,0,550,00:00.0
1109,2501,00:00.0,550,940,62.9895,34644.225,550,0,550,00:00.0
1109,2502,00:00.0,550,535,3.486,1917.3,550,0,550,00:00.0
1110,2503,00:00.0,550,351,6.195,3407.25,550,0,550,00:00.0
1110,2504,00:00.0,550,352,1.47,808.5,550,55,495,00:00.0
1110,2505,00:00.0,550,679,6.195,3407.25,550,0,550,00:00.0
1111,2506,00:00.0,550,507,22.1655,12191.025,550,0,550,00:00.0
1111,2507,00:00.0,550,508,29.2845,16106.475,550,0,550,00:00.0
1112,2508,00:00.0,3,491,19.9815,59.9445,3,0,3,00:00.0
1113,2509,00:00.0,3,346,41.244,123.732,3,0,3,00:00.0
1113,2510,00:00.0,3,347,36.9705,110.9115,3,0,3,00:00.0
1113,2511,00:00.0,3,348,34.8705,104.6115,3,0,3,00:00.0
1114,2512,00:00.0,550,935,31.4895,17319.225,550,0,550,00:00.0
1114,2513,00:00.0,550,936,48.2895,26559.225,550,0,550,00:00.0
1115,2514,00:00.0,3,379,36.9705,110.9115,3,0,3,00:00.0
1115,2515,00:00.0,3,380,43.218,129.654,3,0,3,00:00.0
1115,2516,00:00.0,3,381,47.4915,142.4745,3,0,3,00:00.0
1115,2517,00:00.0,3,382,43.2705,129.8115,3,0,3,00:00.0
1115,2518,00:00.0,3,383,47.544,142.632,3,0,3,00:00.0
1115,2519,00:00.0,3,384,43.2705,129.8115,3,0,3,00:00.0
1115,2520,00:00.0,3,385,41.1705,123.5115,3,0,3,00:00.0
1115,2521,00:00.0,3,386,45.444,136.332,3,0,3,00:00.0
1115,2522,00:00.0,3,387,41.1705,123.5115,3,0,3,00:00.0
1115,2523,00:00.0,3,388,39.0705,117.2115,3,0,3,00:00.0
1115,2524,00:00.0,3,389,43.344,130.032,3,0,3,00:00.0
1115,2525,00:00.0,3,390,39.0705,117.2115,3,0,3,00:00.0
1115,2526,00:00.0,3,391,36.9705,110.9115,3,0,3,00:00.0
1115,2527,00:00.0,3,392,41.244,123.732,3,0,3,00:00.0
1115,2528,00:00.0,3,393,36.9705,110.9115,3,0,3,00:00.0
1115,2529,00:00.0,3,394,43.218,129.654,3,0,3,00:00.0
1115,2530,00:00.0,3,395,47.4915,142.4745,3,0,3,00:00.0
1115,2531,00:00.0,3,396,43.2705,129.8115,3,0,3,00:00.0
1115,2532,00:00.0,3,397,47.544,142.632,3,0,3,00:00.0
1116,2533,00:00.0,550,476,15.8865,8737.575,468,0,468,00:00.0
1116,2534,00:00.0,550,477,11.6655,6416.025,550,0,550,00:00.0
1116,2535,00:00.0,550,478,11.088,6098.4,550,0,550,00:00.0
1116,2536,00:00.0,550,479,15.8865,8737.575,550,0,550,00:00.0
1117,2537,00:00.0,3,402,47.4705,142.4115,3,0,3,00:00.0
1118,2538,00:00.0,550,512,34.9755,19236.525,550,0,550,00:00.0
1119,2539,00:00.0,3,403,45.3705,136.1115,3,0,3,00:00.0
1119,2540,00:00.0,3,404,49.644,148.932,3,0,3,00:00.0
1119,2541,00:00.0,3,405,45.3705,136.1115,3,0,3,00:00.0
1119,2542,00:00.0,3,406,43.2705,129.8115,3,0,3,00:00.0
1119,2543,00:00.0,3,407,47.544,142.632,3,0,3,00:00.0
1120,2544,00:00.0,550,525,2.3205,1276.275,550,0,550,00:00.0
1121,2545,00:00.0,550,526,3.6435,2003.925,550,0,550,00:00.0
1122,2546,00:00.0,550,908,21.0945,11601.975,550,82,468,00:00.0
1122,2547,00:00.0,550,909,30.4395,16741.725,550,0,550,00:00.0
1123,2548,00:00.0,60,356,3.6015,216.09,60,0,60,00:00.0
1123,2549,00:00.0,60,357,3.9795,238.77,60,0,60,00:00.0
1124,2550,00:00.0,550,935,31.4895,17319.225,550,0,550,00:00.0
1124,2551,00:00.0,550,936,48.2895,26559.225,550,0,550,00:00.0
1125,2552,00:00.0,550,524,12.9675,7132.125,550,0,550,00:00.0
1126,2553,00:00.0,550,911,21.0945,11601.975,468,0,468,00:00.0
1126,2554,00:00.0,550,912,30.4395,16741.725,550,0,550,00:00.0
1127,2555,00:00.0,550,910,40.9395,22516.725,550,0,550,00:00.0
1128,2556,00:00.0,550,937,62.9895,34644.225,550,0,550,00:00.0
1129,2557,00:00.0,3,466,45.423,136.269,3,0,3,00:00.0
1129,2558,00:00.0,3,467,43.323,129.969,3,0,3,00:00.0
1129,2559,00:00.0,3,468,47.5965,142.7895,3,0,3,00:00.0
1129,2560,00:00.0,3,469,43.323,129.969,3,0,3,00:00.0
1129,2561,00:00.0,3,470,41.223,123.669,3,0,3,00:00.0
1130,2562,00:00.0,3,462,47.6805,143.0415,3,0,3,00:00.0
1131,2563,00:00.0,550,510,23.4045,12872.475,550,0,550,00:00.0
1131,2564,00:00.0,550,511,27.867,15326.85,550,0,550,00:00.0
1132,2565,00:00.0,550,527,6.7515,3713.325,550,82,468,00:00.0
1133,2566,00:00.0,550,938,31.4895,17319.225,550,0,550,00:00.0
1133,2567,00:00.0,550,939,48.2895,26559.225,550,0,550,00:00.0
1133,2568,00:00.0,550,509,36.2775,19952.625,550,0,550,00:00.0
1134,2569,00:00.0,60,492,50.7465,3044.79,60,0,60,00:00.0
1134,2570,00:00.0,60,493,58.2645,3495.87,60,0,60,00:00.0
1135,2571,00:00.0,550,523,10.3845,5711.475,550,0,550,00:00.0
1136,2572,00:00.0,3,425,45.5805,136.7415,3,0,3,00:00.0
1136,2573,00:00.0,3,426,43.4805,130.4415,3,0,3,00:00.0
1136,2574,00:00.0,3,427,47.754,143.262,3,0,3,00:00.0
1136,2575,00:00.0,3,428,43.4805,130.4415,3,0,3,00:00.0
1137,2576,00:00.0,3,490,12.7155,38.1465,3,0,3,00:00.0
1137,2577,00:00.0,3,491,19.9395,59.8185,3,0,3,00:00.0
1138,2578,00:00.0,3,528,38.157,114.471,3,0,3,00:00.0
